,eta_IND,delta_opti_USA,delta_opti_EUR,delta_opti_JAP,delta_opti_CHN,delta_opti_BRA,delta_opti_IND,delta_opti_CAN,delta_opti_KOR,delta_opti_RUS,delta_opti_MEX,delta_opti_ROW
1,0.013776982342589351,0.01,0.22982460199537205,0.01000095553390485,6.8201779812613,3.5519976033205345,0.01000095553390485,0.01,0.01,4.3162298297705926,2.677336411219644,7.759965267359647
2,0.007232852426072376,0.010000279261662736,0.010000266344284822,0.010000265290268677,11.99999999587786,11.227885341551307,2.810774924169219,0.010000270748661824,0.01000001480785872,11.396463067497518,6.701792995216659,4.538381093364401
3,0.010504917384330863,0.01000003154803909,0.01000002259602828,0.01,9.681228556157212,6.763786472261507,0.010000010850352863,0.010000008899611808,0.01000003600649241,6.656934166719247,5.012568323914492,4.839615963170123
4,0.008868884905201619,0.01,0.01,0.01,8.116674064829649,3.975057314993076,0.01,0.01,0.01,3.8793160569679235,2.7343533446885195,4.744503587521781
5,0.008050868665636998,0.01,0.01,0.01,7.531800568743622,12.0,0.19215237752289707,0.01,0.01,10.963579957281272,11.199686954796888,6.9333839408032745
6,0.007641860545854686,0.010000001547677646,0.010000026406787654,0.010001390151305665,11.999998584907996,4.925247397357108,0.28862985917136774,0.010000143332812362,0.010000162421373098,4.2846218426098535,2.637846549793354,2.061436384879696
7,0.007846364605745842,0.01,0.01,0.010000001892898683,11.249026033302332,11.221767258372282,0.25082318294484107,0.01,0.010000001892898682,11.625499837291901,8.515519026507892,4.400686462832766
8,0.007744112575800264,0.01,0.010000181212586702,0.01,11.99939159245002,10.156864358430859,0.26629444155963533,0.01000017087395817,0.01,8.804666933763825,5.385105983976364,2.262829088445773
9,0.007795238590773053,0.010000090050728438,0.01,0.010000090050728438,12.0,5.495973359534128,0.25411131274029,0.01,0.010000090050728438,4.777749572481129,3.0562295770336925,5.249223178011849
10,0.007769675583286659,0.01,0.01,0.01,12.0,8.528916623198079,0.22479861460222644,0.01,0.01,7.417669943450387,4.565493546331911,2.2512308572309667
11,0.0077568940795434615,0.010000086415634437,0.010000094516664344,0.01000008957129396,11.044889884407127,10.724143670696415,0.2647330717277477,0.010000088244201372,0.010000086421289866,4.1833946754385725,5.358792050006024,7.033518348436593
12,0.0077632848314150606,0.01000060344872838,0.010000603448728404,0.010000603448728372,8.413365603339454,7.6651525824592515,0.2628586015031972,0.01000060344872838,0.010000603448728364,11.215172084405044,12.0,4.848990428961882
