origin_code,destination_code,sectors,patent flows
1.0,1.0,1,129947.28115399167
1.0,1.0,2,35581.87103419348
1.0,1.0,3,23210.47970951267
1.0,2.0,1,11106.840326669868
1.0,2.0,2,3550.0932316696776
1.0,2.0,3,2504.521250234271
1.0,3.0,1,13400.175752978948
1.0,3.0,2,4565.141603603185
1.0,3.0,3,3388.3703850190827
1.0,4.0,1,13875.670368595136
1.0,4.0,2,3476.1239887518946
1.0,4.0,3,3060.8613082409443
1.0,5.0,1,3533.0929485317192
1.0,5.0,2,1765.1848867369692
1.0,5.0,3,1291.808181438054
1.0,6.0,1,5130.978799282234
1.0,6.0,2,1715.8808906695094
1.0,6.0,3,1345.2805847528864
1.0,7.0,1,10379.66459634996
1.0,7.0,2,4631.916614193561
1.0,7.0,3,2715.1380677917195
1.0,8.0,1,7110.464376952816
1.0,8.0,2,1921.289623708361
1.0,8.0,3,1805.7030371430533
1.0,9.0,1,1770.1320578753446
1.0,9.0,2,925.646085151322
1.0,9.0,3,640.4263479200256
1.0,10.0,1,2596.5348233902996
1.0,10.0,2,1348.768565770372
1.0,10.0,3,879.0216518139983
1.0,11.0,1,699.7558379573405
1.0,11.0,2,747.4189393434214
1.0,11.0,3,342.96396443694886
1.0,12.0,1,964.3476535413264
1.0,12.0,2,569.2657763514919
1.0,12.0,3,288.2188628338213
2.0,1.0,1,32815.66722068426
2.0,1.0,2,6821.263987553727
2.0,1.0,3,5799.556625299567
2.0,2.0,1,28563.214699572152
2.0,2.0,2,5815.62037810227
2.0,2.0,3,4636.000343538869
2.0,3.0,1,14322.378474537296
2.0,3.0,2,4467.692013559916
2.0,3.0,3,3466.409193649197
2.0,4.0,1,16234.80461983206
2.0,4.0,2,3600.7811999476276
2.0,4.0,3,3359.4650902481953
2.0,5.0,1,4254.671329524172
2.0,5.0,2,2156.407518584302
2.0,5.0,3,1478.1778537999708
2.0,6.0,1,4729.667866772604
2.0,6.0,2,1480.8799010682505
2.0,6.0,3,1148.9420664179033
2.0,7.0,1,5867.501031602222
2.0,7.0,2,3447.6823671258894
2.0,7.0,3,1930.1381599725032
2.0,8.0,1,6213.5822388543675
2.0,8.0,2,2141.6328499270903
2.0,8.0,3,1764.5234097674322
2.0,9.0,1,3919.504277282804
2.0,9.0,2,1601.787661259825
2.0,9.0,3,1016.0204682977007
2.0,10.0,1,1456.1551233727844
2.0,10.0,2,1212.3024152491414
2.0,10.0,3,645.3510444816993
2.0,11.0,1,1270.1571523427758
2.0,11.0,2,1080.2880508015344
2.0,11.0,3,567.0180025613577
2.0,12.0,1,649.7450470697253
2.0,12.0,2,487.0211932996617
2.0,12.0,3,233.66119664823043
3.0,1.0,1,41770.360130502144
