,tau_out_factor_CHN,delta_opti_USA,delta_opti_EUR,delta_opti_JAP,delta_opti_CHN,delta_opti_BRA,delta_opti_IND,delta_opti_CAN,delta_opti_KOR,delta_opti_RUS,delta_opti_MEX,delta_opti_ZAF,delta_opti_ROW
1,1.05,0.01,0.01,0.01,2.955241093298083,0.8984365621337566,3.6151190275607834,0.01,0.01000004444982046,0.4223424873662306,0.08051503286001986,0.39301438719021087,1.671240009932379
2,1.525,0.01,0.01,0.01,12.0,3.419299368581911,12.0,0.01,0.01,1.0941788387423284,0.0696301654016683,1.2623258634706191,2.307576458895111
3,1.7625,0.01,0.010000170204173622,0.010000170204173622,10.510065248825564,4.30773950003912,10.521947506615263,0.010000071724811875,0.010000170204173622,1.8703904833037854,0.06471641641164116,2.048912454468638,3.5400644182870944
4,1.88125,0.010000166837262991,0.010000185864959762,0.010000159179678593,11.999999790581148,3.3753621704875103,11.999999821689418,0.010000153776103688,0.01000013222779057,1.7223225990800515,0.05269965890147671,1.8576807734041327,3.5268200306555317
5,1.940625,0.01,0.01,0.01,12.0,2.9908280975234356,11.832032880079401,0.01,0.01,1.654770334172971,0.05192070713639366,1.7261043318373577,3.457631813520906
6,1.9703125,0.010000218068031948,0.01,0.010000004360239205,12.0,4.465224331418995,11.999999781931969,0.010000218068031948,0.010000218068031948,2.349329265677758,0.0586294605986543,2.570104644294917,4.920118115843788
7,1.98515625,0.01,0.01,0.01,6.839972701237612,1.7470756205679983,6.653196604376564,0.01,0.01,0.9960696561112795,0.051519475789473405,1.030841640034975,2.5741433461814136
