delt,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW
0.09999999999999615,1.001367135784267,1.0015141356956896,1.0016712327928865,1.0013540743628155,1.0014444932578443,1.001472901637834,1.001485093862204,0.9768623786009049,1.001484556838143,1.0014824263530826,1.0015181726811317
0.10427538888537666,1.0013552453523114,1.0015018479273663,1.0016577045673734,1.001342493954015,1.001432723417415,1.0014609035857436,1.0014730158442569,0.977034362300589,1.0014724911589021,1.0014703291819393,1.001505792017028
0.1087335672719631,1.0013429492709136,1.0014891287359182,1.001643700442165,1.001330502355928,1.0014205440202695,1.0014484794531338,1.0014605146136377,0.9772128049793308,1.001460000040377,1.0014578074509062,1.0014929777622457
0.11338235012178408,1.0013302075605883,1.0014759648345037,1.0016292081530864,1.001318103701558,1.0014079402352039,1.0014356250396956,1.0014475791688342,0.9773979265972886,1.00144707628551,1.001444850521528,1.0014797162225955
0.11822988651687008,1.0013170342060491,1.0014623480029745,1.0016142146206186,1.0013052560215985,1.0013948992581307,1.0014223278233254,1.0014341966539908,0.9775896481034408,1.0014337064763654,1.0014314446551122,1.0014659986002812
0.12328467394420255,1.001303413422671,1.0014482651149947,1.001598706250745,1.0012919805642002,1.001381415095951,1.0014085786891247,1.0014203566446689,0.9777883124289418,1.0014198789462196,1.0014175823850648,1.0014518124562513
0.12855557319138874,1.0012893344142622,1.0014337036758214,1.0015826718690293,1.0012782605117783,1.0013674722093844,1.0013943578984204,1.001406049217735,0.9779942095902387,1.001405582854603,1.0014032488070135,1.0014371460323275
0.1340518238791455,1.00127477360246,1.0014186543278745,1.0015660968319173,1.0012640751977284,1.00135306083964,1.0013796686462872,1.0013912608347626,0.9782075113239738,1.0013908087865524,1.0013884377833213,1.0014219887267424
0.139783060657918,1.0012597344935108,1.0014031044687566,1.0015489711715444,1.0012494161069798,1.001338175657995,1.0013644846616732,1.0013759818166852,0.9784283480608115,1.001375542428794,1.001373133900005,1.0014063286930583
0.14575933009692943,1.0012441909844707,1.0013870420240847,1.001531280546654,1.001234295046343,1.0013227991008509,1.0013488045012329,1.001360202133736,0.9786568444705629,1.0013597745846825,1.0013573278412677,1.0013901548142792
0.1519911082952896,1.0012281527024958,1.0013704581368115,1.0015130138855641,1.001218656818393,1.0013069223019542,1.0013326171371717,1.0013439094304895,0.9788933845769343,1.0013434952755034,1.0013410113383685,1.0013734560907004
0.1584893192461077,1.0012115968573065,1.001353341221546,1.0014941573584966,1.0012025172036434,1.0012905372249359,1.001315908121123,1.0013270949176116,0.9791380432917657,1.001326693857096,1.0013241691697479,1.0013562224698784
0.1652653539856673,1.0011945186035267,1.0013356800605027,1.0014747011512477,1.0011858754497875,1.0012736343326372,1.0012986698281496,1.0013097462472467,0.979391164349087,1.0013093584683974,1.0013067937027436,1.0013384417902165
0.17233109056134666,1.0011769019558314,1.0013174655300656,1.001454632445916,1.0011687179147188,1.0012562010625903,1.0012808921281666,1.0012918549880696,0.9796528713679282,1.0012914792538177,1.001288872247678,1.0013201061455521
0.1796989148532568,1.0011587434311848,1.0012986865878772,1.0014339401681782,1.0011510215291763,1.0012382276042473,1.0012625631089729,1.0012734108525871,0.9799235341801894,1.001273047246437,1.001270400363722,1.001301204631854
0.18738174228603455,1.0011400257562546,1.0012793337650183,1.0014126142047917,1.0011327978252749,1.001219709403048,1.0012436737117596,1.0012544048314458,0.9802030638884972,1.0012540536167658,1.001251366290227,1.0012817284796818
0.19539304046895858,1.0011207530104271,1.0012593982973275,1.0013906456673163,1.0011139985394653,1.0012006358764403,1.0012242256240056,1.0012348292891153,0.9804917494796387,1.0012344901758063,1.0012317582642443,1.0012616662138356
0.20374685280397037,1.0011009053446118,1.0012388714916516,1.0013680223466404,1.0010946519597739,1.0011809941804717,1.0012041956379096,1.0012146730992182,0.9807899615134932,1.001214345718007,1.0012115717980439,1.0012410117858448
0.21245782310305605,1.0010804769594364,1.0012177444802637,1.0013447363721557,1.0010747554929778,1.0011607830301037,1.0011835817413914,1.0011939288200433,0.9810977729361369,1.0011936135622455,1.0011908005862336,1.001219757548437
0.22154122125811734,1.0010594680924363,1.0011960108798732,1.001320778053527,1.0010542781615837,1.001139992876383,1.00116237740992,1.00117259144334,0.9814154572990225,1.0011722884418055,1.0011694279876515,1.0011978922876
0.2310129700083123,1.0010378603407049,1.001173663340088,1.0012961411589207,1.0010332205221295,1.0011186130863254,1.00114057668838,1.0011506525928715,0.9817431233367154,1.0011503597305744,1.0011474596653847,1.001175414310045
0.2408896728518282,1.0010156603832079,1.0011506961154124,1.0012708161797306,1.0010115856014485,1.0010966469615572,1.0011181709382624,1.001128107628727,0.9820809794001922,1.001127827248786,1.0011248805441029,1.0011523135113918
0.2511886431509564,1.0009928451365806,1.0011271022604773,1.001244798625179,1.000989363491261,1.001074080457393,1.0010951597963957,1.001104948859851,0.9824291939665495,1.0011046772262555,1.0011016886028428,1.0011285879276093
0.2619279344815618,1.0009694282555543,1.0011028777965127,1.0012180825609887,1.0009665436023294,1.0010509139348587,1.001071532564002,1.0010811743309282,0.9827879811569233,1.0010809117007384,1.0010778815669257,1.0011042311647322
0.2731263722800831,1.0009454048299984,1.001078017351949,1.0011906626893117,1.0009431232519326,1.0010271444317451,1.0010472877917078,1.0010567778320894,0.983157414269658,1.00105652605399,1.0010534538179083,1.0010792394473744
0.2848035868435791,1.0009207572290935,1.0010525198065605,1.0011625376899294,1.0009191085440565,1.0010027674300424,1.0010224272816972,1.0010317592770908,0.9835377758137226,1.0010315148794633,1.0010284028777248,1.001053610923259
