country_code,country,fee
1,USA,13996.808537961642
2,EUR,26333.86272156776
3,JAP,25107.05192363959
4,CHN,15440.091114103485
5,BRA,23235.128355264813
6,IND,12583.85046796247
7,ROW,102668.64485143256
