country_code,country,fee
1,USA,17089.66000384051
2,EUR,32152.812498565625
3,JAP,30654.91536231702
4,CHN,18851.862326522507
5,BRA,28369.35596140523
6,IND,15364.482942907085
7,ROW,125355.16427243719
