,beta,alpha,UUPCOSTS
0,0.6300164346682299,0.6151067071760081,0.0
1,0.341250172727382,0.4110954556846669,0.0019120421214087841
2,0.008434987542694514,0.5356068889793978,0.0005123277700428291
3,0.020298405061693572,0.33783969881809417,0.00033680164011542406
