delt,USA,EUR,JAP,CHN,BRA,IND,ROW
0.09999999999999978,1.0109814204904966,1.012006870028631,1.0133112057647216,0.8952340504566373,1.011354826428472,1.0109711294986954,1.0116408178336764
0.10427538888537678,1.0107021316667015,1.011712570298118,1.0129893311312292,0.8972626775864014,1.0110737012697038,1.0106967481819171,1.0113517792089666
0.10873356727196541,1.0104230406456993,1.0114181965789342,1.0126672435976531,0.8993145817884817,1.0107925688049475,1.0104224755910873,1.0110627747097172
0.11338235012178464,1.0101443451626886,1.0111239032307988,1.012345071821755,0.9013854361716243,1.0105115948429813,1.0101484406841894,1.0107739956354214
0.1182298865168705,1.0098663663571545,1.0108299893030146,1.0120231704971387,0.9034769327555439,1.0102310709925741,1.0098749398495472,1.0104856962933895
0.12328467394420614,1.0095890681718365,1.0105367277068185,1.0117017999003222,0.9055896710718748,1.0099512264161854,1.009602250343546,1.0101981514107434
0.12855557319138985,1.0093129956664044,1.0102441494413994,1.0113810448605822,0.907714780205314,1.009672105691643,1.0093304111529764,1.0099113906687005
0.134051823879147,1.0090378401957543,1.0099522253732929,1.011060900729354,0.90985659464047,1.009393672991938,1.009059328340754,1.009625390140231
0.13978306065792093,1.0087639492258262,1.0096612239489455,1.0107416041200497,0.9120156984321729,1.0091161688463113,1.0087892451109424,1.0093403708075734
0.14575933009692937,1.008491548721224,1.009371647011456,1.0104236990446858,0.9141859281471895,1.00884008371412,1.0085207002938783,1.009056869554492
0.1519911082952932,1.0082218031429435,1.0090837145675695,1.0101073010563806,0.9163626332527738,1.0085656635573852,1.0082538763369888,1.0087750765000791
0.15848931924611093,1.0079540614292328,1.008797587406602,1.0097927579802308,0.9185570968384625,1.0082930404881376,1.0079889653443577,1.0084951870759002
0.16526535398566877,1.007688386842273,1.0085134683956907,1.0094801618969833,0.9207563014624788,1.008022412393476,1.0077260588348917,1.00821737756913
0.17233109056135074,1.0074260819532592,1.0082314606897993,1.0091696197626907,0.9229601183666473,1.0077538725435993,1.0074653284658788,1.0079417259031642
0.1796989148532592,1.0071662038785751,1.007951863494402,1.00886162536579,0.9251689362632853,1.0074876937471557,1.007207011504029,1.0076685349765044
0.187381742286038,1.0069094942374772,1.0076743349739945,1.0085557859763064,0.9273823077817093,1.0072237706880256,1.0069510137746307,1.0073976889538463
0.19539304046896067,1.006656239856197,1.0073988387156958,1.0082521358673249,0.929600860515134,1.0069620423040955,1.0066972487610866,1.0071291339618536
0.2037468528039705,1.0064052831994836,1.0071234692087316,1.007948324450718,0.9318142592218445,1.0067003432570851,1.0064435769104663,1.0068606669992344
0.2124578231030568,1.0061568741574038,1.006849724039162,1.007646746924956,0.9340382067353461,1.0064407189308127,1.0061919953274014,1.006594401703001
0.22154122125811823,1.0059116853178014,1.0065791788558114,1.0073484385112335,0.9362467708128758,1.0061842147263362,1.0059435869074405,1.0063313611692313
0.23101297000831567,1.0056696655121145,1.0063112360653614,1.0070535380045231,0.9384623218089813,1.0059307724646527,1.0056982670690293,1.006071514808404
0.24088967285183033,1.0054303249519483,1.0060454907903995,1.006761439650778,0.9406862001879798,1.0056800315253713,1.005455692326116,1.0058145133296952
0.25118864315095774,1.0051941436435432,1.0057826208195983,1.0064727595638376,0.9429052338404311,1.0054323601260469,1.0052162055642686,1.0055606988413726
0.26192793448156276,1.0049619761634525,1.0055241398361,1.0061887062201658,0.9451173095506266,1.0051887612809645,1.0049807872093834,1.0053111347982602
0.27312637228008424,1.0047339529215304,1.0052706661025543,1.005909160316432,0.947305044094331,1.0049494864744595,1.0047496324066147,1.0050659814659748
0.2848035868435801,1.0045102448104117,1.0050221135540922,1.0056346342943288,0.9494791660854004,1.0047145831990072,1.004522824285829,1.0048253309604571
0.2969800477406447,1.0042909372069806,1.004778081748851,1.0053649031297185,0.9516322992703463,1.00448406347082,1.0043003732559068,1.004589198773911
0.3096770996935349,1.004076139813409,1.0045388063822789,1.005100219068526,0.9537712343506317,1.0042580840848365,1.0040823697207948,1.0043577317448396
0.3229169999943895,1.0038659119544697,1.0043043563481318,1.0048407288964312,0.955879947258755,1.004036690363544,1.003868892874211,1.0041309678800188
0.33672295752114173,1.0036603658817884,1.004074834792691,1.0045864332607448,0.9579701968380607,1.003819964535822,1.003660035520532,1.0039090306019838
0.3511191734215127,1.0034595814131446,1.0038502297146519,1.0043373825832418,0.9600327876908505,1.0036080135349845,1.0034558533175646,1.0036919655360546
0.3661308835364029,1.0032636123818557,1.003630670954025,1.004093887211608,0.9620667052405493,1.0034008098562381,1.0032563396665664,1.0034797650997027
0.3817844026370503,1.0030724191813718,1.0034160039659934,1.0038555873110064,0.9640787142101159,1.0031983699883402,1.0030614867648688,1.0032724743381092
0.3981071705534969,1.0028860861519582,1.0032065420836163,1.0036230700739135,0.9660525984456626,1.0030008637246814,1.0028715118767109,1.0030702973602732
0.41512780027522916,1.002704653114243,1.003002352539409,1.0033961585181397,0.9679962414974631,1.0028083987776157,1.002686424245974,1.0028731889699205
0.43287612810830545,1.0025281560836592,1.0028034798126886,1.0031749456479797,0.9699093609642102,1.0026209657327676,1.0025062651491974,1.0026812986544984
0.4513832659768974,1.0023566104792816,1.0026099278907787,1.0029595507663276,0.9717805230138044,1.0024385992444673,1.0023310358932194,1.0024945592181058
0.4706816559609247,1.0021900095024605,1.0024217175228287,1.0027499219192413,0.9736182124422657,1.0022613158693985,1.0021607632994005,1.0023130234055748
0.4908051271653854,1.002028399623721,1.0022389141552732,1.0025461485551026,0.9754190886926318,1.0020890980897967,1.001995444594845,1.002136709012284
