,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW,pop_weighted,negishi
0,0.5,-0.0007587272713687895,-0.0008065811182488864,-0.0007124146648314474,-0.0006537471736635689,0.048343755770581844,-0.000620681081628744,-0.0007264302815534644,-0.0009186052510668046,-0.0007058909467409083,-0.0006329128636825257,-0.0006954241309170481,0.00024272330881620915,0.0006609106510136713
1,0.52,-0.0007728650577201063,-0.000820461512437831,-0.0007285741628445452,-0.0006687119691930617,0.048380771513099205,-0.0006370583714044771,-0.0007418733525897203,-0.0009323213614153898,-0.0007208909384157783,-0.0006482387920005865,-0.0007102350706984008,0.00022911882793716365,0.0006509552594450617
2,0.54,-0.000787033169903778,-0.0008337099764412009,-0.0007441682013697243,-0.0006840187685305999,0.04840951597164963,-0.0006528866670230387,-0.000754222851455841,-0.0009466115551159985,-0.0007374293419435414,-0.0006663037664078772,-0.0007276555819741574,0.00021262305383467356,0.000641307534782896
3,0.56,-0.000801833390928845,-0.0008489799762966911,-0.0007589107361913823,-0.0006981668777848145,0.04843374042536845,-0.0006703064377636,-0.0007692069325639389,-0.0009618278275984356,-0.0007541097786275277,-0.0006836700394249018,-0.0007412229852776273,0.00019569172324543097,0.0006300495375958212
4,0.58,-0.0008171595681672958,-0.0008630089509952311,-0.0007730663120492798,-0.0007143028413178348,0.04845439865014483,-0.000685460845405725,-0.0007848723837874451,-0.0009750625614305976,-0.00076959190223706,-0.000699787983801825,-0.0007568973915277866,0.0001801825106580377,0.0006186370327121339
5,0.6,-0.0008330034622830698,-0.0008780319300352578,-0.0007894688919113088,-0.0007299695037009135,0.0484725822839177,-0.0007036766187855622,-0.0007984807540031121,-0.0009912786671897314,-0.0007855494821135129,-0.0007167201433351007,-0.0007740287241951987,0.00016361287017102323,0.0006066229218742621
6,0.62,-0.0008479959013172188,-0.0008919553295204499,-0.0008048079728080293,-0.0007464082828017539,0.04849013134016135,-0.0007197995951136648,-0.0008145644362494227,-0.001004052527943982,-0.0008041298938613305,-0.0007341686048485238,-0.000790150351265685,0.00014740964441145596,0.0005941661585989698
7,0.64,-0.000862686601639956,-0.0009068016430356906,-0.0008207263598192471,-0.0007615166169281037,0.04850854286713295,-0.0007370076034438847,-0.0008299680714888484,-0.0010194741761135305,-0.0008200330718248647,-0.0007520279752829716,-0.0008068340424147789,0.0001307076815688802,0.0005822215684154229
8,0.66,-0.0008784644783683129,-0.0009223135261510786,-0.0008372629938657628,-0.0007770252844166059,0.04852439718797716,-0.0007533532743413021,-0.0008445564129366635,-0.0010351221676292194,-0.0008363692411736582,-0.0007692408172226119,-0.0008220927963221809,0.00011458535920527994,0.0005697070967603935
9,0.6799999999999999,-0.0008934518071818889,-0.0009371153599407204,-0.0008529864385000483,-0.0007935975749155468,0.04854445019395529,-0.0007702754114194209,-0.0008604685942522717,-0.0010499316979092409,-0.0008536318994477619,-0.0007859656552442133,-0.0008387157904458936,9.77516124056995e-05,0.0005567308607050846
10,0.7,-0.0009102623803707327,-0.0009527838665760353,-0.0008697185745496612,-0.0008102526704009512,0.04856394621322596,-0.0007878724862325718,-0.0008759732496635125,-0.001066149958626386,-0.0008712975987899748,-0.0008032923299368255,-0.0008558969874767153,8.038475628169189e-05,0.0005431086757635465
11,0.72,-0.0009251034467532565,-0.0009681059577370707,-0.0008860850612516254,-0.0008270811969877425,0.048584390245268026,-0.0008059611013765713,-0.000891492355976628,-0.001081310242699012,-0.0008881946903736529,-0.0008215617708017707,-0.0008727463772447545,6.384772495870826e-05,0.0005286890496268535
12,0.74,-0.0009401995077050208,-0.0009846210217467003,-0.0009020755678168084,-0.0008435309211738655,0.04860676092160251,-0.0008238910587672429,-0.0009082333860383439,-0.0010967376358420571,-0.0009056478010890611,-0.0008386371094263474,-0.0008898378686561588,4.7712303026174174e-05,0.000515650818993783
13,0.76,-0.0009567608861459914,-0.000999661627409956,-0.0009186961618569997,-0.0008597231341332656,0.04863075040502775,-0.0008409598986603436,-0.0009243891881943897,-0.0011120009369640525,-0.0009228590766921076,-0.0008563710859475403,-0.0009072894206247327,3.000099278773878e-05,0.0005018421635070494
