country_code,output,expenditure,deficit,gdp,labor,rnd_gdp,price_level
1.0,15857117.924479,16010690.323857,-153572.39937799983,9062818202000.0,181922559.0,0.0250400996208191,1.0
2.0,18282844.591684997,18177179.166568,105665.42511699721,10366827697454.822,373555503.0,0.016341666783870935,1.0128927789318802
3.0,6903370.170076,6859604.677704999,43765.49237100035,4098362709531.24,86622587.0,0.028274500370025598,1.27102639083368
4.0,2546432.931688,2492287.70342,54145.22826799983,1029043097554.08,841225988.0,0.00646889984607697,0.338405747303475
5.0,1378782.0276310001,1399429.295879,-20647.26824799995,863711007313.877,109006750.0,0.010475100278854399,0.593831787818305
6.0,724385.428344,732529.927072,-8144.498727999977,421351477504.743,611160335.0,0.00703790009021759,0.223309251967438
7.0,1110267.509441,1094685.291803,15582.217637999915,634000000000.0,20489628.0,0.0171051001548767,0.798816312773846
8.0,785897.3783709999,757973.003456,27924.374914999935,383330931042.356,33290259.0,0.0211026000976563,0.553047629581002
9.0,524821.877737,508195.265458,16626.612278999994,270955486862.442,100112219.0,0.00953830003738403,0.335744358578053
10.0,904445.064691,910335.3898860001,-5890.325195000041,526502129378.284,56969818.0,0.00301959991455078,0.538604531523643
11.0,265583.42872400006,264407.533337,1175.895387000055,152982541794.042,26965319.0,0.005269399881362919,0.44347187089504
12.0,6232020.3144809995,6308651.068907,-76630.75442600064,3736593367592.3125,1285840247.0,0.018491144741418643,0.4983547693914764
