target,moment
0.0993216572879748,0.12033884754879284
0.0992350101009959,0.08156188276644913
0.0337765958752535,0.0407694232971996
0.0006014409966876,0.0006979204087550675
0.0027053605272689,0.0031406691359738923
0.0085039190678576,0.019067057817270115
0.041527687579643,0.032085772482446664
0.0005847761600853,0.0007245342889105218
0.0003218689292825,0.000900341906787496
0.0369035534903235,0.02589129530380852
0.0348082668091763,0.04416478842345902
0.0190091902582963,0.009512997777895969
0.0070181877531208,0.0076594099563239105
0.0001567951507267,0.000201040606517334
0.0006585759787774,0.0007351162158102956
0.0013383064509483,0.002194281228944165
0.0059613263871823,0.008435870476806176
0.0001931654706644,0.0003291245921276856
7.378147317971125e-05,9.22532175402515e-05
0.005326310880882,0.006652545752734648
0.0316539102956662,0.030858263177974583
0.0323459548262191,0.03092969885367133
0.0075403041380073,0.007338058638561259
7.758927331195589e-05,0.00013966572978884136
0.0003896944346476,0.00042514884526798796
0.0007865695913624,0.0015183190605353094
0.007900956106566,0.009719330780756335
0.0001376901075232,0.0001698315069355515
7.181728168821973e-05,6.298020592842813e-05
0.0049925465025773,0.006354298157815028
0.0593359097027704,0.040957689049268414
0.0655297680595555,0.07451298324807815
0.0657619087260734,0.03828105162524483
0.0002095934552592,0.00041737539412387085
0.0004665971312678,0.001406606786898617
0.001594827234851,0.0061767700796567584
0.0228934973694045,0.032085772482446664
0.0002835802972844,0.0005135713556804483
7.964985699829665e-05,0.00020693536515569642
0.0174662500341452,0.018871790161643753
0.0132040475368315,0.011174955822148532
0.0146726079635111,0.012283851493007434
0.0028662495200521,0.0015740383085100778
0.0012892416275793,0.0017494817983503771
0.0002285181437857,0.00016996725819038122
0.0002833890137972,0.000550480758571055
0.0005125259675997,0.0020709442472212646
5.323767067864383e-05,4.6827001130289876e-05
6.986668793758531e-05,3.398926482659716e-05
0.0011720714181191,0.0016692429093226018
0.0208259549350984,0.014933524275791076
0.0213341227336019,0.022864611367691325
0.009073821222454,0.0073494754750090124
0.0032407461295712,0.004448713001882739
0.000114970217759,9.551175854901688e-05
0.0006150992761539,0.0008179104289246515
0.0029633002666761,0.006855253642668147
0.0001698925793389,0.0001059263587649579
6.086808358232789e-05,3.511095865394558e-05
0.0019519700384057,0.004126265854375622
0.0291657046556606,0.04219955452739652
0.0183232475636885,0.016521030765227068
0.0036728771932228,0.005239408622835566
0.0015925471420631,0.0027344280433439488
0.0001229798974359,6.368324026871072e-05
0.0003083215589217,0.00020954701091161024
0.0006344601068847,0.003111951097748045
0.0001016910705829,4.815627716931352e-05
9.92695996378262e-05,7.618933967941818e-05
0.0028379002831042,0.002072907076479102
0.0200516751262124,0.020124753472332876
0.0204536590749746,0.021438112520322853
0.0245521812238412,0.016183433921622997
0.0053945722393737,0.004510854951351027
2.227587172721776e-05,7.287519497232136e-05
0.0002087307079801,0.00029664455083965323
0.0004815393013566,0.0008121581819134958
0.0001043428055787,0.00011918205405390195
4.5675466546939264e-05,4.5688635570949555e-05
0.0028337180243314,0.0038232470008880298
0.0060356762529347,0.005434314641427992
0.0108440386507317,0.011945082472522371
0.002394083096934,0.0023034354362463038
0.0020706803236311,0.0014146433147080885
3.1057764541637354e-05,3.5367365081508016e-05
9.020089714951544e-05,9.015410444438156e-05
0.0001691450267078,0.0002791059074716265
0.0005190890992203,0.0014994557819192934
2.028047490931882e-05,1.1849066479930637e-05
0.0013670996892751,0.0009869344849701895
0.0125795464858561,0.015626654255643798
0.0085664910478584,0.006170065951528706
0.0022477005849345,0.0031964587219355032
0.0012123921618215,0.0011674092887651963
0.0001192392580717,2.9536025837543493e-05
0.0001650221020563,7.039328928127416e-05
0.0002916773729368,0.0006043679738874655
0.0004152110761499,0.001897813689581062
2.045866553905873e-05,1.749346880923754e-05
0.0007681762654076,0.0008250397435807607
0.0027114703624229,0.0023667921904484777
0.0021009706553808,0.002419160638822233
0.0011839818969094,0.0015527791106676452
0.0004175834198753,0.0004156413433176101
2.102093322530824e-05,1.0812254067573899e-05
5.062292868842462e-05,3.5189245951285005e-05
9.283411107438537e-05,0.0001006927788956242
0.0002191309906738,0.0007170394707245143
1.469991055809018e-05,1.0235683080302853e-05
6.157495355573743e-06,4.880121400607448e-06
