country_code,country,fee
1,USA,16636.265623775667
2,EUR,31299.787658583304
3,JAP,29841.63023297481
4,CHN,18351.716131063928
5,BRA,27616.70748530508
6,IND,14956.85808569221
7,ROW,122029.4499527576
