country_code,output,expenditure,deficit,gdp,labor,rnd_gdp,price_level
1.0,17876506.828300666,18188212.787295997,-311705.9589953336,10154684086666.666,186869015.0,0.0260891326268514,1.0
2.0,17808630.755202334,17723625.734948996,85005.0202533342,9910022494511.5,376650463.0,0.017279992483221766,0.8791807952301394
3.0,7854313.856061,7820300.088962334,34013.7670986671,4659684331370.446,86019041.66666667,0.028762032985687233,1.36310037600348
4.0,3018652.6400833335,2971595.0022223336,47057.63786099991,1214913285247.2,865818030.6666666,0.008610399961471499,0.32887831793424965
5.0,1030724.7344416665,1042688.7511326666,-11964.016691000046,605027174891.1344,113711842.66666667,0.010523333549499468,0.3868099153890323
6.0,834535.1337713333,842286.8342813334,-7751.700510000072,470885456379.605,640699878.3333334,0.0073900999625523675,0.21228531679042503
7.0,1292216.7216146667,1250945.3975046666,41271.32411000008,720722468186.0258,20980298.0,0.018764999707539864,0.8053769884188956
8.0,1093441.5682863332,1084224.6198053332,9216.94848099995,540449668353.472,33775224.0,0.021398367087046302,0.627428145492635
9.0,484018.104247,444642.712258,39375.391989,254073113722.79233,101597157.33333333,0.010743333101272533,0.25662872543736964
10.0,1163199.2683193332,1169074.763835,-5875.4955156667465,688281973069.1207,59457946.0,0.0032480333248773668,0.6374076467654234
11.0,270586.2869023333,266703.4189966667,3882.867905666664,146233178934.51865,28371942.666666668,0.0060380665461221665,0.38611952059392696
12.0,6674452.016172667,6596977.8021593345,77474.21401333374,4037962562009.2227,1350781848.3333333,0.016448656783426097,0.4499715821819091
