,beta,alpha,UUPCOSTS
0,0.619935954196433,0.5974165150613803,0.0
1,0.34746324103134407,0.3642256105016582,0.002642004264463146
2,0.008088371313481661,0.47374805153949623,0.000771942981970305
3,0.02451243345874098,0.29261188335113686,0.0005158274933229753
