origin_code,destination_code,sector,trade
1.0,1.0,0,23261650.7782045
1.0,1.0,1,9404375.613424
1.0,2.0,0,259561.3759745
1.0,2.0,1,316519.2532035
1.0,3.0,0,52559.197027500006
1.0,3.0,1,77709.4342885
1.0,4.0,0,115536.38701549999
1.0,4.0,1,113770.112381
1.0,5.0,0,22884.616555499997
1.0,5.0,1,30177.8377675
1.0,6.0,0,24920.026099000002
1.0,6.0,1,28910.769804000003
1.0,7.0,0,113736.50803900001
1.0,7.0,1,167179.482522
1.0,8.0,0,35152.502781
1.0,8.0,1,45741.240499
1.0,9.0,0,8386.548203999999
1.0,9.0,1,14470.2001825
1.0,10.0,0,16479.395707
1.0,10.0,1,23456.0852155
1.0,11.0,0,80401.3942985
1.0,11.0,1,147039.16915149998
1.0,12.0,0,6226.1307465
1.0,12.0,1,6704.7644275
1.0,13.0,0,112490.2534455
1.0,13.0,1,145062.0905895
2.0,1.0,0,234646.09182
2.0,1.0,1,496032.88449950004
2.0,2.0,0,22421553.660926
2.0,2.0,1,11398414.7652435
2.0,3.0,0,43347.132104000004
2.0,3.0,1,100034.0819795
2.0,4.0,0,132879.42701400002
2.0,4.0,1,261515.0291855
2.0,5.0,0,32213.2574705
2.0,5.0,1,49119.478818
2.0,6.0,0,37514.076774
2.0,6.0,1,69548.6343115
2.0,7.0,0,28211.218883
2.0,7.0,1,56735.862423
2.0,8.0,0,28015.341317
2.0,8.0,1,61641.134572999996
2.0,9.0,0,58421.027768
2.0,9.0,1,98060.271362
2.0,10.0,0,20912.594124
2.0,10.0,1,44052.768113
2.0,11.0,0,13898.6406675
2.0,11.0,1,51237.073505
2.0,12.0,0,7151.9444825
2.0,12.0,1,14810.759932
2.0,13.0,0,182704.14694900002
2.0,13.0,1,289776.17322
3.0,1.0,0,32331.861094
3.0,1.0,1,115946.1598955
3.0,2.0,0,42163.0741745
3.0,2.0,1,77807.70867699999
3.0,3.0,0,4908916.3781055
3.0,3.0,1,3015263.620722
3.0,4.0,0,49686.5285985
3.0,4.0,1,131847.85894399998
3.0,5.0,0,1661.1363685000001
3.0,5.0,1,4093.8793065
3.0,6.0,0,4785.8525695
3.0,6.0,1,15141.1473845
3.0,7.0,0,2869.274618
3.0,7.0,1,11420.063517999999
3.0,8.0,0,14335.3488955
3.0,8.0,1,45723.14779449999
3.0,9.0,0,1745.951857
3.0,9.0,1,7739.8716875
3.0,10.0,0,3992.8026689999997
3.0,10.0,1,15468.758499
3.0,11.0,0,2820.7055345
3.0,11.0,1,14369.446724000001
3.0,12.0,0,4350.7624805
3.0,12.0,1,14623.595362
3.0,13.0,0,49178.046207
3.0,13.0,1,110034.10107050001
4.0,1.0,0,54795.2176645
4.0,1.0,1,419891.40751200006
4.0,2.0,0,65720.7318925
4.0,2.0,1,362473.076882
4.0,3.0,0,24666.6608195
4.0,3.0,1,157179.48673950002
4.0,4.0,0,15862596.098579999
4.0,4.0,1,14835081.2192655
4.0,5.0,0,4584.743832
4.0,5.0,1,28670.7832405
4.0,6.0,0,11315.50517
4.0,6.0,1,89915.72577
4.0,7.0,0,7059.5876565
4.0,7.0,1,50872.194433
4.0,8.0,0,20581.426801499998
4.0,8.0,1,98251.2928545
4.0,9.0,0,7740.0352275
4.0,9.0,1,47116.281410999996
4.0,10.0,0,6708.55829
4.0,10.0,1,51257.430147499996
4.0,11.0,0,6436.778122
4.0,11.0,1,69432.89137750001
4.0,12.0,0,5992.861842
4.0,12.0,1,37279.606013000004
4.0,13.0,0,68796.559311
4.0,13.0,1,359598.14395299996
5.0,1.0,0,13008.687251000001
5.0,1.0,1,26063.164865
5.0,2.0,0,23418.894126500003
5.0,2.0,1,24557.554973500002
5.0,3.0,0,9534.726783
5.0,3.0,1,4310.288457000001
5.0,4.0,0,51329.196529999994
5.0,4.0,1,10652.828865
5.0,5.0,0,2038461.16995
5.0,5.0,1,977651.864206
5.0,6.0,0,3499.5314795
5.0,6.0,1,3783.388254
5.0,7.0,0,1160.5271295
5.0,7.0,1,3317.983534
5.0,8.0,0,2127.2643675
5.0,8.0,1,1953.6651585
5.0,9.0,0,1104.212849
5.0,9.0,1,2071.3365114999997
5.0,10.0,0,333.32016350000004
