,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,-0.0375733761203899,-0.0487105991870738,-0.0619604611928114,0.0940583552544097,-0.0393570005349024,-0.0417123859879916,-0.0439852095283325,-0.0523451051238981,-0.0415973008811999,-0.0383430862537476,-0.038928372838548,-0.0367834610601676,-0.0170504758027642,-0.0176843162352342
1,0.52,-0.0369064518739534,-0.0483004209494617,-0.060978782037656,0.0958594452220291,-0.0391022435077956,-0.0413556536081754,-0.0436413016950875,-0.0528094915435999,-0.0413292422605959,-0.0380263289756064,-0.0386653401354732,-0.0367319362238722,-0.0167969821626413,-0.0169182663988773
2,0.54,-0.0361758990921916,-0.0477985151558417,-0.0598630241470564,0.0975341738132765,-0.0388166355623104,-0.0409657854528922,-0.0432876549747334,-0.0532248496874386,-0.0410517424281169,-0.0377093195247468,-0.0383676286356188,-0.0366649282249093,-0.0165618488042753,-0.0161178717189388
3,0.56,-0.0353834976557208,-0.0472013803344476,-0.0586180473883703,0.0990493161947261,-0.0384915875868808,-0.0405351714993122,-0.0429102753575931,-0.0535527945919949,-0.0407552331042348,-0.0373872384751529,-0.0380273239390858,-0.0365744004940261,-0.0163397647663249,-0.0152940557200096
4,0.58,-0.0345376802317016,-0.0465104208379058,-0.0572533364228567,0.1003775972821529,-0.0381170048649138,-0.0400602788828123,-0.0424982846053496,-0.0537706053005995,-0.0404269249365868,-0.0370511600717476,-0.0376414137115899,-0.03645178417267,-0.0161198590557975,-0.0144463031406961
5,0.6,-0.0347555792420571,-0.044401640196012,-0.0556578892376637,0.1008982397631526,-0.0375739530161335,-0.039415247251559,-0.0421117824081722,-0.053746890877426,-0.0397987145512157,-0.0368380355950153,-0.0370658024255806,-0.0361568572165191,-0.0158678555349678,-0.0135700432491751
6,0.62,-0.0338812396488083,-0.0436654331011918,-0.054147502499557,0.1019491840145082,-0.0371248076808447,-0.0388771433921485,-0.0416280397649385,-0.0536939974422422,-0.0394420284516345,-0.0364715582490454,-0.0366079490810258,-0.0359699072830039,-0.015642749981355,-0.0127142518835533
7,0.64,-0.0340082243530901,-0.0426863443914456,-0.0505174174289866,0.1023253625899505,-0.0364797580606292,-0.0381483924612057,-0.0410345667896882,-0.0532737566245096,-0.0388666222001138,-0.0360858126909239,-0.0359496912818806,-0.035576404926599,-0.015356637753169,-0.0119091413610597
8,0.66,-0.0331038077610936,-0.0418236234428474,-0.0490528530682843,0.1030671276191426,-0.0359238738308174,-0.0375177917877518,-0.0404286422203727,-0.0528951088561786,-0.0384246735139694,-0.0356468152413824,-0.0353953009389097,-0.035274910205531,-0.0150820026802147,-0.011041562276684
9,0.6799999999999999,-0.0321635613275084,-0.0408922990111829,-0.0475370480996026,0.1036058071467801,-0.0352991945195005,-0.0368249211459084,-0.0397448877969463,-0.0523308729555951,-0.0379095408065184,-0.0351527874326819,-0.0347804748692335,-0.0348977748623387,-0.014772995948619,-0.0101671050767375
10,0.7,-0.0312009670979062,-0.039903860801331,-0.0459883476442638,0.1039454080853645,-0.0346119980882985,-0.0360752319867033,-0.0389791839233185,-0.0515879830085788,-0.037332113834362,-0.0346023965783488,-0.0341034566772528,-0.0344376326735335,-0.0144186692408319,-0.0092868274859784
11,0.72,-0.030765348133032,-0.0388130573509256,-0.0447010194477011,0.1051639756687791,-0.0338019714140672,-0.0352141250969339,-0.0381092086577755,-0.0506255540435582,-0.0366239431131001,-0.0339924006862715,-0.0332951487440571,-0.033821461098053,-0.01381604327638,-0.0082602280240081
