,delta_dom,delta_int,welfare
USA,0.01,12.0,1.7603015454276942
EUR,0.01,12.0,2.2615752958922144
JAP,12.0,12.0,3.577675121365502
CHN,12.0,12.0,2.976515542677305
BRA,12.0,12.0,2.620068938536818
IND,12.0,12.0,2.182497591621498
CAN,12.0,12.0,3.4642932205830874
KOR,12.0,12.0,3.762026471922937
RUS,12.0,12.0,2.3368877128526577
MEX,12.0,12.0,2.478716596760492
ZAF,12.0,12.0,2.3630034746375657
ROW,12.0,12.0,1.8400618915200369
Negishi,,,2.3584506064125748
Equal,,,2.1518288028902646
