country_code,country,fee
1,USA,18080.73446242996
2,EUR,32362.302843537633
3,JAP,32432.67475829016
4,CHN,19945.131545714834
5,BRA,30014.569739424365
6,IND,16255.50983347872
7,ROW,132624.84088009218
