target,moment
0.11129245014108169,0.134889398990675
0.11126430146389804,0.08850559587079011
0.0375979005224589,0.04258205621775914
0.0006662900930508432,0.000882363721406835
0.003031935364982458,0.0036979568764959
0.009426005267630093,0.023626085759309672
0.046560729982500354,0.03271606439325986
0.0006414385955136075,0.0008611104523552309
0.00036120962111270904,0.0011246563240696586
0.00031044277566470756,0.00041205112662591015
0.040977026456608945,0.026246512071752142
0.03245800933244861,0.04214419012031797
0.017798262884178476,0.00961097537552127
0.006440913558357173,0.0071958867946103735
0.00014265585589465397,0.00019932451524182877
0.0006028400038027651,0.0007232719876360633
0.001226909087156513,0.0020475638372205755
0.005561227237180107,0.007837238182411771
0.00017849266813862457,0.00033221993088861703
6.826751880427309e-05,8.818170819907461e-05
8.220535341717372e-05,0.00012624288768337585
0.004966422396257102,0.006946312335175851
0.02954293329393573,0.03009619942510957
0.030341858299795195,0.028889175649073864
0.00693345911280252,0.007034905625243379
6.646756968640486e-05,0.00014038824142570684
0.00035512671531487844,0.0004236008640110466
0.000705888668038843,0.001434584404621746
0.007355368268018845,0.00898036842877912
0.00012734180694537578,0.00016879825882511524
6.747606059364916e-05,5.980437696782073e-05
2.9362524245445426e-05,9.031848574615284e-05
0.00466361206225313,0.005698702485342627
0.05539234018600977,0.040333369938017186
0.06126526576359097,0.06630530603741461
0.06155108913307833,0.0364232852167446
0.00018609965129268394,0.0003682054968776957
0.0004239180269794184,0.001278509009212647
0.0014626475884699248,0.005461445155812152
0.021365371190429024,0.03271606439325986
0.00026204484439926217,0.0004631817773604291
7.367396442893604e-05,0.00017502093581835563
8.888986699373205e-05,0.00027095176154206694
0.016125757849802743,0.016000074768639093
0.012300693651795539,0.011011072518833582
0.013795771575819828,0.01153343112931613
0.002685626005550105,0.0017152317217110796
0.0011590854324800785,0.0016220458607848131
0.00021332360366091844,0.00017202403248709307
0.0002550716064929033,0.0005340414714686616
0.00047808126132145584,0.0019158695370786723
5.016254495914437e-05,4.806645811223592e-05
6.287190345886461e-05,3.463795815196964e-05
4.9276768731722335e-05,2.3446842986933776e-05
0.0010666511341641532,0.0016391776912448909
0.019376636344049934,0.015014967840080308
0.020017828000476603,0.02129356957261505
0.008499267648647283,0.007370780068176182
0.0029746855745877475,0.004320369090105567
0.00010247516191299645,8.253874196187538e-05
0.0005503656176134647,0.0007966687826446971
0.002762365958406046,0.006323813595883865
0.00015859499554726693,0.00010627713537186664
5.62836885582538e-05,3.31364400128921e-05
8.923995075638598e-05,6.040377168289659e-05
0.001746931494110801,0.004102209173453823
0.02718410090075565,0.04029861649349253
0.017120509068316067,0.015740671959220687
0.0034463980526034475,0.005221063660893965
0.0014536000665866567,0.0026742389093700244
0.00011297244789820589,6.737730983654102e-05
0.0002802878396398608,0.00021644531837505785
0.0005936771907180644,0.002957047286041081
9.443400942738429e-05,4.912246768114632e-05
9.132866361926264e-05,8.02304797930225e-05
5.9125472831969454e-05,3.103617052975482e-05
0.0026501612748098206,0.002056264357518195
0.0186265930329591,0.018308295412417925
0.019183309071299098,0.018335560380139507
0.022958563971973565,0.01376043178719996
0.004929182056708403,0.003948806335147157
1.7698920651033175e-05,6.669208821379111e-05
0.000188451364646239,0.0002722182656089531
0.00043690642467120394,0.0007189102459853482
9.88061517363814e-05,0.00010815981944414206
4.307113662881396e-05,3.972674471488994e-05
1.4065447071100043e-05,4.7971395424785714e-05
0.0026677550946313058,0.003231559008604392
0.0055904710422996304,0.00524330905298254
0.010184032626682637,0.010951738356358518
0.0022456709551856844,0.0022448783218896756
0.0019229147827099248,0.0013349135872707263
2.6936146425373285e-05,3.512634383756125e-05
8.375393529505696e-05,8.954706464129033e-05
0.00014576225487149757,0.00025993384397676755
0.0004837999569651632,0.0013774082373935643
1.9271185901312294e-05,1.1281497041827604e-05
2.88160968052732e-05,1.2507924409056146e-05
0.0012575415862783323,0.0013139346388773056
0.011730493646285239,0.015341047998251018
0.008034024881439063,0.006215371266425487
0.0021088192103680395,0.003176248772335795
0.0010997238307901172,0.001216959211387167
0.00010920383325130375,3.308816782904951e-05
0.0001528082759450477,7.428152593468392e-05
0.00026892245134904413,0.000624351214058634
0.0003890978261850103,0.0018663666989844957
1.939058485611184e-05,1.8812018269426606e-05
2.6673754301740803e-05,8.089161574239446e-06
0.000705506150318134,0.0008108285837205628
0.0018258189552088457,0.0018676503288295719
0.0030846962241108875,0.0032374952155095303
0.00019847895822816484,0.0007678951795122858
0.0003892155730750602,0.00039530326675677314
3.68824268542226e-05,1.1478126994283024e-05
0.00012533932384617316,5.188762984948494e-05
7.208147673467549e-05,8.553807829177772e-05
7.946616201361887e-05,0.00040877246293705475
1.8188950439066424e-05,7.586205241567372e-06
7.383275530898608e-06,4.73538311989296e-06
0.00039173450209897657,0.0003850968609739156
0.002543253621673971,0.0021592506481447065
0.0019435136097702191,0.0024096157155898885
0.0011310602657807049,0.001188247543558457
0.00038701197943525933,0.00038494829479755093
1.8759333552643843e-05,1.1338896960985311e-05
4.420250188524712e-05,3.949767411595072e-05
8.466418963875388e-05,9.829225644648048e-05
0.00020721025947416193,0.0006085098218488006
1.3631561905358706e-05,1.214331775200387e-05
5.668212983101094e-06,4.942274683030463e-06
1.3887410724463901e-05,8.00578556749831e-06
