origin_code,destination_code,sector,value
1.0,1.0,0,13853914.625294
1.0,1.0,1,6294156.476530001
1.0,2.0,0,128933.701619
1.0,2.0,1,188977.34550599998
1.0,3.0,0,45285.886844
1.0,3.0,1,51351.72002
1.0,4.0,0,18694.48343
1.0,4.0,1,29571.977418000002
1.0,5.0,0,6634.46947
1.0,5.0,1,11067.850993
1.0,6.0,0,5580.895946000001
1.0,6.0,1,6806.1238809999995
1.0,7.0,0,171455.081683
1.0,7.0,1,321274.452802
2.0,1.0,0,160263.386626
2.0,1.0,1,310077.617722
2.0,2.0,0,16214183.74911
2.0,2.0,1,8838244.469075
2.0,3.0,0,37299.774387
2.0,3.0,1,64544.189425000004
2.0,4.0,0,20610.876849
2.0,4.0,1,61853.270176
2.0,5.0,0,8369.610269
2.0,5.0,1,19202.283276000002
2.0,6.0,0,11743.921443
2.0,6.0,1,22164.650026
2.0,7.0,0,188099.27069600002
2.0,7.0,1,317736.639967
3.0,1.0,0,30947.616331999998
3.0,1.0,1,108883.16937300001
3.0,2.0,0,32223.937006
3.0,2.0,1,80030.065537
3.0,3.0,0,4829069.218177
3.0,3.0,1,2928260.078771
3.0,4.0,0,21514.616837
3.0,4.0,1,67488.607136
3.0,5.0,0,905.409785
3.0,5.0,1,2526.884685
3.0,6.0,0,2025.6823140000001
3.0,6.0,1,6503.354788000001
3.0,7.0,0,48349.441259
3.0,7.0,1,135975.07609400002
4.0,1.0,0,18002.53927
4.0,1.0,1,142539.305822
4.0,2.0,0,17373.799837
4.0,2.0,1,100008.550808
4.0,3.0,0,13560.719847
4.0,3.0,1,64051.524987
4.0,4.0,0,2141222.985773
4.0,4.0,1,2212979.478263
4.0,5.0,0,485.674737
4.0,5.0,1,3291.8642739999996
4.0,6.0,0,1234.3840799999998
4.0,6.0,1,5927.50203
4.0,7.0,0,34024.646165
4.0,7.0,1,116421.664139
5.0,1.0,0,5821.2837
5.0,1.0,1,20799.611607
5.0,2.0,0,11003.080625999999
5.0,2.0,1,16614.938959
5.0,3.0,0,1451.813683
5.0,3.0,1,2409.707057
5.0,4.0,0,3798.758652
5.0,4.0,1,2061.327057
5.0,5.0,0,640219.756123
5.0,5.0,1,479602.213643
5.0,6.0,0,295.36341200000004
5.0,6.0,1,781.828082
5.0,7.0,0,7547.7176039999995
5.0,7.0,1,23458.330822
6.0,1.0,0,5057.017717000001
6.0,1.0,1,23138.652381
6.0,2.0,0,7977.257973
6.0,2.0,1,23835.956976
6.0,3.0,0,818.610057
6.0,3.0,1,3172.762627
6.0,4.0,0,2466.029308
6.0,4.0,1,3918.915492
6.0,5.0,0,245.70916999999997
6.0,5.0,1,1064.558118
6.0,6.0,0,760416.507835
6.0,6.0,1,448944.47854099993
6.0,7.0,0,7213.874403
6.0,7.0,1,21496.086989
7.0,1.0,0,255813.13627299998
7.0,1.0,1,458060.895311
7.0,2.0,0,264733.063827
7.0,2.0,1,250825.004203
7.0,3.0,0,85243.363556
7.0,3.0,1,90680.885993
7.0,4.0,0,68559.22076
7.0,4.0,1,120344.609533
7.0,5.0,0,9542.151741000001
7.0,5.0,1,13146.885311000002
7.0,6.0,0,24961.004864000002
7.0,6.0,1,24648.564329
7.0,7.0,0,6915984.451609001
7.0,7.0,1,3476625.821195
