country_code,output,expenditure,deficit,gdp,labor,rnd_gdp,price_level
1.0,13385213.109266002,13477304.45861,-92091.34934399836,6158129000000.0,166940233.0,0.024500100612640397,1.0
2.0,18120154.403669,18009310.05848,110844.34518900141,8375997994252.195,360995262.0,0.016606615324203506,1.1166762709551812
3.0,9520143.136907002,9488674.355957001,31468.78095000051,3584420077100.84,86536705.0,0.026430299282074,1.3863236943671
4.0,1837753.075379,1822629.970249,15123.10513000004,383373318083.624,757775607.0,0.005632399916648861,0.304638289454683
5.0,1258340.381755,1271461.454313,-13121.072557999985,342609231342.783,92992528.0,0.010475100278854399,0.328882223328433
6.0,622248.49531,627372.526375,-5124.031064999988,270105341879.226,516954044.0,0.00639050006866455,0.2466407699157
7.0,1035402.903975,1016149.8751850001,19253.028789999895,610328183643.188,19040955.0,0.016120899915695198,1.08020424194815
8.0,1119645.6828649999,1132999.836803,-13354.15393800009,330648530715.211,30153809.0,0.022161600589752202,0.806044381264062
9.0,623966.2609079999,615633.0591829999,8333.20172500005,517962962962.963,99268918.0,0.00965919971466064,0.444201356779326
10.0,605743.94623,597922.729004,7821.217226000037,313142768453.485,47851112.0,0.00250669986009598,0.531825801749271
11.0,290628.023437,289644.212501,983.8109360000235,135204432694.745,23467984.0,0.005269399881362919,0.509891575972147
12.0,6168069.535352,6238206.418393,-70136.883041,2741573780753.039,1084776139.0,0.01857651705359107,0.5159176011057363
