,delta_dom,delta_int,welfare
USA,0.01,0.01,1.094058646919919
EUR,0.01,0.01,1.9446860964938253
JAP,0.01,0.01,1.9444691112721983
CHN,0.01,12.0,8.756664263343055
BRA,0.01,12.0,8.264704215574483
IND,12.0,12.0,7.9771612846168125
CAN,0.01,0.01,3.6681913990649093
KOR,0.01,0.01,3.67025298377186
RUS,0.01,12.0,8.145191979820993
MEX,0.01,0.01,1.558541814100309
ZAF,0.1987290351277114,12.0,8.133693885449489
ROW,0.01,12.0,7.518606859889232
Negishi,,,5.168117110631982
Equal,,,7.567728686056114
