,delta_dom,delta_int,welfare
USA,0.01,12.0,1.466262889374434
EUR,0.01,12.0,1.7935883959737424
JAP,12.0,12.0,2.347496304177568
CHN,12.0,12.0,2.3297413089001537
BRA,12.0,12.0,1.7799491842311426
IND,12.0,12.0,1.5217599394952117
CAN,12.0,12.0,3.184940875934771
KOR,12.0,12.0,3.41050693755993
RUS,12.0,12.0,1.4634375300462779
MEX,12.0,12.0,1.5625533370279925
ZAF,12.0,12.0,1.585937913506342
ROW,12.0,12.0,1.1088678475416884
Negishi,,,1.7457011438186498
Equal,,,1.4567643326984125
