,delta_dom,delta_int,welfare
USA,0.01,0.01,0.9863914876295752
EUR,0.01,0.01,1.7863181798448409
JAP,0.01,0.01,1.774698200801268
CHN,12.0,12.0,8.728880930207879
BRA,12.0,12.0,8.064926085835651
IND,12.0,12.0,7.774633001150377
CAN,0.01,0.01,3.47880139512813
KOR,0.01,0.01,3.4954385673361656
RUS,0.01,0.01,0.7949242380084485
MEX,0.01,0.01,1.3766003018708375
ZAF,12.0,12.0,7.923386610908452
ROW,12.0,12.0,7.463658099473648
Negishi,,,4.847386883821898
Equal,,,7.384116607159513
