country_code,country,fee
1,USA,20908.292797475497
2,EUR,39337.26111761526
3,JAP,37504.66340074156
4,CHN,23064.253894580215
5,BRA,34708.402670595526
6,IND,18797.63014477332
7,ROW,153365.39625099357
