country_code,country,fee
1,USA,14698.219229645714
2,EUR,31840.099813180972
3,JAP,26365.22121331343
4,CHN,16213.827852634711
5,BRA,24399.49146038506
6,IND,13214.45474013235
7,ROW,107813.59521666753
