country_code,country,fee
1,USA,15229.911015653044
2,EUR,36275.3687293074
3,JAP,27318.95386189925
4,CHN,16800.345100356462
5,BRA,25282.116014390664
6,IND,13692.472990650946
7,ROW,111713.63250016388
