country_code,country,fee
1,USA,20433.098196889357
2,EUR,42498.97239681295
3,JAP,36652.27369501748
4,CHN,22540.05954626997
5,BRA,33919.56516464535
6,IND,18370.405768534907
7,ROW,149879.77411430597
