country_code,country,fee
1,USA,16166.124088604598
2,EUR,33955.29503176551
3,JAP,28998.30456319905
4,CHN,17833.095895609677
5,BRA,26836.258221802345
6,IND,14534.176675045966
7,ROW,118580.8927924969
