origin_code,destination_code,sectors,patent flows
1.0,1.0,1,90857.94097625965
1.0,1.0,2,24956.45177899349
1.0,1.0,3,19361.13388257598
1.0,2.0,1,7962.107913386815
1.0,2.0,2,2453.2949112953
1.0,2.0,3,2363.225805813426
1.0,3.0,1,10960.116331550333
1.0,3.0,2,3107.4757521139927
1.0,3.0,3,3147.4959363396065
1.0,4.0,1,2970.2743008091124
1.0,4.0,2,1041.025472782493
1.0,4.0,3,1139.475880554886
1.0,5.0,1,2309.9993211494466
1.0,5.0,2,833.7946081846609
1.0,5.0,3,1104.5083035728992
1.0,6.0,1,1172.515185048838
1.0,6.0,2,457.0344713059504
1.0,6.0,3,480.15835715457604
1.0,7.0,1,8985.83704310802
1.0,7.0,2,3439.7240111954056
1.0,7.0,3,2811.8018739079143
1.0,8.0,1,4025.684529209885
1.0,8.0,2,1003.3106621489304
1.0,8.0,3,1173.9502945808672
1.0,9.0,1,435.2167766191895
1.0,9.0,2,300.40013013865814
1.0,9.0,3,191.76951069766716
1.0,10.0,1,2476.884831727339
1.0,10.0,2,1216.1632273570308
1.0,10.0,3,1158.9367024258522
1.0,11.0,1,850.3637213444051
1.0,11.0,2,542.4878457518263
1.0,11.0,3,453.36973590412293
1.0,12.0,1,1130.792859629496
1.0,12.0,2,493.3912399221745
1.0,12.0,3,367.8774766879003
2.0,1.0,1,21242.23688013624
2.0,1.0,2,4196.305835687263
2.0,1.0,3,4853.390558216228
2.0,2.0,1,21726.03114354136
2.0,2.0,2,3736.519738951665
2.0,2.0,3,4186.963777066039
2.0,3.0,1,10567.018344360677
2.0,3.0,2,2604.1892770582517
2.0,3.0,3,3046.165454530996
2.0,4.0,1,3904.000087121589
2.0,4.0,2,1114.122098471502
2.0,4.0,3,1264.2144268506156
2.0,5.0,1,2522.385575921157
2.0,5.0,2,910.5926080920972
2.0,5.0,3,990.4666649171628
2.0,6.0,1,1196.18199422323
2.0,6.0,2,404.2446677202192
2.0,6.0,3,408.48307093957226
2.0,7.0,1,5186.08238625404
2.0,7.0,2,1888.6565576192
2.0,7.0,3,1879.0139770042292
2.0,8.0,1,3422.412807492685
2.0,8.0,2,1007.0394465268292
2.0,8.0,3,1219.815877230797
2.0,9.0,1,1223.64133747347
2.0,9.0,2,526.8121458322963
2.0,9.0,3,379.2449543081625
2.0,10.0,1,1235.9035167674017
2.0,10.0,2,751.6334213784853
2.0,10.0,3,649.9952134378135
2.0,11.0,1,1122.134058950665
2.0,11.0,2,767.9086162431075
2.0,11.0,3,632.5720589746979
2.0,12.0,1,930.768364596802
2.0,12.0,2,348.31680676051917
2.0,12.0,3,296.321741278142
3.0,1.0,1,23069.091668563367
3.0,1.0,2,1843.226105250145
3.0,1.0,3,4127.319877904261
3.0,2.0,1,5013.787931619207
3.0,2.0,2,741.989500901037
3.0,2.0,3,1212.045314180417
3.0,3.0,1,209119.84128287816
3.0,3.0,2,65355.6440636451
3.0,3.0,3,56362.07759374623
3.0,4.0,1,4275.960899653336
3.0,4.0,2,678.3184673571776
3.0,4.0,3,911.7372863514988
3.0,5.0,1,238.35132541287064
3.0,5.0,2,79.42795949173687
3.0,5.0,3,70.84182499611174
3.0,6.0,1,247.59052534009956
3.0,6.0,2,45.76826306942299
3.0,6.0,3,55.40326255762507
3.0,7.0,1,1515.4127873834732
3.0,7.0,2,551.804336922175
3.0,7.0,3,483.3420682939462
3.0,8.0,1,6585.08274180243
3.0,8.0,2,696.8539093133746
3.0,8.0,3,1320.8548845031569
3.0,9.0,1,85.8782791901651
3.0,9.0,2,61.25879539877397
3.0,9.0,3,28.82146864545468
3.0,10.0,1,204.13062790851257
3.0,10.0,2,84.2858903162316
3.0,10.0,3,48.15382552806564
3.0,11.0,1,45.57957161580137
3.0,11.0,2,32.404269297527996
3.0,11.0,3,18.70338156978202
3.0,12.0,1,352.8787275247324
3.0,12.0,2,96.59272032231893
3.0,12.0,3,96.94633569570937
4.0,1.0,1,81.27437073927943
4.0,1.0,2,21.311063201046867
4.0,1.0,3,22.326017164675722
4.0,2.0,1,19.479507727242144
4.0,2.0,2,3.537474216978142
4.0,2.0,3,4.112821414351706
4.0,3.0,1,22.86869120487943
4.0,3.0,2,9.07716450684595
4.0,3.0,3,9.37552197680001
4.0,4.0,1,4907.496590439767
4.0,4.0,2,2019.0424678332697
4.0,4.0,3,2026.9899673220616
4.0,5.0,1,6.145945139608968
4.0,5.0,2,2.2300656764157143
4.0,5.0,3,0.9926251697590114
4.0,6.0,1,22.12506344396443
4.0,6.0,2,9.079361842233304
4.0,6.0,3,9.114886964339565
4.0,7.0,1,19.13179715290776
4.0,7.0,2,4.08113875017788
4.0,7.0,3,2.8817712337692036
4.0,8.0,1,10.048820039824996
4.0,8.0,2,1.4220049005075754
4.0,8.0,3,0.4818658795059561
4.0,9.0,1,6.5278067284418
4.0,9.0,2,0.0958799972670973
4.0,9.0,3,1.0354041833820111
4.0,10.0,1,1.829882332762148
4.0,10.0,2,2.1769246383044933
4.0,10.0,3,1.4836793865674252
4.0,11.0,1,0.3883178299327684
4.0,11.0,2,0.6696512706875362
4.0,11.0,3,0.0965763539251501
4.0,12.0,1,8.277833117152898
4.0,12.0,2,1.0964900946932548
4.0,12.0,3,1.3602728550782373
5.0,1.0,1,77.34592671027453
5.0,1.0,2,5.379751046476238
5.0,1.0,3,8.96879686508788
5.0,2.0,1,20.467912019995605
5.0,2.0,2,2.26900770591456
5.0,2.0,3,4.237089054805438
5.0,3.0,1,20.389324797039688
5.0,3.0,2,1.877040394768929
5.0,3.0,3,3.363225539097905
5.0,4.0,1,12.525737014566412
5.0,4.0,2,1.6064397937121728
5.0,4.0,3,3.908128208342221
5.0,5.0,1,1372.236222314143
5.0,5.0,2,710.4409119560152
5.0,5.0,3,554.100533383925
5.0,6.0,1,4.212959933898623
5.0,6.0,2,2.156447601262514
5.0,6.0,3,1.6944549149463228
5.0,7.0,1,23.813759633389683
5.0,7.0,2,1.5476716675325086
5.0,7.0,3,7.704631291456186
5.0,8.0,1,10.193106483823824
5.0,8.0,2,1.0116712177321414
5.0,8.0,3,1.9244772540147808
5.0,9.0,1,1.8106709508794496
5.0,9.0,2,0.042056659837679276
5.0,9.0,3,0.3877417475332488
5.0,10.0,1,12.33278655339104
5.0,10.0,2,1.7631952548256868
5.0,10.0,3,5.114525228606101
5.0,11.0,1,0.2344233404194051
5.0,11.0,2,0.0255409123928128
5.0,11.0,3,0.0695904030582274
5.0,12.0,1,5.712470132801862
5.0,12.0,2,0.6083374012167894
5.0,12.0,3,1.5814669498814415
6.0,1.0,1,13.337824402239923
6.0,1.0,2,14.62279687688786
6.0,1.0,3,19.984820147839976
6.0,2.0,1,4.077685557083976
6.0,2.0,2,7.025858225263976
6.0,2.0,3,3.383904094020429
6.0,3.0,1,2.2940967092646476
6.0,3.0,2,4.677922070262804
6.0,3.0,3,1.9865057334468863
6.0,4.0,1,1.1253115756621532
6.0,4.0,2,3.180643652337695
6.0,4.0,3,1.034737117142322
6.0,5.0,1,0.1645460652108077
6.0,5.0,2,0.4192221069575691
6.0,5.0,3,0.2626018286514496
6.0,6.0,1,356.92357147609926
6.0,6.0,2,890.6183245790303
6.0,6.0,3,309.79153962187365
6.0,7.0,1,3.0171870923326014
6.0,7.0,2,8.635118407406013
6.0,7.0,3,2.5947683723733177
6.0,8.0,1,1.4377019729634208
6.0,8.0,2,0.2334827315580981
6.0,8.0,3,0.6456981168111282
6.0,9.0,1,0.068456708869603
6.0,9.0,2,0.0820867211639524
6.0,9.0,3,0.0154944029541032
6.0,10.0,1,0.1486882321085876
6.0,10.0,2,0.6455303876770679
6.0,10.0,3,0.3468632051577598
6.0,11.0,1,0.621529246975901
6.0,11.0,2,0.698818175447859
6.0,11.0,3,0.6441752590487473
6.0,12.0,1,0.436645556605088
6.0,12.0,2,0.7969452787069304
6.0,12.0,3,0.245100722816264
7.0,1.0,1,2277.802785951381
7.0,1.0,2,434.9248866259967
7.0,1.0,3,288.41810667833533
7.0,2.0,1,311.2881363335545
7.0,2.0,2,108.52636987732106
7.0,2.0,3,60.30836315986667
7.0,3.0,1,286.75285465051223
7.0,3.0,2,118.60017386425773
7.0,3.0,3,63.03085439675705
7.0,4.0,1,99.47546624052472
7.0,4.0,2,51.73217203464774
7.0,4.0,3,30.34469942875888
7.0,5.0,1,87.27693695218751
7.0,5.0,2,46.54403761359999
7.0,5.0,3,24.404591717388772
7.0,6.0,1,41.24700772174043
7.0,6.0,2,20.948567845265107
7.0,6.0,3,11.387169290225035
7.0,7.0,1,2100.916256466092
7.0,7.0,2,349.9776990310926
7.0,7.0,3,253.23320681014465
7.0,8.0,1,84.6738087990923
7.0,8.0,2,35.74074488805842
7.0,8.0,3,21.992623957249226
7.0,9.0,1,19.90614839216972
7.0,9.0,2,12.125248157512344
7.0,9.0,3,5.683291054607994
7.0,10.0,1,95.41378761014734
7.0,10.0,2,46.4397264763672
7.0,10.0,3,29.25671579697774
7.0,11.0,1,35.14671990829205
7.0,11.0,2,21.038219298242588
7.0,11.0,3,17.85859890811415
7.0,12.0,1,56.72587679072137
7.0,12.0,2,23.36646554118665
7.0,12.0,3,12.28064573944542
8.0,1.0,1,3228.5001478857707
8.0,1.0,2,142.3855457502257
8.0,1.0,3,297.12105886843983
8.0,2.0,1,428.34667815375866
8.0,2.0,2,35.93957203574451
8.0,2.0,3,47.63968966766991
8.0,3.0,1,1961.8513961118167
8.0,3.0,2,109.47428744655612
8.0,3.0,3,176.00405888844804
8.0,4.0,1,1158.7040111391614
8.0,4.0,2,90.2611550782718
8.0,4.0,3,77.35209886052468
8.0,5.0,1,85.93853469551577
8.0,5.0,2,13.84915017953806
8.0,5.0,3,5.466970029710667
8.0,6.0,1,178.11726419869365
8.0,6.0,2,15.64068800027596
8.0,6.0,3,11.870540278770624
8.0,7.0,1,82.56866547665356
8.0,7.0,2,21.21930439259358
8.0,7.0,3,16.379577093313124
8.0,8.0,1,47697.97866160142
8.0,8.0,2,1947.7681763924177
8.0,8.0,3,3525.825956530704
8.0,9.0,1,94.36179154861848
8.0,9.0,2,11.773776164389956
8.0,9.0,3,4.766624050322279
8.0,10.0,1,52.55981457099427
8.0,10.0,2,9.747308324717745
8.0,10.0,3,7.153065496906742
8.0,11.0,1,7.93069770268197
8.0,11.0,2,6.254612438387084
8.0,11.0,3,1.3426170280667853
8.0,12.0,1,45.75178979389173
8.0,12.0,2,5.712994746050074
8.0,12.0,3,4.700719934021973
9.0,1.0,1,91.62864495394687
9.0,1.0,2,20.401128771828436
9.0,1.0,3,18.87885913113601
9.0,2.0,1,37.21505377994611
9.0,2.0,2,9.476107704835949
9.0,2.0,3,6.6162398134822675
9.0,3.0,1,27.544547958694903
9.0,3.0,2,8.58192298714625
9.0,3.0,3,5.750716164434183
9.0,4.0,1,25.95246163919759
9.0,4.0,2,7.870019942381596
9.0,4.0,3,5.021299718819764
9.0,5.0,1,8.668924859020601
9.0,5.0,2,2.084483414169299
9.0,5.0,3,1.1947783441143638
9.0,6.0,1,1.6012739744160565
9.0,6.0,2,1.0008472070318997
9.0,6.0,3,0.4218272373423423
9.0,7.0,1,22.728770868833465
9.0,7.0,2,6.9907935820449
9.0,7.0,3,5.231371731675463
9.0,8.0,1,16.682006829568902
9.0,8.0,2,1.2733135129625357
9.0,8.0,3,1.9927147106506764
9.0,9.0,1,6888.060095366303
9.0,9.0,2,4320.010325208483
9.0,9.0,3,1818.2149628595212
9.0,10.0,1,2.707607584612364
9.0,10.0,2,0.5569741180590947
9.0,10.0,3,0.5538443157545597
9.0,11.0,1,4.208674566613941
9.0,11.0,2,0.043830824565372836
9.0,11.0,3,0.5100511521117786
9.0,12.0,1,7.774508939164627
9.0,12.0,2,1.7907814534616118
9.0,12.0,3,1.2747101433569152
10.0,1.0,1,49.26730619048533
10.0,1.0,2,7.442999712629626
10.0,1.0,3,7.662626589886334
10.0,2.0,1,6.921106291366012
10.0,2.0,2,1.12926430884496
