delt,growth,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ROW
0.09999999999999999,0.018363887396072635,1.0428211636928542,1.0468737422861405,1.0522180682240354,0.8491194814634045,1.041634451109973,1.043338332526492,1.0469117954376983,1.0669731857947575,1.0459962764368194,1.0434440678245809,1.0461389680143591
0.10427538888537637,0.018314105227875105,1.041372381694743,1.0453117737313011,1.0504415367859443,0.8538689954672751,1.0402746255041222,1.0419140728047007,1.0453352390121822,1.0646149795580133,1.0444796077980512,1.0420172146095796,1.0445993158524878
0.10873356727196552,0.018265106634133804,1.03994710650166,1.043775038530142,1.0486950314938284,0.8585904315560793,1.0389361608563152,1.040512514317975,1.0437855636766624,1.0622996873700727,1.0429870963367476,1.0406130877960325,1.043085643797309
0.1133823501217848,0.018217053286695144,1.038571316100569,1.0422700265085534,1.0469851245129023,0.8632239734138369,1.0376232565286418,1.039138508092397,1.0422680302729328,1.0600369819120559,1.0415241434551643,1.0392369248108986,1.0416029315031652
0.11822988651687023,0.01816980821555459,1.0372245466052217,1.0407912237950885,1.0453063506740052,0.8678099931377745,1.03633230685259,1.0377879202655138,1.040778108655098,1.0578189584765256,1.0400861932375445,1.0378842848010084,1.0401468029480512
0.12328467394420661,0.018123349578236102,1.0359013182612538,1.039337621420083,1.043657741451095,0.8723566825068888,1.035062749126789,1.0364600528635075,1.0393150027756513,1.0556441197755846,1.0386724705617694,1.0365543810689322,1.0387164846652694
0.12855557319139002,0.01807733614325839,1.034592100293352,1.03789872743191,1.0420278653516228,0.8769157960128264,1.033805406759588,1.0351453440294587,1.037868380259884,1.0534981471519425,1.0372723267101431,1.035237419343077,1.0372938010217603
0.1340518238791469,0.01803218177988939,1.0333084450839547,1.0364872647591459,1.0404305766168362,0.8814236391686455,1.0325714291653245,1.0338553927020562,1.0364506834880478,1.0513983836481153,1.0358986163132315,1.0339452482274807,1.0358997442318774
0.1397830606579211,0.01798789952124732,1.0320507023043335,1.0351036435448464,1.0388663037732886,0.8858754159384442,1.031361160209481,1.0325905517654448,1.0350622455718215,1.049345352029504,1.0345517358148828,1.0326782217128123,1.03453469041398
0.14575933009692926,0.01794449669514817,1.0308190597743276,1.0337480955941074,1.0373352766851736,0.8902671657784275,1.0301747903549112,1.0313510137245414,1.0337032235872994,1.0473393136141467,1.0332319039708069,1.0314365304290363,1.033198742738794
0.15199110829529278,0.017901979558076063,1.0296136729722154,1.0324208168611286,1.0358376819077162,0.8945950744860287,1.0290124815012733,1.0301369406814123,1.0323737387249137,1.0453804630793415,1.0319393060986815,1.0302203345833914,1.0318919713427563
0.1584893192461109,0.017860353329163588,1.028434666082275,1.0311219685060518,1.0343736639549566,0.8988554862279762,1.027874367989179,1.0289484653860996,1.0310738776408388,1.043468930274863,1.0306740951522808,1.0290297650416114,1.0306144148630352
0.16526535398566852,0.01781962222378743,1.0272821330333126,1.0298516779535918,1.03294332658084,0.903044914988532,1.02676055758597,1.027785692270923,1.029803693794817,1.0416047821135386,1.0294363927840235,1.0278649243910165,1.0293660819335984
0.1723310905613506,0.017779970480117584,1.026155585980381,1.0286199653331738,1.0315526516804856,0.9071344034334559,1.0256759661801877,1.0266537941705047,1.0285685417327701,1.0397951220586041,1.0282319951511036,1.0267308918019433,1.028152216978085
0.17969891485325912,0.01774145228812526,1.0250587134888367,1.027429421544341,1.0302035225748745,0.911103963152151,1.0246219998743953,1.0255543037059263,1.0273714747503673,1.0380423640616652,1.027062644849213,1.025629235514656,1.0269742729696751
0.1873817422860381,0.01770379250193097,1.0239875569639434,1.026266009663747,1.028886722643035,0.914996169991729,1.0235913179942546,1.0244794243617343,1.0262025646658521,1.036335093284022,1.0259196531113841,1.0245522241553278,1.025824091897624
0.19539304046896083,0.01766699065645976,1.0229417354808126,1.0251297014445764,1.027602163982108,0.9188094371281313,1.0225839085156363,1.0234291275350658,1.025061536771855,1.0346730814506546,1.0248029909047471,1.0234998579741246,1.024701553039486
0.20374685280397045,0.017631047509241677,1.0219211337062277,1.0240205079084368,1.026349803470946,0.9225416112453705,1.0215997912643577,1.0224034216134155,1.0239483469196151,1.0330561600750785,1.0237126700766317,1.0224720747193374,1.023606574420793
0.2124578231030563,0.017595964547094414,1.020925761930472,1.0229384614941028,1.0251296198685511,0.9261902883787642,1.020639005505251,1.0214023367403313,1.0228629716141804,1.0314841833439383,1.0226487259464063,1.0214689046440812,1.0225390969759243
0.22154122125811831,0.017561742361605903,1.0199556039838353,1.021883564966132,1.0239415559858978,0.9297532892310654,1.0197015670939829,1.0204258781363726,1.0218053592571323,1.0299569511504798,1.0216111661029237,1.020490353248076,1.0214990368047485
0.23101297000831553,0.017528380676635775,1.019010618140546,1.0208557923589283,1.0227855199794675,0.9332286638954239,1.0187874692282293,1.0194740269158027,1.020775431248484,1.0284742114154508,1.0205999712840081,1.019536402101817,1.020486286283711
0.2408896728518302,0.017495878374627617,1.018090737989263,1.0198550898955796,1.021661386625463,0.9366146954257789,1.0178966831573326,1.0185467408630062,1.0197730830451677,1.0270356624170374,1.0196150962208148,1.0186070096278659,1.01950071511004
0.25118864315095746,0.017464332149372336,1.0171986361078929,1.0188845274396834,1.020580338110579,0.9398806984002198,1.0170317967839178,1.0176467301334493,1.018801188963884,1.0256454438163514,1.0186596473414387,1.0177048687584171,1.0185450415591624
0.26192793448156226,0.01743372101424652,1.016333693969084,1.0179434758785426,1.019541950323437,0.943025265172577,1.0161922366078036,1.016773392578894,1.0178590615676795,1.0243025108456207,1.0177330010274492,1.016829373480867,1.0176185409645795
