origin_code,destination_code,sector,trade
1.0,1.0,0,15872409.669619001
1.0,1.0,1,7182865.447643
1.0,2.0,0,150175.727564
1.0,2.0,1,231905.493532
1.0,3.0,0,46547.962994
1.0,3.0,1,61458.143442
1.0,4.0,0,22599.322223000003
1.0,4.0,1,37917.389056
1.0,5.0,0,10129.364871000002
1.0,5.0,1,14795.700090000002
1.0,6.0,0,7564.741936
1.0,6.0,1,10203.12156
1.0,7.0,0,213997.294632
1.0,7.0,1,408995.81825799996
2.0,1.0,0,175884.56579700002
2.0,1.0,1,362679.709882
2.0,2.0,0,18562838.925640002
2.0,2.0,1,10071349.107973
2.0,3.0,0,40474.564108
2.0,3.0,1,70865.048253
2.0,4.0,0,28501.784176
2.0,4.0,1,75658.549708
2.0,5.0,0,13540.454409999998
2.0,5.0,1,24421.287914
2.0,6.0,0,22475.186066000002
2.0,6.0,1,34820.770373
2.0,7.0,0,243564.872566
2.0,7.0,1,425472.808034
3.0,1.0,0,32469.434352999997
3.0,1.0,1,123861.553602
3.0,2.0,0,35218.271818
3.0,2.0,1,79556.65438699999
3.0,3.0,0,4537249.212914
3.0,3.0,1,2922102.597509
3.0,4.0,0,23901.014978
3.0,4.0,1,75740.15729599999
3.0,5.0,0,1018.527226
3.0,5.0,1,3231.193689
3.0,6.0,0,2727.248186
3.0,6.0,1,9130.731380000001
3.0,7.0,0,57980.268637
3.0,7.0,1,165655.566831
4.0,1.0,0,25831.370081999998
4.0,1.0,1,212298.995241
4.0,2.0,0,27857.930507
4.0,2.0,1,149666.56858700002
4.0,3.0,0,15780.117658000001
4.0,3.0,1,78903.17091
4.0,4.0,0,3104546.5315469997
4.0,4.0,1,3476591.0075890003
4.0,5.0,0,1079.6486
4.0,5.0,1,6579.1753770000005
4.0,6.0,0,2973.141499
4.0,6.0,1,14161.38643
4.0,7.0,0,51820.361877
4.0,7.0,1,192375.933063
5.0,1.0,0,9903.949523
5.0,1.0,1,25532.938058
5.0,2.0,0,15527.600139
5.0,2.0,1,22829.996884
5.0,3.0,0,2110.987823
5.0,3.0,1,3388.787138
5.0,4.0,0,7881.516638000001
5.0,4.0,1,2093.960196
5.0,5.0,0,1061406.939739
5.0,5.0,1,773641.1878559999
5.0,6.0,0,537.978352
5.0,6.0,1,867.418533
5.0,7.0,0,12308.968487
5.0,7.0,1,34720.06942
6.0,1.0,0,8352.990404
6.0,1.0,1,36169.816065
6.0,2.0,0,12402.980209000001
6.0,2.0,1,36037.841404
6.0,3.0,0,1153.594183
6.0,3.0,1,4612.921678000001
6.0,4.0,0,4221.3898389999995
6.0,4.0,1,5806.813674
6.0,5.0,0,500.66153399999996
6.0,5.0,1,2147.081428
6.0,6.0,0,1025710.785506
6.0,6.0,1,591462.002204
6.0,7.0,0,11340.185819999999
6.0,7.0,1,34845.192127999995
7.0,1.0,0,332449.188689
7.0,1.0,1,560718.451044
7.0,2.0,0,408000.316919
7.0,2.0,1,352804.647626
7.0,3.0,0,128982.440686
7.0,3.0,1,107072.036006
7.0,4.0,0,105096.767047
7.0,4.0,1,145793.579169
7.0,5.0,0,14871.133264
7.0,5.0,1,21322.427619000002
7.0,6.0,0,41976.485502999996
7.0,6.0,1,31964.198364000003
7.0,7.0,0,9188814.531709
7.0,7.0,1,4631923.055115
