,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,-0.0013227231645558,-0.0016514543005789,-0.0018784894370556,-0.0014110668515163,-0.0014411533891538,-0.0015025335212905,-0.001712850581214,-0.0017442212857805,-0.0015030335325282,0.0349507939040195,-0.0014736849524505,-0.001519197127489,-0.0012698469907613,-0.0005051714211426
1,0.52,-0.0013268172186043,-0.0016248927150146,-0.0018467634938659,-0.0013933371764613,-0.0014170990836832,-0.0014818843269964,-0.0016783032576079,-0.0017258657392769,-0.0014872536514985,0.0349188887394671,-0.001452508066027,-0.001498036045259,-0.0012469112062266,-0.000495220345449
2,0.54,-0.0013298673650555,-0.0015967179087691,-0.0018113025675263,-0.0013745575034158,-0.0013945646837562,-0.0014594815634471,-0.0016417969911677,-0.0017031142313991,-0.0014671444414718,0.0348530961197138,-0.0014334086309801,-0.0014743087469234,-0.0012256787945212,-0.0004856464376368
3,0.56,-0.001331254918558,-0.0015642635662191,-0.0017744543475791,-0.0013549767587062,-0.0013722988814078,-0.0014366307263266,-0.0016038971585763,-0.001681549363053,-0.0014486629040816,0.0347633499589803,-0.0014134380750006,-0.00145119566873,-0.0012030144028927,-0.0004786667602605
4,0.58,-0.0013313100137249,-0.0015346223004957,-0.0017376910451919,-0.0013342031892435,-0.0013480521083863,-0.0014144083952284,-0.0015651683979998,-0.0016584401693939,-0.0014284883962723,0.0346442193090797,-0.0013915477834788,-0.0014285368322455,-0.0011814331560635,-0.0004697367755663
5,0.6,-0.0013295990758783,-0.0015036952354338,-0.0016995589019674,-0.0013130210844753,-0.0013256589142948,-0.0013898763044731,-0.0015266958221023,-0.0016340645599155,-0.0014070201172928,0.0345050897181829,-0.0013693962883357,-0.0014042181871617,-0.0011563654020754,-0.0004621752085397
6,0.62,-0.0013286026385538,-0.0014717412209805,-0.0016589200404481,-0.0012915511710139,-0.0013018500550778,-0.0013645467043516,-0.0014886689690143,-0.0016099937728439,-0.0013869963214832,0.0343478347099777,-0.0013471757792472,-0.0013794360399847,-0.0011327157155612,-0.0004541615874593
7,0.64,-0.0013229239358644,-0.0014415682924473,-0.0016193890328548,-0.0012690405258275,-0.0012787782973914,-0.0013393639309114,-0.0014507821918905,-0.0015837873664183,-0.0013640840137022,0.0341754893289425,-0.0013231393332692,-0.0013556831977219,-0.0011078462375534,-0.0004471470438223
8,0.66,-0.0013164386664117,-0.0014106262184482,-0.0015798982020623,-0.0012463447566368,-0.0012558127089476,-0.0013128508329633,-0.0014143791476851,-0.0015582029633185,-0.0013409783867101,0.0339933815507305,-0.0013000415967794,-0.001331795821868,-0.0010843766679756,-0.0004411684417202
9,0.6799999999999999,-0.0013104688543063,-0.0013791941680717,-0.0015397230834872,-0.0012235763041081,-0.0012328481450727,-0.0012879851558082,-0.0013801028418178,-0.0015296174559011,-0.0013172487265786,0.0338060341469438,-0.0012764068005133,-0.0013083053371827,-0.0010599505026992,-0.0004325569606089
10,0.7,-0.0013022682336086,-0.0013502793633624,-0.001501081556729,-0.0012001523679502,-0.001210492987737,-0.0012616229579476,-0.0013475588470815,-0.001502876960624,-0.0012935042343953,0.0336168048363987,-0.0012508204162181,-0.001283908529905,-0.0010355405212087,-0.000426662634899
11,0.72,-0.0012904826616648,-0.0013195287899255,-0.0014626954851513,-0.0011767654840838,-0.0011888295028992,-0.001234798052242,-0.0013151410103152,-0.0014748151902827,-0.0012694057655359,0.0334226462582815,-0.0012284728268684,-0.0012610014105584,-0.0010114926487559,-0.0004169955255973
12,0.74,-0.0012785254361201,-0.0012892933857109,-0.0014248522170298,-0.0011543302350578,-0.0011659932134582,-0.0012100623001903,-0.0012863533910014,-0.0014458361855671,-0.001245586991324,0.0332286002199716,-0.0012038221366631,-0.0012380448428801,-0.0009874597288923,-0.0004082588990424
13,0.76,-0.0012636722222535,-0.0012600922767869,-0.0013870622396532,-0.0011307863965022,-0.0011434437782125,-0.0011839239627339,-0.0012581600875683,-0.0014159270739444,-0.0012205556020819,0.0330346483766894,-0.0011789555294871,-0.0012154594772604,-0.0009627069285677,-0.0003985139151677
14,0.78,-0.0012486546289339,-0.0012313356110815,-0.0013500001668283,-0.0011073431681244,-0.0011216962079269,-0.0011583480889517,-0.0012309311849179,-0.001386396448106,-0.0011960001023471,0.0328373395286303,-0.0011552057681564,-0.0011910013671898,-0.0009385880195254,-0.0003890047231189
15,0.8,-0.0012309559659077,-0.0012025911587616,-0.0013137835331635,-0.0010846210776739,-0.0010987697989368,-0.0011328018453857,-0.0012049978385915,-0.0013566602675465,-0.0011699973942977,0.0326370525205025,-0.001129272195318,-0.001167578456609,-0.0009145325800947,-0.0003789221325934
16,0.8200000000000001,-0.0012121428303146,-0.0011745634711871,-0.0012784365039663,-0.0010613235601651,-0.0010774198837655,-0.0011076447033073,-0.0011787263723216,-0.0013267460596289,-0.001145767422929,0.0324287538904696,-0.0011055177217098,-0.0011435586614998,-0.0008901964448605,-0.0003673924545709
17,0.8400000000000001,-0.0011915195043685,-0.0011464176982396,-0.001243409838954,-0.0010383268953349,-0.0010548729464245,-0.0010823106165241,-0.0011531493022381,-0.00129634381284,-0.0011205572903292,0.0322140056853239,-0.0010804075413166,-0.0011200581850833,-0.0008654510290271,-0.0003557384208719
18,0.86,-0.0011701693952841,-0.0011185985718788,-0.0012093929903703,-0.0010155586531306,-0.0010323928908255,-0.0010565478203089,-0.0011276084469568,-0.0012674059768393,-0.0010956787620937,0.0319904092312343,-0.0010557341516901,-0.0010955220907685,-0.0008415843445133,-0.000343392530284
19,0.88,-0.0011470642260769,-0.0010906835123302,-0.0011765168277906,-0.0009919911950471,-0.0010092932416989,-0.0010316386075458,-0.0011025783087394,-0.0012370068677227,-0.0010698984341112,0.0317558456018924,-0.001030895131922,-0.0010705480116261,-0.0008173536293631,-0.000329627262553
20,0.9,-0.0011240843525371,-0.0010633513487968,-0.0011437670054994,-0.0009697744868672,-0.0009870480321656,-0.0010065738670516,-0.0010768837878411,-0.0012066932265384,-0.0010456228996734,0.0315109849820794,-0.001005405273588,-0.0010464782428501,-0.000793687253724,-0.0003163838051463
21,0.92,-0.001098673019802,-0.0010364429327172,-0.0011118811701347,-0.000947685168078,-0.0009647662606688,-0.0009814815348366,-0.0010514386488697,-0.0011773061431821,-0.0010201150437776,0.0312552865857181,-0.000980780046877,-0.0010222447392056,-0.0007699268606147,-0.0003025226226554
22,0.94,-0.0010739226999064,-0.0010099606691283,-0.0010797823741611,-0.0009246652397312,-0.0009417560203568,-0.0009567915400471,-0.0010250604758674,-0.0011476309270479,-0.0009954297980093,0.0309890669009729,-0.0009564147690097,-0.0009974282706512,-0.0007465498477739,-0.0002882296467757
23,0.96,-0.0010483005971861,-0.0009838703621194,-0.0010495332218362,-0.0009026729292213,-0.0009188700347878,-0.0009326095986777,-0.0009986930178773,-0.001118785939662,-0.0009713920344084,0.0307137722787848,-0.0009318686975268,-0.000972618146952,-0.0007238395814824,-0.0002742522808503
24,0.98,-0.0010223773121015,-0.0009583479963521,-0.0010200548226856,-0.0008806452696845,-0.0008963581929081,-0.0009087173994748,-0.0009730881903339,-0.0010901773493662,-0.000946552956836,0.0304311173948958,-0.0009085997155387,-0.0009483355242697,-0.0007012832161136,-0.000260030469043
25,1.0,-0.0009964243249374,-0.0009335423556738,-0.0009907313350236,-0.0008592971934944,-0.0008740368436011,-0.0008851694100485,-0.000946946897524,-0.0010622370822415,-0.0009223297155159,0.0301408739184273,-0.0008840599170477,-0.0009238063684236,-0.000678649208173,-0.0002462268384551
26,1.02,-0.0009711863128279,-0.0009083076925693,-0.0009624727928443,-0.0008374861943177,-0.000852173217476,-0.000861628212844,-0.0009210297618131,-0.001034761200517,-0.0008992835894714,0.0298443321052452,-0.0008611015262955,-0.0008998501354016,-0.0006568704389469,-0.0002315818708474
27,1.04,-0.0009459592314883,-0.0008841069938372,-0.0009348840160294,-0.0008167345775821,-0.0008305780399379,-0.0008385888800295,-0.0008960260531826,-0.0010077117642813,-0.0008764102036017,0.0295438003167827,-0.0008382214487452,-0.0008765158715942,-0.0006353495586725,-0.0002178939766634
28,1.06,-0.0009211580303659,-0.0008606542465804,-0.0009087677320095,-0.000796372690171,-0.0008094275268092,-0.000816841787245,-0.0008713341854125,-0.0009815751731626,-0.0008536761166997,0.029239890387693,-0.0008158561952723,-0.000853475066508,-0.0006147187554795,-0.000204177907227
29,1.08,-0.0008961579827823,-0.000838046623025,-0.0008823672761462,-0.0007767743444634,-0.000788856882255,-0.0007951389618632,-0.000847284939717,-0.0009562320761441,-0.0008315845087058,0.0289352706306463,-0.0007944163009736,-0.0008313954609029,-0.0005950081299158,-0.0001913226529337
30,1.1,-0.0008724555968403,-0.0008156369267201,-0.0008581244514566,-0.0007568772851142,-0.0007685095231993,-0.0007742253268545,-0.0008232791933897,-0.0009310812382562,-0.0008104100269834,0.02862947074455,-0.0007731245676145,-0.0008091625649043,-0.0005751470002684,-0.0001780226096605
31,1.12,-0.0008485120631626,-0.0007942602505398,-0.0008343288573037,-0.0007382398732795,-0.000748963123,-0.0007540987964493,-0.0008002035907134,-0.0009071348588401,-0.000789591732557,0.0283238580570252,-0.0007528067555415,-0.0007880348408158,-0.0005566484657442,-0.0001655005598781
32,1.14,-0.0008256692157415,-0.000773475706786,-0.000811183990029,-0.0007201209057925,-0.000729802606519,-0.0007343106291351,-0.0007779435211785,-0.00088405184053,-0.0007695648899824,0.028019875249116,-0.0007330294088779,-0.0007672601808583,-0.00053869119379,-0.0001532602431828
