,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,0.1956003687959773,-0.1299099514255542,-0.1600038559577702,-0.1018366157153168,-0.1097228934059999,-0.1108057535159318,-0.0809056666274764,-0.1396395456371847,-0.1189097082086841,-0.0392222325072778,-0.1169612045427248,-0.1141841813319987,-0.1090132274674272,-0.0659621984430062
1,0.52,0.1912625572304062,-0.1329046325930262,-0.161152534223223,-0.1044324004855631,-0.1127561236838131,-0.1134497832641095,-0.0852513106284184,-0.142852232172273,-0.1214058242998922,-0.0436126555025728,-0.1195332678105131,-0.1172080208504789,-0.1119125837945204,-0.0688704644507792
2,0.54,0.186951276505311,-0.1359697755855735,-0.1623064108341421,-0.1071174559324011,-0.1160155253409966,-0.1162981775362889,-0.0902132640970997,-0.1462838431827897,-0.1240811651839172,-0.0486869464936771,-0.1222692861708146,-0.1204786643973425,-0.1150288036895955,-0.0719071563289974
3,0.56,0.1808275892328589,-0.1364556379277531,-0.1631798979544013,-0.1110374629866055,-0.1192080644040659,-0.1190470822155105,-0.0958475261457797,-0.1496523280463198,-0.1263396527432302,-0.0546524156598357,-0.1248576517579416,-0.123758188851383,-0.118247223496904,-0.0749878050900221
4,0.58,0.1760865377900286,-0.1387792158862496,-0.1643894991970301,-0.1146380456085947,-0.1228440273232292,-0.1222584778716349,-0.1019125341822645,-0.1533815586305836,-0.1292691108831358,-0.060990108987595,-0.1279050459351334,-0.1274928870881426,-0.1218350653549581,-0.0783229651026774
5,0.6,0.1703720560747587,-0.1417904375193352,-0.1616745419011853,-0.1188604403635168,-0.1264004075490735,-0.1254265387524426,-0.1081599168877246,-0.1567881141985842,-0.1322329897335265,-0.0676530839662413,-0.1308850059836711,-0.1311300156362705,-0.1254543117334308,-0.0818552834416598
6,0.62,0.1666474454752315,-0.1451598072523935,-0.1633850230843627,-0.1220546889356515,-0.1303500625879682,-0.1290373905611657,-0.1148276641856021,-0.1606849115044896,-0.1357150689124983,-0.0746750949118351,-0.1342894439840004,-0.1352666745687329,-0.1293363309418024,-0.0853314734357645
7,0.64,0.1629157122479096,-0.148395894879429,-0.1650582275075344,-0.1252046760668204,-0.1342632638619704,-0.1326675381004049,-0.1215996448325054,-0.1644603855179613,-0.1392296919664103,-0.0819250336804251,-0.1376879653678016,-0.1394111356051512,-0.1332264678131292,-0.0887776722629068
8,0.66,0.1591560622064656,-0.1514803813802291,-0.1666961850761604,-0.1282873250007647,-0.1380847249085695,-0.1362640878745174,-0.1283690784106333,-0.1680461990956922,-0.1427340128071688,-0.0893093281801267,-0.1410420978559138,-0.1434995202388765,-0.1370649175714237,-0.0921670590518722
9,0.6799999999999999,0.1553548480011472,-0.1544080497034828,-0.1682884161519224,-0.1312820103283522,-0.1417764141737467,-0.1397979831484093,-0.1350285509818402,-0.1714128559951809,-0.1461837943845569,-0.0967325219277701,-0.1443189562299553,-0.1474905893029304,-0.1408211280478255,-0.0954760669875679
10,0.7,0.1515001488802212,-0.1571661264189986,-0.1698338990537332,-0.1341820460622854,-0.1453065735415248,-0.1432332651446813,-0.1414663646984075,-0.1745351411026814,-0.1495453221385487,-0.1041166696427325,-0.14748203291956,-0.1513377299316553,-0.1444500595156868,-0.0986917732678144
11,0.72,0.1494433109905411,-0.1599181879484348,-0.1703851914052261,-0.140709607178457,-0.1488757025559411,-0.1467162609673454,-0.1476777491088654,-0.17751247264615,-0.1529742280839517,-0.1113787400423077,-0.1507865342785985,-0.1552332369595677,-0.1485614160267647,-0.1023299071474096
12,0.74,0.1455182450497755,-0.1624390244859476,-0.1720349493178734,-0.1434074739029495,-0.1521332246455384,-0.1499744099467624,-0.1535617575730092,-0.1802145056210363,-0.1561671708220345,-0.1185630634116001,-0.1537626643598698,-0.1587802471425203,-0.1519420376899082,-0.1053863211303829
13,0.76,0.1415884422975089,-0.1648086566941974,-0.173621580462857,-0.1460578278995721,-0.1552068135623265,-0.1530822827195702,-0.1590383299255298,-0.182668172585901,-0.1592149908383219,-0.1255125562637472,-0.1565975914414595,-0.1621208208845192,-0.1551547199316891,-0.1083322492238598
14,0.78,0.1379006057733162,-0.1670846304941067,-0.1751967532999143,-0.1489358390808013,-0.1581540284400596,-0.1560870489345098,-0.1641173298032589,-0.1849506513707691,-0.162159343157881,-0.1321984370084871,-0.1593423808358245,-0.165308840870739,-0.1582754582098419,-0.1112175307102741
15,0.8,0.1343740992014451,-0.1692708044202979,-0.1767529912850812,-0.151957895966886,-0.1609711417223443,-0.1589721012882327,-0.1687918742635811,-0.1870617960427427,-0.1649900792673748,-0.1385853845498587,-0.161988530456187,-0.1683397511497409,-0.1612900849466277,-0.1140362443889484
16,0.8200000000000001,0.130728399666077,-0.170857982360929,-0.1780454632540823,-0.1563316855922137,-0.1634657493511582,-0.1615324493030343,-0.1728585590978958,-0.1887482895555964,-0.1674616356687497,-0.1444676981447254,-0.1643575075178093,-0.1710068545646285,-0.1641524264591321,-0.1169032636439545
17,0.8400000000000001,0.1274083049652375,-0.1729681271388233,-0.179625131811609,-0.1590227492460436,-0.1660873400998462,-0.1642413855095892,-0.1767812123435998,-0.1906590379127041,-0.1701222335810052,-0.1502197595432401,-0.1668493450142625,-0.1737657516813,-0.1669071612300427,-0.1195222201716423
18,0.86,0.1234659777855219,-0.1747441481247637,-0.1809176260011556,-0.1611625122042506,-0.1683399370448202,-0.1665916315558941,-0.1801010860688781,-0.1921604564647143,-0.1724076937609892,-0.1554249359347624,-0.1689863068136641,-0.1761070020002073,-0.1692583272158756,-0.1219019458598185
19,0.88,0.1193388695772597,-0.1763225781775115,-0.1820623479951284,-0.1630455208491347,-0.1703660041987137,-0.168716811684555,-0.182953111330949,-0.1934242598145014,-0.174458052668878,-0.1601557307567386,-0.1709108778927448,-0.1781817651875824,-0.1713582391361394,-0.1241171842741857
20,0.9,0.1146181729923827,-0.1775992823413545,-0.1829406181893405,-0.1652374980059965,-0.1720708461497195,-0.1705172385004862,-0.1852618142776853,-0.1923682646133858,-0.1761636191326562,-0.1643180799470836,-0.1725375542556225,-0.179893862464227,-0.1731870041536321,-0.1262570100042109
21,0.92,0.1106243754112384,-0.1789687421666662,-0.1839574230776865,-0.1669338841702719,-0.1738210526822722,-0.1723577121703497,-0.1874126244581365,-0.1934454911207051,-0.1779328203886044,-0.1682320448348345,-0.1742138353787926,-0.181638486592266,-0.1749844192973994,-0.1282501451889472
