,tau_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,-4.407502412212418e-05,-4.121280938740056e-05,-5.330449502138552e-05,-3.4276148226433164e-05,-3.5831268600808204e-05,-3.465392298426357e-05,-4.026502494615766e-05,-4.548963292065119e-05,-3.963209946529106e-05,-3.764809562007101e-05,-3.957712264713789e-05,0.0001290963827058,4.8907094580444535e-05,-7.319953756356349e-06
1,0.52,-4.365399786650825e-05,-4.062833912391969e-05,-5.2268558461618856e-05,-3.4149629137767234e-05,-3.5393972969091456e-05,-3.394595415186812e-05,-3.959546294893771e-05,-4.479371986471013e-05,-3.887239927931438e-05,-3.712065011691784e-05,-3.862230321340344e-05,0.0001296529323488,4.9565010700987314e-05,-7.144946986994245e-06
2,0.54,-4.280728919428188e-05,-3.995520717588302e-05,-5.132465205322222e-05,-3.403746450843627e-05,-3.4809061656916184e-05,-3.33818296311988e-05,-3.909081703596724e-05,-4.439761711925578e-05,-3.837497103746859e-05,-3.661330951420596e-05,-3.813690458497764e-05,0.00012966061801,5.006148897428884e-05,-6.895609795940457e-06
3,0.56,-4.204880138554925e-05,-3.93770011637824e-05,-5.0228441846727664e-05,-3.3870566906600845e-05,-3.4159195938038644e-05,-3.278648361534184e-05,-3.865723724537522e-05,-4.366662372248513e-05,-3.739174278527549e-05,-3.6182411930290944e-05,-3.727841712081008e-05,0.0001296443033497,5.053240692491255e-05,-6.627338167964955e-06
4,0.58,-4.1113322103015664e-05,-3.882666932783488e-05,-4.881362004306401e-05,-3.365797266103894e-05,-3.35572245651201e-05,-3.225855346822758e-05,-3.781117321328073e-05,-4.289293212874428e-05,-3.670599736886762e-05,-3.562192105343872e-05,-3.656281608409295e-05,0.0001291762013581,5.099162705462522e-05,-6.552988992304748e-06
5,0.6,-4.035533347734268e-05,-3.816639561903348e-05,-4.7637898590686274e-05,-3.3144365530623314e-05,-3.3029781911042815e-05,-3.143757341241613e-05,-3.722277775299909e-05,-4.227491315972154e-05,-3.5882923969242086e-05,-3.494198667974336e-05,-3.5799592259468506e-05,0.0001289351942261,5.1243767038758176e-05,-6.347159524947884e-06
6,0.62,-3.93928021385918e-05,-3.750204801076231e-05,-4.629862358788195e-05,-3.285248619559037e-05,-3.227247516909152e-05,-3.110938971334474e-05,-3.665003094476919e-05,-4.144900265327568e-05,-3.4961146443320584e-05,-3.462729572672802e-05,-3.504786533716202e-05,0.0001284073633707,5.17366654629072e-05,-6.130584789952867e-06
7,0.64,-3.841983911412363e-05,-3.6719328723586856e-05,-4.506912521887367e-05,-3.2275487009441616e-05,-3.183541695791679e-05,-3.043588089425068e-05,-3.6112307326962845e-05,-4.089461675124485e-05,-3.4326163760782844e-05,-3.369842597713614e-05,-3.419250699540614e-05,0.0001276540678119,5.192380187175009e-05,-6.005169843019606e-06
8,0.66,-3.7432141153860366e-05,-3.603954535825591e-05,-4.375765025016286e-05,-3.1701998817330683e-05,-3.134391716567573e-05,-3.0039940450662554e-05,-3.5156329552967266e-05,-4.018822208467185e-05,-3.335797710187644e-05,-3.335091316336141e-05,-3.332668042926916e-05,0.0001269474681514,5.182250152506192e-05,-5.714725274694595e-06
9,0.6799999999999999,-3.643719155385129e-05,-3.52042144485122e-05,-4.243714982028308e-05,-3.112138999890636e-05,-3.0864595718895574e-05,-2.957057949063326e-05,-3.433970760663018e-05,-3.93774828925808e-05,-3.275281181209896e-05,-3.243710395928519e-05,-3.258335369143555e-05,0.0001259923290484,5.217546560494702e-05,-5.417651508929947e-06
10,0.7,-3.543481085903109e-05,-3.432304415487203e-05,-4.117335887992497e-05,-3.055140420220477e-05,-2.9984118749338467e-05,-2.8988569786006403e-05,-3.366415196883738e-05,-3.84204442343422e-05,-3.198422712077939e-05,-3.195975895609244e-05,-3.175505709128635e-05,0.0001252970252247,5.2055602383420674e-05,-5.2238378355064825e-06
11,0.72,-3.4476410019432584e-05,-3.334761080538769e-05,-3.989283977413422e-05,-3.004123890965016e-05,-2.944227080782514e-05,-2.8591193892813288e-05,-3.2771394733269985e-05,-3.763945975534214e-05,-3.136795864453533e-05,-3.118517831116161e-05,-3.1018204849009493e-05,0.0001242632516422,5.192176005362009e-05,-4.898893660536978e-06
12,0.74,-3.329146433144266e-05,-3.267340043807401e-05,-3.851458142418225e-05,-2.9360357394457453e-05,-2.885748676416298e-05,-2.818080865656176e-05,-3.183515061338024e-05,-3.690619409572957e-05,-3.045903403418927e-05,-3.036724114915872e-05,-3.024708878314583e-05,0.0001229557603351,5.181500006982543e-05,-4.60608607749182e-06
13,0.76,-3.235942256909839e-05,-3.1736196546762944e-05,-3.723759663373083e-05,-2.8675604359640928e-05,-2.822497599272488e-05,-2.7645602799416327e-05,-3.1215586248327016e-05,-3.610121658684577e-05,-2.977738273247252e-05,-2.968637025925672e-05,-2.9404735606293284e-05,0.0001219614330893,5.1536937607287325e-05,-4.330001409649268e-06
14,0.78,-3.128594468375534e-05,-3.090305481405306e-05,-3.5991609355576694e-05,-2.792116292889253e-05,-2.750241910614452e-05,-2.717564211625807e-05,-3.021404903416873e-05,-3.516189399641392e-05,-2.900662410080068e-05,-2.913690037156346e-05,-2.88046971698112e-05,0.0001205378051666,5.1210263874372445e-05,-3.992488984373627e-06
15,0.8,-3.0267941316343324e-05,-3.003682445749744e-05,-3.48289828433643e-05,-2.736626537542362e-05,-2.6893073634618336e-05,-2.6697657613018777e-05,-2.9387874349365145e-05,-3.430589504582166e-05,-2.828462598555505e-05,-2.8215336548361604e-05,-2.78126646563504e-05,0.0001190497599174,5.092066327134597e-05,-3.7156243159231535e-06
16,0.8200000000000001,-2.9348379284692603e-05,-2.915613957883116e-05,-3.371798807722215e-05,-2.652404358649543e-05,-2.627134939836072e-05,-2.617374384781929e-05,-2.860058402835144e-05,-3.342973927258318e-05,-2.762557101301757e-05,-2.7708602365575588e-05,-2.709070816845308e-05,0.0001174510009013,5.040027854922684e-05,-3.472484848859297e-06
17,0.8400000000000001,-2.840732545477317e-05,-2.8238262922420787e-05,-3.254812647633875e-05,-2.588153592915926e-05,-2.5636828141284284e-05,-2.559122208054752e-05,-2.773807452083226e-05,-3.267466514872984e-05,-2.6913030926494504e-05,-2.695702702438589e-05,-2.631116182658834e-05,0.0001157753449309,5.002996913386189e-05,-3.1820120027219163e-06
18,0.86,-2.751186156775147e-05,-2.752005197799849e-05,-3.14420820823332e-05,-2.51665691569446e-05,-2.483758626271802e-05,-2.505000174345465e-05,-2.6886403661615967e-05,-3.168667441654838e-05,-2.6130051719889173e-05,-2.6201972924836448e-05,-2.5680559847871544e-05,0.0001141321444579,4.951385006576776e-05,-2.9226028438091422e-06
19,0.88,-2.652616600116362e-05,-2.6673327452280325e-05,-3.0398474907121382e-05,-2.45155003937494e-05,-2.4216478895445475e-05,-2.444614324694601e-05,-2.6058981272496063e-05,-3.077675018443362e-05,-2.542788252655974e-05,-2.549050018437797e-05,-2.490871112158598e-05,0.0001123354457485,4.884527484744612e-05,-2.5912128623020847e-06
20,0.9,-2.5629943041024324e-05,-2.5868544003647183e-05,-2.935959600095848e-05,-2.3836204425996693e-05,-2.365010111556405e-05,-2.3874915657026244e-05,-2.522715249381445e-05,-2.994336989301996e-05,-2.4764919649937185e-05,-2.477026281270979e-05,-2.417381165647501e-05,0.0001105385960234,4.824927331650528e-05,-2.239620039699016e-06
21,0.92,-2.4855811815784032e-05,-2.509927199480141e-05,-2.8374794956080005e-05,-2.3190630964757296e-05,-2.2946510343517083e-05,-2.3295088439979284e-05,-2.4498332214982406e-05,-2.9064724401957614e-05,-2.410853940158105e-05,-2.4103692822453487e-05,-2.351767278652661e-05,0.0001087565383331,4.7600541676686055e-05,-2.1408306614161253e-06
22,0.94,-2.4047887378485043e-05,-2.434256733307536e-05,-2.7371060597755617e-05,-2.2486938844913305e-05,-2.235940560272311e-05,-2.27405906456335e-05,-2.37344093828091e-05,-2.824222243296272e-05,-2.34681554439344e-05,-2.3453137003060688e-05,-2.2824001777068625e-05,0.0001066670568526,4.700319664492405e-05,-1.8668980077903613e-06
23,0.96,-2.325753530689256e-05,-2.3627475495241305e-05,-2.6565975404083865e-05,-2.193713109941041e-05,-2.173203127451106e-05,-2.214189224408647e-05,-2.302314849463955e-05,-2.7431574954680154e-05,-2.277999325485667e-05,-2.281994752006785e-05,-2.2176828963588585e-05,0.0001049871175021,4.634723161266197e-05,-1.6775703291646188e-06
24,0.98,-2.2592488940733817e-05,-2.2935836317461792e-05,-2.5662298314208127e-05,-2.134896197911539e-05,-2.1188379853282137e-05,-2.157499433896912e-05,-2.229948063001301e-05,-2.6620068927942644e-05,-2.2141158768593887e-05,-2.208684829641871e-05,-2.1590736981152857e-05,0.0001031199620715,4.5663076457886666e-05,-1.4742225610984864e-06
25,1.0,-2.187022250569027e-05,-2.227700789785732e-05,-2.480376631487256e-05,-2.0697776888445884e-05,-2.060413193520728e-05,-2.104420740585065e-05,-2.1656320284639905e-05,-2.5914381882232948e-05,-2.1583687258645298e-05,-2.152367588844355e-05,-2.093865903563021e-05,0.0001013071510597,4.5000600523577645e-05,-1.287396620753336e-06
26,1.02,-2.117364536540877e-05,-2.158999522277989e-05,-2.4058253131593336e-05,-2.014957163063568e-05,-1.999869345723677e-05,-2.048783196770074e-05,-2.099902276602525e-05,-2.5108060652238607e-05,-2.099958519416356e-05,-2.092672521871507e-05,-2.0361184920281667e-05,9.960881535851086e-05,4.435882042329293e-05,-1.0870414617751362e-06
27,1.04,-2.054841189008533e-05,-2.100518552274889e-05,-2.330302729444959e-05,-1.967146084284248e-05,-1.949069562118391e-05,-1.994884927864649e-05,-2.033238663021355e-05,-2.4389396176057505e-05,-2.0423815369569423e-05,-2.032113168639868e-05,-1.982139382797648e-05,9.783748521722915e-05,4.368479436475372e-05,-9.207719783687046e-07
28,1.06,-1.9955578817895013e-05,-2.0414103303143225e-05,-2.260641785974617e-05,-1.9136805224490097e-05,-1.900831945105593e-05,-1.943466612089533e-05,-1.976779714476702e-05,-2.369315896430574e-05,-1.9816837436038488e-05,-1.97758553887339e-05,-1.92668929128646e-05,9.610575551236952e-05,4.303693031259666e-05,-7.50737213559523e-07
29,1.08,-1.938942610032185e-05,-1.983097546840857e-05,-2.1904667987236097e-05,-1.8602338805336243e-05,-1.8516858091967284e-05,-1.8914643576532496e-05,-1.9221388317412515e-05,-2.307895343194244e-05,-1.9379651001763376e-05,-1.918326909938391e-05,-1.8771075096471868e-05,9.43763707438156e-05,4.240378098835632e-05,-5.555929042142081e-07
30,1.1,-1.8868021915704592e-05,-1.930492272278013e-05,-2.129875858933236e-05,-1.8106613437049908e-05,-1.8050695535357125e-05,-1.8467392172257445e-05,-1.8637872185945053e-05,-2.239657065202341e-05,-1.8862348524477592e-05,-1.8715947761933875e-05,-1.826001210269793e-05,9.277699687076112e-05,4.17776614798073e-05,-4.6471022549630906e-07
31,1.12,-1.8341919876657708e-05,-1.878474029973417e-05,-2.0646852418118925e-05,-1.7652745861780076e-05,-1.762333242832697e-05,-1.7987593578697813e-05,-1.8142507159670244e-05,-2.17927185292206e-05,-1.8349756671062023e-05,-1.8215799467696987e-05,-1.7816698209399544e-05,9.125987926945273e-05,4.114695738228069e-05,-2.481522324935548e-07
32,1.14,-1.7814128967112433e-05,-1.832531339173112e-05,-2.005657924794636e-05,-1.7168422590609023e-05,-1.7158422370998457e-05,-1.7517150366356433e-05,-1.7664824467556376e-05,-2.1164411532522943e-05,-1.7909382730348706e-05,-1.7746032507012353e-05,-1.7371281007864483e-05,8.968222398991826e-05,4.054834236760389e-05,-1.7748275581512496e-07
33,1.16,-1.7314470757984122e-05,-1.7840548359596692e-05,-1.955771363997804e-05,-1.6822066178548955e-05,-1.6713258193835924e-05,-1.712205999742542e-05,-1.7191435516362417e-05,-2.0650929754102887e-05,-1.7438412380226393e-05,-1.7292852799992146e-05,-1.690254818829312e-05,8.820015359057495e-05,3.9967634499735e-05,-3.5803029485938665e-08
34,1.1800000000000002,-1.688314506370381e-05,-1.738466432884654e-05,-1.898975542337004e-05,-1.6400086958453288e-05,-1.6288343162595373e-05,-1.6711410538758292e-05,-1.6733961503012914e-05,-2.0081772142637826e-05,-1.704599528156687e-05,-1.685147893644799e-05,-1.6524334922439063e-05,8.67184938106208e-05,3.9394565195207655e-05,1.3315330870324752e-07
35,1.2000000000000002,-1.643445055843959e-05,-1.6916384277364163e-05,-1.846390739999785e-05,-1.598996739118424e-05,-1.5892417794143262e-05,-1.6313517259260446e-05,-1.628714450937919e-05,-1.9598403693720208e-05,-1.6628286062539807e-05,-1.644439914222139e-05,-1.6078013337573742e-05,8.541888965606479e-05,3.882814047900406e-05,2.0332390338417978e-07
36,1.22,-1.6047677435032946e-05,-1.6531168555758775e-05,-1.7991890154007645e-05,-1.5644902344793996e-05,-1.556261170056294e-05,-1.590624023995921e-05,-1.5903816131653266e-05,-1.909899717254224e-05,-1.6225585569625152e-05,-1.600656480018871e-05,-1.573906386192368e-05,8.397054153560244e-05,3.831851018121797e-05,3.116121079813011e-07
37,1.24,-1.5608622697223077e-05,-1.6121903814054293e-05,-1.7565453914509636e-05,-1.527866721807671e-05,-1.5198911267416272e-05,-1.5507299961791753e-05,-1.548967843484043e-05,-1.8616986087990267e-05,-1.5838499833570885e-05,-1.5611302884580843e-05,-1.535670287028837e-05,8.276469374196335e-05,3.779715442354764e-05,4.3262731074890763e-07
38,1.26,-1.528550843669379e-05,-1.5739301583527844e-05,-1.7085776157013457e-05,-1.4918902093012982e-05,-1.484678397873917e-05,-1.5181777196787027e-05,-1.5122921163567976e-05,-1.8149630113707992e-05,-1.548304066080125e-05,-1.5246279275979056e-05,-1.5030540333546876e-05,8.1524616666111e-05,3.72581078285466e-05,4.958533270394755e-07
39,1.28,-1.4883271990683964e-05,-1.5362280244721153e-05,-1.6674205448193163e-05,-1.456340140303973e-05,-1.456007985051874e-05,-1.4847943787596112e-05,-1.4752557153153703e-05,-1.7727865308600948e-05,-1.5100310170459522e-05,-1.4905696075603363e-05,-1.4672772506131097e-05,8.027095234740503e-05,3.6783317543228376e-05,5.864869245645998e-07
40,1.3,-1.452088315311444e-05,-1.5029634591765491e-05,-1.6250128757529184e-05,-1.4251745861337276e-05,-1.4212691316664644e-05,-1.4499416416433277e-05,-1.4410669428489708e-05,-1.7297327714234463e-05,-1.4782092068852422e-05,-1.456536873399012e-05,-1.4339032037026172e-05,7.90873657200089e-05,3.629818752097668e-05,6.602341521731906e-07
41,1.32,-1.4228124944260496e-05,-1.4688063738676972e-05,-1.5861065153349573e-05,-1.395574412645786e-05,-1.3881781074008668e-05,-1.4192559695122557e-05,-1.4075169375998027e-05,-1.6893817503675624e-05,-1.4481475528636573e-05,-1.4230954061919608e-05,-1.4053522516040465e-05,7.797515744580392e-05,3.587121478874242e-05,7.510497087194805e-07
42,1.34,-1.3854703412823384e-05,-1.4371583316350089e-05,-1.5513739189020064e-05,-1.3682144388816825e-05,-1.3609207972956302e-05,-1.3878599522726482e-05,-1.3761056601811075e-05,-1.6514567526665628e-05,-1.4153645394007038e-05,-1.3938100364965936e-05,-1.3729071524916705e-05,7.685964810598953e-05,3.5416159684869685e-05,8.327213177866442e-07
43,1.36,-1.3565273813093313e-05,-1.4043453478030122e-05,-1.5150981741244593e-05,-1.337250208636986e-05,-1.334038369034763e-05,-1.3583266175173238e-05,-1.344204328494344e-05,-1.613321744295783e-05,-1.3835591011461112e-05,-1.362627466440967e-05,-1.3461008591749132e-05,7.572002788882044e-05,3.49164499133424e-05,9.277094487553364e-07
44,1.38,-1.32745238135542e-05,-1.3771792925700731e-05,-1.477977524147058e-05,-1.3059611411531238e-05,-1.306279528319481e-05,-1.3292261682665783e-05,-1.316330364553322e-05,-1.5744427276632543e-05,-1.3568400292032529e-05,-1.3304842511495052e-05,-1.317053740512502e-05,7.472794985623242e-05,3.451218879505868e-05,9.729522156029918e-07
45,1.4,-1.2999185574219296e-05,-1.3444692220582316e-05,-1.4438720585124186e-05,-1.2836728176364156e-05,-1.2784381473794524e-05,-1.3019096965133344e-05,-1.2870634822763403e-05,-1.542528658845009e-05,-1.327046288178546e-05,-1.3048431006296828e-05,-1.2902695884805117e-05,7.370869105234715e-05,3.408975033770948e-05,1.0562642461926897e-06
46,1.42,-1.2691367701007186e-05,-1.3189516839822429e-05,-1.413906352995348e-05,-1.2579062842805073e-05,-1.2539768740783512e-05,-1.2760419688286694e-05,-1.2608878546680155e-05,-1.5102092340849877e-05,-1.2985033766420483e-05,-1.2770390080716312e-05,-1.2624926385102662e-05,7.275953107286542e-05,3.369262822521574e-05,1.12106295236692e-06
47,1.44,-1.244221766780374e-05,-1.2909160996034624e-05,-1.3824438480175224e-05,-1.2324685284063291e-05,-1.2267531228560254e-05,-1.2500767344593332e-05,-1.2355366078987671e-05,-1.4758369605718191e-05,-1.275998131243667e-05,-1.2498841883309556e-05,-1.2397528539548452e-05,7.183272002291241e-05,3.3309594513896604e-05,1.1625364358882369e-06
48,1.46,-1.218759115269983e-05,-1.2659457258152002e-05,-1.3553546818526434e-05,-1.2117335834726476e-05,-1.2044210799762776e-05,-1.2265014804321536e-05,-1.2093796321915585e-05,-1.4453812940425138e-05,-1.249329970377542e-05,-1.223341521914198e-05,-1.215520655900063e-05,7.090575500537442e-05,3.2887407568266244e-05,1.2252858634657402e-06
49,1.48,-1.193131298131542e-05,-1.2382874846473707e-05,-1.3250046227825111e-05,-1.1858552319658754e-05,-1.1803174354559406e-05,-1.2031786236870936e-05,-1.1837879329642316e-05,-1.4142437452601144e-05,-1.2278617643662664e-05,-1.2022193324965976e-05,-1.18933100981041e-05,6.99808845285561e-05,3.2565340365150395e-05,1.286184845633568e-06
50,1.5,-1.1705153095944314e-05,-1.2153965243076094e-05,-1.2972950865001434e-05,-1.1640817122281658e-05,-1.1611999843269684e-05,-1.1798709265223074e-05,-1.161309142116518e-05,-1.3840651352052155e-05,-1.204400300814127e-05,-1.1795702542929385e-05,-1.1703820345244493e-05,6.911731877755667e-05,3.220887186319374e-05,1.3493907568474631e-06
51,1.52,-1.145134851720175e-05,-1.191800595388582e-05,-1.2731977929223973e-05,-1.141416597692532e-05,-1.137559423312604e-05,-1.1567612621598546e-05,-1.1397814535690502e-05,-1.3577669914598308e-05,-1.1782626914798975e-05,-1.154139062307744e-05,-1.144900290534198e-05,6.826306575975309e-05,3.184352336448334e-05,1.3709249241053578e-06
52,1.54,-1.124191247959159e-05,-1.1669249658562676e-05,-1.2472395586150012e-05,-1.1188126318150405e-05,-1.1169880637978782e-05,-1.1349642448891452e-05,-1.1166132502432142e-05,-1.3282266015702234e-05,-1.159476960898664e-05,-1.1343060158402068e-05,-1.126238058580623e-05,6.745557779647256e-05,3.147669358129265e-05,1.413359970734892e-06
53,1.56,-1.1033734463183334e-05,-1.1475660070831258e-05,-1.2216746590583582e-05,-1.1018495248301136e-05,-1.0967062056384737e-05,-1.1136392027377554e-05,-1.096701754324566e-05,-1.30274800771799e-05,-1.137419319272094e-05,-1.1128790913229225e-05,-1.1045039669689888e-05,6.662742293050522e-05,3.117086979684663e-05,1.4828010845038518e-06
54,1.58,-1.082463301575713e-05,-1.1282482321423531e-05,-1.1973970711128e-05,-1.0816208078101832e-05,-1.078448229648411e-05,-1.0976835708376336e-05,-1.0775826304649635e-05,-1.277264726842221e-05,-1.11856224797778e-05,-1.092766139305102e-05,-1.0843970053534875e-05,6.584155526762697e-05,3.082877804016641e-05,1.524179770165473e-06
55,1.6,-1.0638040780406598e-05,-1.1064945289022391e-05,-1.175430962657434e-05,-1.061643178084908e-05,-1.0594662484058628e-05,-1.0753343431839862e-05,-1.055823786405208e-05,-1.251760920871377e-05,-1.097652803755362e-05,-1.07556202106139e-05,-1.0642111654568989e-05,6.507913884760832e-05,3.050417582038886e-05,1.5501218836966351e-06
56,1.62,-1.0447789802936532e-05,-1.0879256386956111e-05,-1.153073900045127e-05,-1.0441731162313022e-05,-1.0411396515421645e-05,-1.055627162720557e-05,-1.0385743252657858e-05,-1.2274821661264457e-05,-1.079748522177882e-05,-1.055801983631776e-05,-1.0484149481636252e-05,6.434347902435842e-05,3.021467361328181e-05,1.5913492746176555e-06
57,1.64,-1.026205362677105e-05,-1.065961609037618e-05,-1.1321045459251352e-05,-1.0262175358677944e-05,-1.0253416924942571e-05,-1.0374346582004104e-05,-1.0186219957748696e-05,-1.20670176741807e-05,-1.0607940330489435e-05,-1.037346220829179e-05,-1.0295784298677068e-05,6.361181345862737e-05,2.9902325900344003e-05,1.634452282680577e-06
58,1.66,-1.0067318982227624e-05,-1.0488517460074485e-05,-1.1126352001477487e-05,-1.009376220267894e-05,-1.0056867756843044e-05,-1.020699573478605e-05,-9.995650383103071e-06,-1.181679445724431e-05,-1.042914981947522e-05,-1.017710672595099e-05,-1.011054343582126e-05,6.292382733950159e-05,2.958541937228511e-05,1.6744912418122687e-06
