delt_dom,delt_int,growth,World Equal,World Negishi,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW
0.09999999999999994,0.09999999999999994,,,,1.0022214638527942,1.0023707133821826,1.002558029142284,1.0021748588040276,1.0021897117437288,1.0022079128381096,1.0023087523234864,1.002716843162253,1.0022820977316675,1.0022690245471912,1.0022107077827958,0.9940498726300583
0.15848931924611134,0.15848931924611134,,,,1.001053647934231,1.0011135626562324,1.0012100163945608,1.0010165885349473,1.001013660628576,1.001021431333875,1.0010681141518734,1.0012791520137203,1.0010573529084774,1.0010505255766915,1.0010234982790893,0.9970933327963697
0.251188643150958,0.251188643150958,,,,1.0004342125616368,1.0004456750607238,1.00048346787487,1.0004063712554974,1.0004044986331038,1.0004076238480775,1.0004264026606418,1.0005119644524727,1.000421891639816,1.0004195954375026,1.0004084719309136,0.99881775196526
0.3981071705534973,0.3981071705534973,,,,1.0001516797452779,1.0001556941285183,1.0001689496191049,1.0001419113637842,1.000141252514113,1.0001423352071186,1.0001489321701378,1.0001789231630063,1.0001473354272583,1.0001465268972172,1.0001426618176532,0.9995858310076954
0.6309573444801934,0.6309573444801934,,,,1.0000405836088375,1.0000416598325452,1.0000452262453592,1.0000379647858169,1.0000377886687855,1.0000380769072634,1.0000398479996466,1.0000478969238211,1.0000394171260578,1.0000392007661476,1.0000381702730534,0.9998890527084616
1.0,1.0,,,,0.999999999346006,0.9999999994611328,0.9999999996814775,0.9999999993503881,0.9999999985718373,0.9999999992978537,1.0000000012044086,0.9999999993902311,0.9999999996868099,0.9999999997645983,0.999999999160651,0.9999999997046811
1.584893192461114,1.584893192461114,,,,0.9999859172442614,0.9999855382980787,0.9999842940934054,0.9999868271427504,0.9999868893556564,0.9999867885447586,0.9999861714704196,0.9999833649223815,0.9999863209608838,0.9999863989038763,0.999986754705118,1.0000386344808456
2.511886431509581,2.511886431509581,,,,0.9999811931341425,0.999980684943479,0.9999790201179358,0.9999824119671439,0.999982496011819,0.9999823613196285,0.9999815344028797,0.9999777738497749,0.9999817387366942,0.9999818396734886,0.9999823160295533,1.0000516816585248
3.981071705534973,3.981071705534973,,,,0.999979641835393,0.9999790934706887,0.999977286814994,0.999980965495264,0.9999810578741888,0.9999809111435622,0.9999800135304657,0.9999759296898382,0.9999802374497585,0.9999803466364786,0.9999808617271707,1.0000560168651027
6.309573444801933,6.309573444801933,,,,0.9999791384472851,0.9999785734255536,0.9999767203140032,0.9999804975007394,0.9999805914636098,0.9999804431500385,0.999979520267025,0.9999753312337122,0.9999797506743658,0.9999798631392219,0.9999803921353717,1.0000575810219159
9.999999999999998,9.999999999999998,,,,0.9999789764968031,0.9999784080225993,0.999976532829165,0.9999803476889867,0.9999804443139706,0.9999802915974926,0.9999793613500686,0.9999751358447498,0.9999795949228695,0.9999797090633478,0.9999802400560437,1.0000580331251265
