country_code,country,fee
1,USA,12418.72515465929
2,EUR,23364.82652546907
3,JAP,22276.333668335446
4,CHN,13699.28347515086
5,BRA,20615.46188866325
6,IND,11165.072375256983
7,ROW,91093.17162931967
