origin_code,destination_code,patent flows
1.0,1.0,76970.51161483894
1.0,2.0,10483.443605152434
1.0,3.0,16073.447974277022
1.0,4.0,1523.7561207066135
1.0,5.0,2263.179600894794
1.0,6.0,724.6073949920376
1.0,7.0,14980.330926447105
1.0,8.0,4566.5322846128165
1.0,9.0,185.6434941665392
1.0,10.0,8519.580324048993
1.0,11.0,1993.126326946292
1.0,12.0,345.78765073252447
1.0,13.0,162.9067992302173
2.0,1.0,17109.073252495087
2.0,2.0,25377.41387424977
2.0,3.0,15156.268001756562
2.0,4.0,1244.341430836729
2.0,5.0,2226.00733486434
2.0,6.0,718.9929258954876
2.0,7.0,8576.272175589891
2.0,8.0,3503.062738140876
2.0,9.0,212.25736557766527
2.0,10.0,6437.056853181871
2.0,11.0,836.3157731203012
2.0,12.0,370.6625081021826
2.0,13.0,190.6538958848902
3.0,1.0,22088.66339536915
3.0,2.0,7240.17079139789
3.0,3.0,326621.7621752959
3.0,4.0,761.8414465577243
3.0,5.0,247.38286069913855
3.0,6.0,103.74958637887708
3.0,7.0,3730.103567675341
3.0,8.0,6047.049095350278
3.0,9.0,22.725999490705373
3.0,10.0,1525.0697654696346
3.0,11.0,97.7816702229481
3.0,12.0,182.1895210582797
3.0,13.0,27.3656703080771
4.0,1.0,69.00393997893997
4.0,2.0,16.44086992212002
4.0,3.0,23.51703521703521
4.0,4.0,5288.344459459459
4.0,5.0,4.404761904761904
4.0,6.0,11.516050101419395
4.0,7.0,26.645192060192063
4.0,8.0,10.613049203049204
4.0,9.0,0.16
4.0,10.0,11.02019206019206
4.0,11.0,1.1428571428571428
4.0,12.0,2.736149757955984
4.0,13.0,0.4138980398720321
5.0,1.0,60.00724918356497
5.0,2.0,33.0662926912299
5.0,3.0,24.16297019467391
5.0,4.0,6.564959297525087
5.0,5.0,2325.7490813057843
5.0,6.0,0.5216359222890056
5.0,7.0,26.00701781372153
5.0,8.0,5.205791262494983
5.0,9.0,0.028060923830526906
5.0,10.0,15.406066801132589
5.0,11.0,13.32805042180042
5.0,12.0,1.3013469804660778
5.0,13.0,0.7565224539862058
6.0,1.0,12.946598945328528
6.0,2.0,6.022829662888787
6.0,3.0,2.2243767231063054
6.0,4.0,0.2701149425287356
6.0,5.0,1.903741802471385
6.0,6.0,1892.4889232776798
6.0,7.0,5.424376723106306
6.0,8.0,0.8669601932759826
6.0,9.0,0.027027027027027
6.0,10.0,2.1209284472442365
6.0,11.0,0.027027027027027
6.0,12.0,2.1661046574753957
6.0,13.0,0.0859856449703002
7.0,1.0,1771.671204919152
7.0,2.0,323.534050628325
7.0,3.0,345.27465116582755
7.0,4.0,57.73235930735933
7.0,5.0,64.79273961332785
7.0,6.0,28.200245905570487
7.0,7.0,2499.8553560621253
7.0,8.0,63.950659369929184
7.0,9.0,10.475420168067227
7.0,10.0,425.9298781903243
7.0,11.0,46.506560106560094
7.0,12.0,12.415117841277503
7.0,13.0,6.146841348131937
8.0,1.0,719.8002976190476
8.0,2.0,190.31951602809903
8.0,3.0,621.5526785714286
8.0,4.0,111.69791666666669
8.0,5.0,15.202083333333334
8.0,6.0,36.089357905250075
8.0,7.0,68.1180173992674
8.0,8.0,8399.942422161173
8.0,9.0,1.0
8.0,10.0,40.57039835164836
8.0,11.0,4.309523809523809
8.0,12.0,16.159882760122905
8.0,13.0,1.927329075823442
9.0,1.0,47.95342707974288
9.0,2.0,56.76142252954887
9.0,3.0,41.97564930196509
9.0,4.0,49.423001949317744
9.0,5.0,13.51890516890517
9.0,6.0,2.8251237490523624
9.0,7.0,55.52393990025569
9.0,8.0,5.169827346143135
9.0,9.0,2.0357142857142856
9.0,10.0,25.24656084656085
9.0,11.0,0.0357142857142857
9.0,12.0,1.8794545407018728
9.0,13.0,0.9076066503430316
10.0,1.0,420.03126982666464
10.0,2.0,190.34933489230335
10.0,3.0,229.6999206203153
10.0,4.0,47.67040598290598
10.0,5.0,66.4657066617593
10.0,6.0,48.33711147509926
10.0,7.0,268.66036339391604
10.0,8.0,56.08902639757903
10.0,9.0,14.526806526806528
10.0,10.0,5090.471703442756
10.0,11.0,6.938461538461539
10.0,12.0,41.96307159379704
10.0,13.0,6.477932758567961
11.0,1.0,32.017236929736924
11.0,2.0,7.666191189703322
11.0,3.0,7.033903596403595
11.0,4.0,5.942994505494505
11.0,5.0,12.742994505494506
11.0,6.0,0.552278220595031
11.0,7.0,13.490313852813854
11.0,8.0,5.967236929736929
11.0,9.0,0.9285714285714284
11.0,10.0,4.206980519480519
11.0,11.0,157.01783216783215
11.0,12.0,0.45926386843065314
11.0,13.0,0.3260160647021861
12.0,1.0,1.0
12.0,2.0,0.6759698277142241
12.0,3.0,1.0
12.0,4.0,0.022073737955194826
12.0,5.0,0.01779123576173603
12.0,6.0,0.013719856386155763
12.0,7.0,0.012097901839639047
12.0,8.0,0.010473998672876142
12.0,9.0,0.007102235890569416
12.0,10.0,0.006144588399822779
12.0,11.0,0.004708059816647566
12.0,12.0,0.0033535762391379794
12.0,13.0,0.002320707686383345
13.0,1.0,1448.3205128142192
13.0,2.0,369.5474986968832
13.0,3.0,248.08066327993845
13.0,4.0,64.4147897876757
13.0,5.0,111.65018924588864
13.0,6.0,34.766121653750155
13.0,7.0,362.56875308229286
13.0,8.0,68.55090903263785
13.0,9.0,4.219601328903655
13.0,10.0,239.320348640158
13.0,11.0,35.470203210682
13.0,12.0,14.017373677482277
13.0,13.0,225.77779114083583
