delt,growth,USA,EUR,JAP,CHN,BRA,IND,ROW
0.09999999999999953,0.01829727107560691,1.0389658931128147,0.858281184278235,1.0373792002953706,1.0312338584721996,1.0327080603595502,1.0357477740550831,1.0467367321083119
0.10427538888537605,0.018249725554445904,1.038118081661403,0.8603797815874781,1.036582955860715,1.030583104770624,1.0320226957339866,1.034983889081938,1.0457310099375325
0.10873356727196472,0.01820159250513867,1.0372603370159885,0.8625404769273647,1.0357770998329328,1.029923891848503,1.0313285978927131,1.034210904994608,1.0447135002952646
0.113382350121784,0.018152915421673438,1.0363934663209602,0.8647630237324537,1.0349623756645439,1.0292568017580144,1.0306263872598125,1.033429536412837,1.04368515302039
0.1182298865168706,0.01810374030390603,1.035518321050083,0.8670469620983923,1.0341395692179003,1.0285824524111864,1.029916721493658,1.0326405373895748,1.0426469697434442
0.12328467394420589,0.018054115496338907,1.0346357939443789,0.8693916076533303,1.0333095060596116,1.0279014955263897,1.0292002932455449,1.0318446986762668,1.0416000002702945
0.1285555731913892,0.0180040915019475,1.0337468154997569,0.8717960416248525,1.0324730483339928,1.027214614223008,1.0284778275497148,1.031042844589345,1.0405453384436676
0.1340518238791472,0.01795369925777951,1.0328520079921106,0.8742606322007554,1.0316307643235079,1.0265210698793958,1.0277497563714428,1.0302354893991605,1.0394836764883097
0.13978306065792123,0.017903006318736335,1.031952578192098,0.8767831054509291,1.0307837812038823,1.0258224901151858,1.0270170607035736,1.0294237259743495,1.0384164560131388
0.14575933009692862,0.017852078264162578,1.0310497028117693,0.8793611030586712,1.0299331992587186,1.0251203024611661,1.0262806927072823,1.0286086142393056,1.0373450771618147
0.15199110829529225,0.017800971986478908,1.0301444212165938,0.8819926945219899,1.0290799890835056,1.0244152890975486,1.02554147513842,1.0277910753523036,1.0362707605319463
0.15848931924611007,0.017749745283837663,1.029237787225658,0.8846756904441798,1.0282251367626256,1.0237082465943639,1.0248002452632596,1.0269720433010376,1.0351947434353637
0.16526535398566877,0.01769845656679565,1.0283308637002966,0.8874076439350916,1.0273696389097675,1.0229999819113627,1.0240578506252067,1.026152460105032,1.0341182735793581
0.1723310905613496,0.01764716455815872,1.0274247170199984,0.8901858543841514,1.0265144975837874,1.02229130828399,1.0233151446978133,1.0253332709244696,1.0330426026239539
0.17969891485325873,0.01759592798980442,1.0265204115153255,0.8930073736612528,1.0256607151429864,1.0215830410471294,1.0225729824790168,1.0245154191378878,1.03196897969652
0.18738174228603788,0.01754477522081267,1.0256185281202435,0.895871528776754,1.0248088324338418,1.0208755847833577,1.0218317657945202,1.0236993846495641,1.030897155403677
0.19539304046896025,0.017493522510015035,1.0247162923808986,0.898795857753917,1.0239561660049656,1.0201664675151656,1.0210887234746107,1.0228824338918192,1.0298163266974405
0.2037468528039696,0.017442523102828605,1.0238194185047103,0.9017525594009155,1.0231081838367693,1.0194605142407362,1.0203491246932592,1.0220699832895537,1.0287423180079982
0.21245782310305586,0.017391832871724446,1.0229289086138154,0.9047377418294407,1.0222658397282616,1.0187585087369255,1.0196137883422969,1.0212629216838462,1.0276763127219721
0.22154122125811798,0.01734150615663356,1.02204573487422,0.9077473366067056,1.0214300616092582,1.018061215330803,1.0188835121670232,1.0204621114268129,1.0266194565661175
0.2310129700083159,0.017291595525911516,1.0211708351700886,0.9107771189760969,1.020601747392533,1.0173693754845385,1.0181590692105151,1.0196683846101364,1.02557285262961
0.24088967285183005,0.01724215155920497,1.0203051091852775,0.9138227297282204,1.0197817611809237,1.016683704666405,1.0174412045664754,1.0188825396618884,1.0245375568877788
0.25118864315095696,0.017193222654120415,1.0194494149260895,0.9168796984775066,1.0189709298626688,1.0160048895360911,1.0167306324695955,1.0181053383407048,1.0235145742640053
0.26192793448156193,0.017144854858092175,1.018604565710051,0.9199434680792263,1.0181700401201716,1.0153335854657621,1.0160280337453504,1.0173375031480605,1.022504855255494
0.27312637228008324,0.017097091726335414,1.0177713276362375,0.9230094199071684,1.0173798358690809,1.0146704144113867,1.0153340536336026,1.0165797151710019,1.0215092931375083
0.2848035868435797,0.017049697420945562,1.01694582610636,0.9260990549289967,1.0165928561595874,1.014012206745399,1.0146453113900118,1.0158284014209318,1.0205232458537812
0.2969800477406439,0.017001990588485776,1.0161168439733894,0.929269650834968,1.015793267252599,1.0133503123303187,1.0139522880711291,1.0150734700141848,1.0195335152392022
0.3096770996935349,0.01695518424199401,1.0153043672145552,0.9324245256455049,1.015009401065622,1.0127005987807547,1.0132721293545135,1.0143331584939383,1.0185637019155829
0.3229169999943898,0.01690930422876175,1.014508835859583,0.935558950270458,1.0142417067622043,1.0120634236807877,1.0126052320305297,1.013607862882506,1.01761431164252
0.3367229575211417,0.016864373568348242,1.0137306375716124,0.9386682718138277,1.0134905833017285,1.0114391360296182,1.0119519517112416,1.0128979333021442,1.0166857883719
0.351119173421513,0.016820412314650614,1.0129701056857316,0.9417479595118347,1.012756377412435,1.0108280435409749,1.0113126005456314,1.0122036719424283,1.0157785116524491
0.3661308835364029,0.016777437641238246,1.0122275207835625,0.9447936270091896,1.012039384861928,1.0102304136204467,1.0106874483309505,1.0115253345439652,1.0148927986221095
0.38178440263705055,0.01673546393958868,1.011503112505742,0.9478010531127727,1.0113398519652508,1.009646474535439,1.0100767238232742,1.01086313208655,1.0140289062689347
0.3981071705534971,0.01669448323092003,1.0108001960978623,0.9507607816004355,1.0106578658796732,1.0090763065936945,1.009480487888668,1.0102170828958446,1.0131873520013661
