origin_code,destination_code,sectors,patent flows
1.0,1.0,1,173896.23292509577
1.0,1.0,2,57290.10066450473
1.0,2.0,1,12961.550637846338
1.0,2.0,2,5187.749235186487
1.0,3.0,1,9934.468239741813
1.0,3.0,2,5823.529469843517
1.0,4.0,1,24072.28274648962
1.0,4.0,2,7633.073972345451
1.0,5.0,1,3873.76897033391
1.0,5.0,2,2590.5084590577258
1.0,6.0,1,7691.957020110395
1.0,6.0,2,2963.7800747275414
1.0,7.0,1,9932.66224094553
1.0,7.0,2,5512.695475365832
1.0,8.0,1,6511.587495880105
1.0,8.0,2,3411.089443531082
1.0,9.0,1,2062.649463756668
1.0,9.0,2,1101.4355334982604
1.0,10.0,1,4146.786550600299
1.0,10.0,2,2470.0033696324003
1.0,11.0,1,482.2951745541996
1.0,11.0,2,388.05920676816027
1.0,12.0,1,737.0180784219256
1.0,12.0,2,521.5836066826843
2.0,1.0,1,39610.333269431925
2.0,1.0,2,11368.46514648822
2.0,2.0,1,30818.55074996801
2.0,2.0,2,7927.415039787806
2.0,3.0,1,11167.694812154938
2.0,3.0,2,5459.141251706009
2.0,4.0,1,26831.14016938851
2.0,4.0,2,7909.765152426419
2.0,5.0,1,4625.813693543899
2.0,5.0,2,2798.0824814463767
2.0,6.0,1,8326.152369009844
2.0,6.0,2,2959.274390373156
2.0,7.0,1,5839.45956165012
2.0,7.0,2,3501.8933605285356
2.0,8.0,1,7022.452677419041
2.0,8.0,2,3519.956627813147
2.0,9.0,1,3761.272048436035
2.0,9.0,2,1613.5217590678876
2.0,10.0,1,2460.4760172671936
2.0,10.0,2,1819.186419807368
2.0,11.0,1,895.1741918176273
2.0,11.0,2,609.8583939173092
2.0,12.0,1,534.186027133642
2.0,12.0,2,385.7241545513739
3.0,1.0,1,43607.160915701024
3.0,1.0,2,9333.046486847215
3.0,2.0,1,7997.666019130956
3.0,2.0,2,2253.989558460645
3.0,3.0,1,179767.30074944647
3.0,3.0,2,70432.98311872224
3.0,4.0,1,29345.969703044582
3.0,4.0,2,7591.172015188938
3.0,5.0,1,990.3412067275495
3.0,5.0,2,417.9880416736744
3.0,6.0,1,3394.2135222455076
3.0,6.0,2,920.7425582999181
3.0,7.0,1,1205.132376903502
3.0,7.0,2,582.8998440136442
3.0,8.0,1,8844.205500386164
3.0,8.0,2,3894.1684637636104
3.0,9.0,1,786.740352139654
3.0,9.0,2,330.47394806924365
3.0,10.0,1,733.0981581609689
3.0,10.0,2,278.20237139372284
3.0,11.0,1,56.42667127929776
3.0,11.0,2,60.28306698225868
3.0,12.0,1,401.3746704712767
3.0,12.0,2,211.94367033355695
4.0,1.0,1,16493.93989752825
4.0,1.0,2,3049.4122731578477
4.0,2.0,1,3658.035138269104
4.0,2.0,2,698.3181797958077
4.0,3.0,1,3300.8743408793603
4.0,3.0,2,905.0068355314988
4.0,4.0,1,744359.4335661298
4.0,4.0,2,230011.90923360063
4.0,5.0,1,669.0504260897635
4.0,5.0,2,174.02006274391834
4.0,6.0,1,1692.6064696302656
4.0,6.0,2,523.0438735258648
4.0,7.0,1,632.6359738524253
4.0,7.0,2,351.8436280928731
4.0,8.0,1,2345.2290306282193
4.0,8.0,2,650.634128619376
4.0,9.0,1,602.6163062547568
4.0,9.0,2,204.34273530371527
4.0,10.0,1,217.12339441299
4.0,10.0,2,128.3934016554336
4.0,11.0,1,207.1077060747932
4.0,11.0,2,81.19910858887121
4.0,12.0,1,173.286889144552
4.0,12.0,2,75.83014058750747
5.0,1.0,1,220.7471533824682
5.0,1.0,2,89.1498299883521
5.0,2.0,1,53.40459367506275
5.0,2.0,2,32.73399448634215
5.0,3.0,1,36.82941956036239
5.0,3.0,2,17.806070238670397
5.0,4.0,1,76.87414532349513
5.0,4.0,2,30.082270281757623
5.0,5.0,1,2378.192384689468
5.0,5.0,2,1206.2636340903305
5.0,6.0,1,40.050311685531085
5.0,6.0,2,20.163124632392304
5.0,7.0,1,26.552418986864826
5.0,7.0,2,15.722034136425426
5.0,8.0,1,10.769973393589668
5.0,8.0,2,7.833489809873534
5.0,9.0,1,8.41391083383344
5.0,9.0,2,3.0966952267726224
5.0,10.0,1,33.18179531044497
5.0,10.0,2,30.467033926927257
5.0,11.0,1,12.926937522795155
5.0,11.0,2,2.3008869403234247
5.0,12.0,1,5.36303287267336
5.0,12.0,2,3.4840235279654768
6.0,1.0,1,849.3096240070723
6.0,1.0,2,451.05838837549413
6.0,2.0,1,192.21635476548695
6.0,2.0,2,142.07595138992207
6.0,3.0,1,91.5068745991664
6.0,3.0,2,103.29928379912748
6.0,4.0,1,175.98377860506102
6.0,4.0,2,127.88473391376488
6.0,5.0,1,46.707347901243715
6.0,5.0,2,88.91720241884406
6.0,6.0,1,6380.468805634693
6.0,6.0,2,7089.991295386848
6.0,7.0,1,55.58121498738072
6.0,7.0,2,96.67934605401182
6.0,8.0,1,38.4422606179757
6.0,8.0,2,65.11469484486214
6.0,9.0,1,12.925766251024728
6.0,9.0,2,41.14314490318056
6.0,10.0,1,29.193167372999532
6.0,10.0,2,58.7339118079763
6.0,11.0,1,34.68949482696161
6.0,11.0,2,61.07796549049873
6.0,12.0,1,9.757445201502568
6.0,12.0,2,14.715435292881732
7.0,1.0,1,3723.75788023887
7.0,1.0,2,800.585375366275
7.0,2.0,1,544.442910798954
7.0,2.0,2,179.8850016187213
7.0,3.0,1,314.4227834997681
7.0,3.0,2,175.4334045888699
7.0,4.0,1,706.581557044183
7.0,4.0,2,224.18615754307996
7.0,5.0,1,111.769896597628
7.0,5.0,2,78.90637854781158
