,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,SINNOVPATEU_target,DOMPATINUS_target,DOMPATINEU_target,TE_target,kappa,gamma,rho,zeta
0,-50,0.0233335893799232,0.0364495234055348,0.0600942315216736,0.070455517542446,0.0404500801896362,0.0361823801332857,0.0311921702244434,0.0421450452229312,0.0210295690921015,0.0311378978618571,0.0350489524858279,0.0553997234649638,0.0402988428889852,
1,-40,0.0276628532968853,0.0348953476586616,0.0550635543128454,0.0586850564914492,0.0393244441320292,0.0362961132022262,0.0324975871869083,0.0413558832883518,0.0237785251102247,0.0249592555721589,0.0350511372987004,0.0570615535756684,0.0391850172201494,
2,-30,0.0325624708970283,0.0339541501244251,0.0494055302754938,0.0464957401457121,0.0382899413090258,0.0362061621680682,0.0328935595800731,0.0407474507647082,0.026518259840654,0.0288384081798919,0.0350497267091709,0.0538952266927908,0.0381730948340443,
3,-20,0.0350722724661477,0.0338146152807745,0.043623079449558,0.0402298603565504,0.0367633381034939,0.0359613832441342,0.0336799350801134,0.0384682232534762,0.0292235939490889,0.0309614969270182,0.035044944699378,0.0327004263214768,0.0366883475256514,
4,-10,0.0346904259577584,0.0344741647135453,0.0389147745974207,0.0371947606181026,0.0357614809672327,0.0355704232679006,0.0343992636402516,0.0366118175334157,0.0320017065244227,0.0332617838910113,0.0350522498139711,0.0337728623492059,0.0357224493088895,0.0338864001936699
5,0,0.0350507034382766,0.0350518466243972,0.0350518466243972,0.0350516914679839,0.0350518466243972,0.0350517820304111,0.0350518466243972,0.0350518466243972,0.0350518466243972,0.0350518466243972,0.0350518466243972,0.0350518466243972,0.0350508065806305,
6,10,0.0356952061064692,0.0367715214712646,0.0319546199302715,0.0335734855833321,0.0344282004910353,0.034404770677357,0.0356158471203076,0.0337094245926498,0.0396195193191941,0.037266883620008,0.0350471580340828,0.0366151944980891,0.0344623662809744,
7,20,0.0363478208009454,0.0388562614758783,0.029188443267333,0.0327074910048406,0.0338850995637484,0.0336337709486871,0.0361097505875388,0.0325390610916826,0.0447008678909291,0.0386824046206184,0.0350544787385218,0.038626550198945,0.0339465248125315,
8,30,0.0728092456727716,0.041198682163872,0.0272218145492637,0.0314363096770042,0.033417591912492,0.0327128273822294,0.0365276837208538,0.0315150539277391,0.0479401474567613,0.0400700823513049,0.0350515217507379,0.0400044983860888,0.0335122551480371,
9,40,0.0772221821924619,0.0437646271207058,0.0254941101704261,0.0302394741526692,0.033025755692357,0.0316077317868567,0.0365561856826499,0.0306145490131944,0.0497838813598847,0.0414409330531617,0.0350514782231215,0.0413034766889658,0.0331342234899146,
10,50,0.0823104215223695,0.0465187437116018,0.0239215827877343,0.0290727829310836,0.0327002228469971,0.0300650788874818,0.0348183784356417,0.0298131946054016,0.0651703135165057,0.0429999171200355,0.0350488053686653,0.0425080708354305,0.0328222205805354,
11,-100,,,,,,,,,,,,,,0.0553220604678306
12,-55,,,,,,,,,,,,,,0.0303078623504437
13,35,,,,,,,,,,,,,,0.0402044620321097
14,80,,,,,,,,,,,,,,0.043586736500645
15,124,,,,,,,,,,,,,,0.0417709750579625
16,169,,,,,,,,,,,,,,0.0500346163285263
17,214,,,,,,,,,,,,,,0.052945602966658
18,259,,,,,,,,,,,,,,0.0535259323839403
19,304,,,,,,,,,,,,,,0.0550896595721612
20,349,,,,,,,,,,,,,,0.0563652673098216
21,394,,,,,,,,,,,,,,0.0570208654796638
22,439,,,,,,,,,,,,,,0.0575314831762129
23,484,,,,,,,,,,,,,,0.0581527609281698
24,529,,,,,,,,,,,,,,0.0595965062720674
