,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,SINNOVPATEU_target,DOMPATINUS_target,DOMPATINEU_target,TE_target,kappa,gamma,rho,zeta
0,-50,-0.0007203334928096439,-0.001191612038446005,-0.0010098900285731433,-0.0006260164408381994,-0.0011578723540142666,-0.0010392201798412742,-0.0010862892675257002,-0.001125832216355982,-0.0011725356494046713,-0.00046870329210337014,-0.0026698112657885104,-3.0537069505010006e-07,-0.0011575847138286383,
1,-40,-0.0008225713453789696,-0.001177781008368864,-0.0010740359823048495,-0.0006704517507706564,-0.0011553777960440076,-0.0010663014440685792,-0.0011069286040114173,-0.0011280167299877741,-0.0011514747872237024,-0.0009054174873832088,-0.0022351081967502545,-1.2051901213117056e-07,-0.0011550093733030814,
2,-30,-0.0009234720033661492,-0.0011638002913066936,-0.0010866794403339985,-0.0007135564023399293,-0.0011522645377001761,-0.0010891386594213959,-0.001111694632692506,-0.0011136897398698886,-0.0011409413468041474,-0.0010243352383438459,-0.0018827780524768856,-1.1538726744919625e-07,-0.0011518806646213658,
3,-20,-0.0009978826470784935,-0.0011518418059342644,-0.001105726201762816,-0.0008550517092038856,-0.001145964675014488,-0.0011081282947886933,-0.0011211780181822478,-0.0011239252722328869,-0.0011354805634841703,-0.001041000885536672,-0.0015909159207350143,-0.0010262207581317184,-0.0011455867494444827,
4,-10,-0.0010736776253929964,-0.0011435394934734833,-0.0011213430543478842,-0.0010013236037189482,-0.0011403661258537617,-0.0011233668470288921,-0.0011286817973538837,-0.001130505655785527,-0.001133587041216022,-0.001093811972806974,-0.0013450234432797747,-0.0010919757488511012,-0.0011400988438887982,-0.0011114558908186661
5,0,-0.0011347653875632552,-0.0011347707245187855,-0.0011347707245187855,-0.0011347697340222118,-0.0011347707245187855,-0.0011347698482291196,-0.0011347707245187855,-0.0011347707245187855,-0.0011347707245187855,-0.0011347707245187855,-0.0011347707245187855,-0.0011347707245187855,-0.0011347660463519038,
6,10,-0.0011771001549001209,-0.0011328129389073793,-0.0011471930961244603,-0.0012655295547944062,-0.0011281394793030003,-0.001141813571667663,-0.0011396427300330858,-0.0011374725806798103,-0.0011429167840130983,-0.0011713699664819138,-0.0009528326335182802,-0.0011681938644699658,-0.0011285788324780222,
7,20,-0.0011900489120402619,-0.001132944144885753,-0.0011572422424013795,-0.0013968359319015133,-0.0011201974343042626,-0.001143611325220284,-0.0011435950808505457,-0.0011391685104632232,-0.0011495837945265514,-0.0011990954586899027,-0.0007938991138264212,-0.0011965777023822954,-0.0011213164454855484,
8,30,-1.0298656684393226e-07,-0.0011342821058815677,-0.0011686956875100324,-0.0015259232017342944,-0.0011104779917527757,-0.0011382801590187341,-0.0011467363989225293,-0.0011401795322864283,-0.001160175061734256,-0.0012231724932740273,-0.000653719521442192,-0.0012178859707341616,-0.0011127499944474373,
9,40,-1.094160012593548e-07,-0.0011363811032862742,-0.0011802023642412673,-0.0016566023045078843,-0.0010982214545211116,-0.001121376050276096,-0.0011636457815853568,-0.0011407179998586953,-0.001170411951054856,-0.0012443333791658379,-0.0005291799599543845,-0.0012358931091933228,-0.0011022595344516162,
10,50,-1.1540598372772326e-07,-0.001138849366583844,-0.0011903442223487604,-0.0017897006566448131,-0.0010818042792553467,-0.0010706671071707835,-0.0011704884149782435,-0.0011409164687656292,-0.0011908592114081434,-0.001263385282335161,-0.0004177682441503655,-0.0012513577404029558,-0.0010890603924246928,
11,-100,,,,,,,,,,,,,,-1.4803581659117437e-07
12,-55,,,,,,,,,,,,,,-0.0009901818233432058
13,35,,,,,,,,,,,,,,-0.001211223972844011
14,80,,,,,,,,,,,,,,-0.0013187120421045972
15,124,,,,,,,,,,,,,,-0.0014368773464161488
16,169,,,,,,,,,,,,,,-0.0015969101956982146
17,214,,,,,,,,,,,,,,-0.0017245875895331025
18,259,,,,,,,,,,,,,,-0.0018478212952102724
19,304,,,,,,,,,,,,,,-0.0019591701941729794
20,349,,,,,,,,,,,,,,-0.0020658699643377743
21,394,,,,,,,,,,,,,,-0.0021656682953275636
22,439,,,,,,,,,,,,,,-0.0022576658678646194
23,484,,,,,,,,,,,,,,-0.0023385437454243735
24,529,,,,,,,,,,,,,,-0.002395224484141173
