,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,SINNOVPATEU_target,DOMPATINUS_target,DOMPATINEU_target,TE_target,kappa,gamma,rho,zeta
0,-50,0.0146731419980428,0.0154538994255783,0.0156028053666812,0.0126575644618659,0.0038268035564762,0.0139283052574579,0.0151867789315149,0.0151653488805486,0.0141554017717298,0.01658281208517,0.015352408734393,0.0133575351717806,0.0156198651392722,
1,-40,0.0148926062176221,0.0154599921959227,0.0155062689912127,0.0142636177398526,0.0060559216870236,0.0142594030709254,0.0152415282064659,0.0152398305367246,0.0145040294860078,0.0157386492796878,0.0153525019216113,0.0156229082048142,0.0155648662253985,
2,-30,0.0150108447908278,0.0154553714715534,0.015455383818978,0.0155577798825158,0.0083255311824254,0.0145603743009982,0.015301275600461,0.0153777635169372,0.0147881395557781,0.0155592451969408,0.0153527452457157,0.0169546221435374,0.015509518896509,
3,-20,0.0151010461962147,0.0154318896812838,0.0154188834345702,0.0157210588496655,0.0106361584740328,0.0148388964132807,0.01532529819209,0.0153654389456798,0.0150188979866478,0.0154673523743524,0.0153521627390226,0.0162579083587999,0.0154594692623395,
4,-10,0.0152143580512385,0.0153933151593617,0.0153843294657323,0.0155064430985984,0.0129795190698992,0.0151008385831382,0.0153420217042188,0.0153579692734046,0.0152048389081536,0.0154072385045648,0.0153525916613598,0.0157632021005717,0.0154065883313904,0.0156754363009834
5,0,0.0153526897296895,0.0153526914859278,0.0153526914859278,0.0153526908890189,0.0153526914859278,0.0153526778225847,0.0153526914859278,0.0153526914859278,0.0153526914859278,0.0153526914859278,0.0153526914859278,0.0153526914859278,0.0153526875065092,
6,10,0.0155278684467691,0.0153000407856635,0.0153199672788695,0.0152144692728337,0.017754236245907,0.015597914673872,0.0153585430955553,0.0153480438336417,0.0154525657598087,0.0152984738710205,0.0153522160168269,0.0149798874474246,0.0153002699394528,
7,20,0.0157803027654833,0.0152485085470615,0.0152879983244299,0.0150836318737083,0.0201852129185179,0.0158433030905309,0.0153609297846022,0.0153442800613695,0.015531247058874,0.0152572213090992,0.0153526550307262,0.0146382525451652,0.015250184642719,
8,30,0.0167390965578723,0.0151999831887534,0.0152606412367397,0.0149652871725872,0.022644837193887,0.016098927536847,0.015360952287797,0.0153416792555265,0.0155660578422496,0.015220121357956,0.0153526288610079,0.0143314281772253,0.0152051499188222,
9,40,0.0162037412229012,0.0151563565122868,0.0152239948829911,0.014854259994214,0.0251383614296601,0.0163877859953665,0.0153403527896869,0.015339014995829,0.0156331076963255,0.0151882285747675,0.0153525445076043,0.0140530059346138,0.0151646819936003,
10,50,0.0156449401751199,0.0151164335977172,0.0151846635417714,0.0147500728362812,0.0276772685896252,0.0168239477660379,0.0152705448598284,0.015336685321806,0.0155044337828354,0.0151585960344748,0.0153524361940427,0.0138006957999829,0.0151315684753185,
11,-100,,,,,,,,,,,,,,0.0180793867073985
12,-55,,,,,,,,,,,,,,0.0172025422673511
13,35,,,,,,,,,,,,,,0.014374364584578
14,80,,,,,,,,,,,,,,0.0134720975102865
15,124,,,,,,,,,,,,,,0.0133469327437192
16,169,,,,,,,,,,,,,,0.0136104224247126
17,214,,,,,,,,,,,,,,0.013745948403689
18,259,,,,,,,,,,,,,,0.0138147234439641
19,304,,,,,,,,,,,,,,0.0138869609705936
20,349,,,,,,,,,,,,,,0.0139426929037254
21,394,,,,,,,,,,,,,,0.0139849647391849
22,439,,,,,,,,,,,,,,0.0140185784061108
23,484,,,,,,,,,,,,,,0.0140514272440203
24,529,,,,,,,,,,,,,,0.0140992653930678
