,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,SINNOVPATEU_target,DOMPATINUS_target,DOMPATINEU_target,TE_target,kappa,gamma,rho,zeta
0,-50,0.1227105709158902,0.0794431249452354,0.0470352771942958,0.0213947405619408,0.083204155900309,0.106372937432392,0.0571949521141769,0.0798475977039468,0.0619297603316624,0.0048020618260829,0.0659868265048988,2.337192301913145e-06,0.082792381239759,
1,-40,0.1081642112831281,0.0758857321495602,0.0563841822228047,0.0238075255861789,0.0799373261575864,0.0963302616455204,0.059983208507809,0.0770102807108919,0.0617737172139884,0.0216554686453175,0.0659879698174258,1.0000005763302684e-06,0.0795076532979699,
2,-30,0.0982737808362085,0.0725361184704375,0.0604912365891972,0.0251127403188042,0.0766539514188362,0.0875672195792538,0.0611727397989592,0.0737952916382059,0.0623766123300727,0.0378247769063424,0.0659861247336725,1.0000000000000002e-06,0.0762581976290174,
3,-20,0.0876149103426334,0.0697982107734336,0.0627034782113216,0.0374307896153875,0.0728523192386926,0.0797480158912867,0.0629192425699823,0.0706198805211899,0.0632773139880817,0.0489386043323432,0.0659849963602039,0.047454371691504,0.0725459346451496,
4,-10,0.075949514107374,0.067864893579229,0.0644785527118772,0.0521286925005196,0.0693471669692293,0.0726173015660912,0.0645128984414207,0.068089589636155,0.0644571512178055,0.0585477790944525,0.0659878037833959,0.058293769383376,0.0691717429172176,0.062255101272252
5,0,0.065985942128975,0.0659868535317396,0.0659868535317396,0.0659866094690376,0.0659868535317396,0.0659867952131457,0.0659868535317396,0.0659868535317396,0.0659868535317396,0.0659868535317396,0.0659868535317396,0.0659868535317396,0.0659860913732062,
6,10,0.0567702465790368,0.0653680867745579,0.0674482023776858,0.0800041965579869,0.0625805400844914,0.0597073381523542,0.0673400203779403,0.0641920227967643,0.0688022110728475,0.0725566671338974,0.065986253782541,0.0722531769891428,0.0627904447065799,
7,20,0.0472799840540155,0.0651955368744726,0.068624155126902,0.0945699538083951,0.0590837349953544,0.0536254048840466,0.0685893332308859,0.0626299449322879,0.0715499853041841,0.0774042577966509,0.0659891191102668,0.0777504082757666,0.0595601914417875,
8,30,1.0000000000725335e-06,0.0653125245979557,0.0700567606377128,0.1088436065234565,0.0554643695772198,0.0475341721868482,0.0697347874494907,0.061252843312256,0.0734062203137173,0.0815112468751692,0.0659870186156096,0.0819486021568806,0.0562557242818461,
9,40,1.0000000020412062e-06,0.0656416140079541,0.0714791967001519,0.1234232060801953,0.0516414631833323,0.0410507044322248,0.0708120175785289,0.0600324469117221,0.0736634020816921,0.0850254363226711,0.0659876847848613,0.0855218881170284,0.0528264266313117,
10,50,1.0000005075693478e-06,0.0661250447172899,0.0727689213045574,0.1383485564671916,0.0474587974219144,0.0323667834623368,0.0717126768843736,0.0589378012964719,0.0789538852263145,0.0882361574199357,0.0659861325171066,0.0885933547854943,0.0491991868670341,
11,-100,,,,,,,,,,,,,,1.6032979398294983e-06
12,-55,,,,,,,,,,,,,,0.0449208276023
13,35,,,,,,,,,,,,,,0.0788347776740885
14,80,,,,,,,,,,,,,,0.0936526303837126
15,124,,,,,,,,,,,,,,0.105621605373097
16,169,,,,,,,,,,,,,,0.1217659021105864
17,214,,,,,,,,,,,,,,0.1338132997501284
18,259,,,,,,,,,,,,,,0.1436174625700434
19,304,,,,,,,,,,,,,,0.153321587477984
20,349,,,,,,,,,,,,,,0.1619766011022007
21,394,,,,,,,,,,,,,,0.1694468084452558
22,439,,,,,,,,,,,,,,0.1755632310207898
23,484,,,,,,,,,,,,,,0.1797980151032158
24,529,,,,,,,,,,,,,,0.1801849718986031
