,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,SINNOVPATEU_target,DOMPATINUS_target,DOMPATINEU_target,TE_target,kappa,gamma,rho,zeta
0,-50,0.0288829217969815,0.0696701914621501,0.1623588875087017,0.1286201349695704,0.0695001743186086,0.0521973802237927,0.0947052296345889,0.0751129494826053,0.0953374021582059,0.1904937811560598,0.0768303708792704,0.1300964024802343,0.0696828663564403,
1,-40,0.0359212283165655,0.0726644116047255,0.1257391924879946,0.127722065822763,0.070871891236001,0.0573516261319307,0.08836216048604,0.0731339570594266,0.092447724939676,0.1331767731759517,0.076828361606132,0.1540477819007153,0.0710445513751769,
2,-30,0.0414742858469859,0.0750162874163483,0.1063093105026239,0.1292872598690937,0.072169979156282,0.0623234191140288,0.0852305040994017,0.0729760687563448,0.0888883112017101,0.1067422573939943,0.0768310972305711,0.1806765711028692,0.072323238275881,
3,-20,0.0503003754102731,0.0763450868753578,0.0938621979727126,0.1073259386492167,0.0742385304755858,0.0671686204968227,0.082013077915626,0.0745501859219824,0.0851559087950172,0.0934767738848703,0.0768336457618086,0.0840601301882412,0.074344114165741,
4,-10,0.0635372681374449,0.0765410500101387,0.0843639625872983,0.0892071916849703,0.0756880544156135,0.0719757688635471,0.0792586039171616,0.0757837959209513,0.0812046913218442,0.0836241163458481,0.0768279797604354,0.0794744806424237,0.0757481232391058,0.0804836002023311
5,0,0.0768306712112276,0.076829169262049,0.076829169262049,0.0768294783096122,0.076829169262049,0.0768292800413051,0.076829169262049,0.076829169262049,0.076829169262049,0.076829169262049,0.076829169262049,0.076829169262049,0.0768304937686114,
6,10,0.091309882302797,0.075319667593144,0.0705004057459097,0.0669861370075341,0.0779767131368746,0.0818286350219445,0.0746740008115143,0.077748649719007,0.070289076456668,0.0707491995533349,0.0768316763426492,0.0744464962132355,0.0779104592353025,
7,20,0.1087711507581724,0.0731861654806764,0.0654568035536196,0.0585298194537134,0.0791923653966176,0.087124362614985,0.0727296005208546,0.078569828775532,0.0633428891580592,0.0666887687753841,0.0768257871607922,0.0717440775559438,0.0790251104092128,
8,30,0.3273551436427777,0.0706117625741173,0.0606817488693859,0.052145655528522,0.0805246478856493,0.0929997798972344,0.0709770992162977,0.0793082083764819,0.0584888139867855,0.0632016071599871,0.0768292908457393,0.0700391814765335,0.0802230757550636,
9,40,0.3497727830978962,0.0676723598476106,0.0564991096743275,0.0467731770503466,0.0820780233545216,0.1000866371130408,0.0695272261882825,0.0799664883347839,0.0564605151513059,0.0601232669071531,0.0768284262672638,0.0684795801422537,0.0815796575173289,
10,50,0.3733225850795278,0.0644320416986344,0.0530337175846031,0.042213409658377,0.0840550434116236,0.1116428769016085,0.068850726548558,0.0805620682671964,0.0361161386125287,0.0570610659688605,0.0768311822760554,0.0670564196113542,0.0831924926614208,
11,-100,,,,,,,,,,,,,,0.2619623649846945
12,-55,,,,,,,,,,,,,,0.0990040283006041
13,35,,,,,,,,,,,,,,0.0640602989261123
14,80,,,,,,,,,,,,,,0.0520560153270644
15,124,,,,,,,,,,,,,,0.0473203061676169
16,169,,,,,,,,,,,,,,0.0288428896960499
17,214,,,,,,,,,,,,,,0.0214281653761821
18,259,,,,,,,,,,,,,,0.0173117470791195
19,304,,,,,,,,,,,,,,0.0128686259388292
20,349,,,,,,,,,,,,,,0.0092359523610742
21,394,,,,,,,,,,,,,,0.0067048721655925
22,439,,,,,,,,,,,,,,0.0047990209141291
23,484,,,,,,,,,,,,,,0.0033702465757921
24,529,,,,,,,,,,,,,,0.0022743451635624
