,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,SINNOVPATEU_target,DOMPATINUS_target,DOMPATINEU_target,TE_target,kappa,gamma,rho,zeta
0,-50,0.046753177409095396,0.04682078128449166,0.04649254065627399,0.040221156454957496,0.048748124551495714,0.03468426668275398,0.046360241707635884,0.042122437312985754,0.047354521422851424,0.04769353899098376,0.04662157820222481,0.03193980902960128,0.048701581350550735,
1,-40,0.04658107414439978,0.0467507679796256,0.04658556568272515,0.041591110877569476,0.0483684547427996,0.037383550265394284,0.04655091471571952,0.04291966538446755,0.04710926129375068,0.045911395608007374,0.04662192813779682,0.03472148538057263,0.04831716827497653,
2,-30,0.04667281960102339,0.04669562031075803,0.04662347502225806,0.04242896790737596,0.04796850927116284,0.039889431254738,0.046555839855972926,0.04401493215650005,0.046928090211777296,0.04526357982142018,0.046622130802529894,0.03769244175139907,0.04792169825248587,
3,-20,0.04679082861656284,0.046659358955883475,0.04660690148793845,0.04405502872303554,0.04751541134454013,0.04224561330610358,0.04658043781384948,0.045077798359224854,0.04679081877169986,0.04553115193527267,0.04662034213666468,0.04412766891128344,0.04747675128843286,
4,-10,0.0467106637330183,0.0466555424251871,0.04660616979046001,0.04551385210481034,0.0470711991391917,0.04448126783520088,0.046599143477251956,0.04592757579553378,0.04668862094670872,0.04611370142050293,0.04662226622276498,0.045569879568889415,0.04704829727103017,0.046450139385335404
5,0,0.04662251434078507,0.046622624964015015,0.046622624964015015,0.04662262876466236,0.046622624964015015,0.04662258599911888,0.046622624964015015,0.046622624964015015,0.046622624964015015,0.046622624964015015,0.046622624964015015,0.046622624964015015,0.04662251259835634,
6,10,0.04649965761428784,0.046657736640612464,0.04664887883523768,0.04752255929950807,0.0461570549582191,0.04868036810164215,0.04665120062603239,0.04720049372264724,0.04663646773220144,0.04709481904261072,0.0466201575621011,0.047439210460582415,0.04618746521397661,
7,20,0.04631548625913137,0.04670516312789971,0.04665563215586658,0.048287952998475964,0.04567951895577534,0.0506708793291975,0.046688794685691794,0.04769299959014647,0.0466543048831046,0.047457551910964346,0.04662272040912178,0.04810516259254551,0.045741476650985706,
8,30,0.041060082498577385,0.04675867016672943,0.04671347109623884,0.04889815106913682,0.04518377261414115,0.052609495613946476,0.04673290545690716,0.04812000372141585,0.04641654988930475,0.04776457282074375,0.04662234538749771,0.04860435814064399,0.045291502343890386,
9,40,0.040313457774481615,0.04681656280300939,0.04674054362258519,0.04941974984139736,0.04466917755077847,0.054523148310050173,0.04669234636167828,0.04849335856046911,0.04633553277189957,0.04802897949051949,0.04662210408129938,0.04900795306956281,0.04482788847080899,
10,50,0.039537515190756274,0.04687324675533752,0.046763572780221425,0.04987112533576025,0.044127516571640685,0.0565323598211723,0.04665678474801253,0.048823865966949244,0.047157373616229264,0.04825234841247741,0.046621127472669915,0.049339477199660225,0.04435008260399035,
11,-100,,,,,,,,,,,,,,0.04387087808789241
12,-55,,,,,,,,,,,,,,0.045590865959234436
13,35,,,,,,,,,,,,,,0.047127390550711
14,80,,,,,,,,,,,,,,0.04726533987984968
15,124,,,,,,,,,,,,,,0.04725013525056492
16,169,,,,,,,,,,,,,,0.04775282481295525
17,214,,,,,,,,,,,,,,0.04795596084701472
18,259,,,,,,,,,,,,,,0.04839897145337833
19,304,,,,,,,,,,,,,,0.048621876577323725
20,349,,,,,,,,,,,,,,0.04887191606089585
21,394,,,,,,,,,,,,,,0.04911871460187602
22,439,,,,,,,,,,,,,,0.04935878917136059
23,484,,,,,,,,,,,,,,0.04959900582834984
24,529,,,,,,,,,,,,,,0.04983350491670226
