,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,SINNOVPATEU_target,DOMPATINUS_target,DOMPATINEU_target,TE_target,kappa,gamma,rho,zeta
0,-50,1.3964559850698468,1.1194239393405776,1.379588210822262,1.277994970293942,1.232642479192169,1.3335604600552615,1.3641010741920787,1.2713805743018924,1.4448662686041185,1.5568142272557304,1.29031019505807,1.3738171772165089,1.233872764284467,
1,-40,1.346841427760152,1.155846940469225,1.319148628656576,1.308312694820457,1.2422167362182563,1.3170903467624804,1.3316786244143517,1.27621252922078,1.4110367500993255,1.6152762641508671,1.2902829708093009,1.3894561273580963,1.2434719015925453,
2,-30,1.2887358598571563,1.194264967553746,1.2978788967629813,1.3783274902848808,1.251939693340352,1.3055609728365425,1.3236020174177756,1.2743525020321222,1.3780746161319997,1.4725943496550902,1.29029811873051,1.4352963898680873,1.2530837784600295,
3,-20,1.267833687161939,1.2301845446715336,1.2934710400202876,1.3577680708600048,1.268150570605774,1.2975742748480972,1.3103348264267864,1.2790020898731285,1.3479703152014184,1.3958787152497514,1.290367919208017,1.344030951739307,1.2690208091710482,
4,-10,1.2817529049342935,1.2594906219742192,1.291320963846884,1.3187560954482882,1.280344598939504,1.2926200348766577,1.2994922723327005,1.284375322068548,1.3193042681852043,1.3308894134366132,1.290268276686435,1.3125643272668552,1.2808593903436922,1.3121886900655322
5,0,1.2902838328355974,1.2902696147480064,1.2902696147480064,1.2902714636542734,1.2902696147480064,1.2902708352666563,1.2902696147480064,1.2902696147480064,1.2902696147480064,1.2902696147480064,1.2902696147480064,1.2902696147480064,1.2902827804344985,
6,10,1.2992946952775233,1.3055965728037162,1.2883912151742265,1.2649352842546475,1.3002175773425475,1.2906171383269196,1.2825263990392337,1.2965504237895944,1.2500990403981986,1.2547109097567914,1.290343883675313,1.2698784991005811,1.299618505239328,
7,20,1.315366694276515,1.3148951933672668,1.2896123509993664,1.2401164065805823,1.310263661803604,1.2938578170722226,1.275790640157813,1.302986448578361,1.2160894481275968,1.2341575705331544,1.2902387290799873,1.2486595009050434,1.3090162866787745,
8,30,1.444360902354937,1.3199826075858985,1.284849821759055,1.2249060540440535,1.32063612370144,1.300955919290634,1.270010461568028,1.309357720019772,1.2006130329772058,1.2174300085732572,1.2902756067981809,1.2363204628456763,1.3183633849888878,
9,40,1.4271004620697152,1.321833996200088,1.2809265836574548,1.212303107842428,1.331615757290502,1.3140513067111752,1.2680485680106897,1.3155617756138926,1.1945192329758432,1.2034630001061015,1.2902773518666135,1.2259509898282452,1.3282248285239744,
10,50,1.410150546584747,1.3213835155733396,1.2784824589294044,1.201919894353726,1.3440192227500678,1.344969398729459,1.2753443046497956,1.321606036867604,1.129134954584046,1.190457116862386,1.2903172818651285,1.2172147226847307,1.3387985957105324,
11,-100,,,,,,,,,,,,,,1.5433815523345302
12,-55,,,,,,,,,,,,,,1.429768650065501
13,35,,,,,,,,,,,,,,1.2242663200230306
14,80,,,,,,,,,,,,,,1.187214067543586
15,124,,,,,,,,,,,,,,1.1848948145228533
16,169,,,,,,,,,,,,,,1.1292137082198226
17,214,,,,,,,,,,,,,,1.1133174421850842
18,259,,,,,,,,,,,,,,1.1059383514674144
19,304,,,,,,,,,,,,,,1.0985590023886105
20,349,,,,,,,,,,,,,,1.092738975449839
21,394,,,,,,,,,,,,,,1.0889555003263662
22,439,,,,,,,,,,,,,,1.0861911102296198
23,484,,,,,,,,,,,,,,1.0841425401202824
24,529,,,,,,,,,,,,,,1.082647115824617
