,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,SINNOVPATEU_target,DOMPATINUS_target,DOMPATINEU_target,TE_target,kappa,gamma,rho,zeta
0,-50,6.736492873527197,6.7523679469783024,6.711890879062391,7.106058298876937,6.638241959928336,6.644830676503786,6.615373819682986,6.74809448200017,6.74736488734622,3.000000000225927,6.719712946337568,7.585586736200308,6.640506343472915,
1,-40,6.729192072213148,6.746095737280728,6.741883746403804,7.050016352668499,6.655993482308319,6.66464171307989,6.664533545435452,6.699850076071277,6.723167148344195,3.4557705953209914,6.719870119221072,7.461800950661227,6.65834596044167,
2,-30,6.745430350299414,6.74187715976202,6.739640546165747,6.909753221496246,6.673368265006339,6.681341773204487,6.681465955322201,6.727279622206451,6.715292606532606,4.171363230150358,6.72004378704821,7.299872203513258,6.676468082087641,
3,-20,6.735888507847188,6.73627392497942,6.733645737247602,6.821070139235175,6.683746524157778,6.695661330053891,6.698484778276115,6.722679006587396,6.714315576063357,4.949186499110837,6.719153626182082,6.8252870228575055,6.685797709897903,
4,-10,6.724021292413281,6.733358101808905,6.725873927689383,6.763939461177842,6.700459982395693,6.707723790280274,6.710639577590793,6.721159641817871,6.71607385740357,5.83115246287558,6.719949273927891,6.764917832703717,6.701589212714013,6.704461685129687
5,0,6.720094720229998,6.720109353237804,6.720109353237804,6.72010168946495,6.720109353237804,6.720093461351774,6.720109353237804,6.720109353237804,6.720109353237804,6.720109353237804,6.720109353237804,6.720109353237804,6.720097399468016,
6,10,6.718885906863061,6.719141476862308,6.71425487231028,6.687241104249475,6.739375190913688,6.730103339474667,6.727287847156086,6.718030382851199,6.731133362807725,7.61952671003011,6.719267805287797,6.687542387214624,6.738630990585082,
7,20,6.72268610599865,6.720039694388804,6.701133172126777,6.666121465303823,6.7607560242487486,6.738514547938893,6.733474303655291,6.715816148275122,6.740666747622169,8.512409305483018,6.7201282741730415,6.668097598955177,6.756530261250101,
8,30,7.057176993735365,6.722629073196959,6.705110192179243,6.640541824751717,6.781791022145918,6.745011668174264,6.73894775669474,6.714725359950495,6.694220803864559,9.408311111981275,6.720055248326894,6.645042957601072,6.777255735707688,
9,40,7.088337511585501,6.727055100614886,6.697023121445077,6.618659516990479,6.803288092533129,6.7493949084962415,6.724712811389402,6.713211148872193,6.6910982182570375,10.306522154728183,6.719908170851969,6.625989806833009,6.796943742118002,
10,50,7.115580327646093,6.731685301695937,6.690218541031967,6.599384814913998,6.82527001265175,6.755857659706091,6.73552304407911,6.711844364057155,6.75257161125365,11.207825470039378,6.719620312341335,6.610354410913582,6.816514538125164,
11,-100,,,,,,,,,,,,,,6.885897222913284
12,-55,,,,,,,,,,,,,,6.659690871322527
13,35,,,,,,,,,,,,,,6.798092608376551
14,80,,,,,,,,,,,,,,6.852127513443546
15,124,,,,,,,,,,,,,,7.13072427943195
16,169,,,,,,,,,,,,,,7.329186949704133
17,214,,,,,,,,,,,,,,7.504293366381535
18,259,,,,,,,,,,,,,,7.655452819326695
19,304,,,,,,,,,,,,,,7.787958181257808
20,349,,,,,,,,,,,,,,7.911782247949868
21,394,,,,,,,,,,,,,,8.018189486883141
22,439,,,,,,,,,,,,,,8.110533341939899
23,484,,,,,,,,,,,,,,8.192491182467927
24,529,,,,,,,,,,,,,,8.255540448163158
