,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,SINNOVPATEU_target,DOMPATINUS_target,DOMPATINEU_target,TE_target,kappa,gamma,rho,zeta
0,-50,0.001512081684018618,0.004770967947909099,0.009067500791104521,0.023043500511010784,-0.0058454306267496925,0.0040661679513442905,0.006735400229174182,0.007279484933686575,0.004182698729793266,0.01453398841433362,-0.026045948469755054,1.720779652103488e-05,-0.0054815275008390785,
1,-40,0.0022165102940840953,0.005190580200298278,0.0076541221884607324,0.020181123834639436,-0.0030636665702021837,0.004585810542789837,0.006543222509902691,0.007574214645766908,0.005004850148648821,0.019267610236761712,-0.017073778293441588,6.467132052101476e-06,-0.002717170243582423,
2,-30,0.0027425030513894555,0.005557311278270305,0.006486571990338419,0.018614067148692293,-0.0005266801248238195,0.0050294302947895275,0.006523633891575287,0.006554490392973733,0.005476626092137948,0.016095546430006102,-0.009729441980299569,5.910980149792522e-06,-0.00023826206388966042,
3,-20,0.002822316647965728,0.005810416752405345,0.006326203382256423,0.014527426222255002,0.0019023149415486884,0.0054142101431065015,0.006385948364195926,0.006326245122445506,0.005800480682860432,0.011035164453399027,-0.0035984948753009505,0.014994242819232895,0.0021084572386920186,
4,-10,0.0043185641893206395,0.005928808734401159,0.006192205969890452,0.010068747160429936,0.004079896329356458,0.0057557893336168675,0.006234328600940309,0.006172493502321075,0.005997990940342923,0.00830355042396036,0.0016000111205949352,0.010332986962335866,0.0041877878436569205,0.007051616477182776
5,0,0.006068395552882855,0.00606822276547625,0.00606822276547625,0.006068271270120995,0.00606822276547625,0.0060682481273666156,0.00606822276547625,0.00606822276547625,0.00606822276547625,0.00606822276547625,0.00606822276547625,0.00606822276547625,0.006068363182110126,
6,10,0.008198827651173524,0.005994360142014266,0.005926446470994051,0.002208594720864987,0.007926967862537104,0.006366128326629195,0.00589441360330234,0.00599774304130829,0.005838843522298909,0.00409818391577943,0.009951494559645724,0.0019343242168234909,0.007814844494391515,
7,20,0.010955023567604805,0.005862144260815327,0.005821433980579549,-0.0016389031409769217,0.009682632850149808,0.006668605878767941,0.005714976178117226,0.005949196816157354,0.005571805514525963,0.0025400349260573662,0.013356694021493531,-0.0021592913984513906,0.009452145095445452,
8,30,6.105548844281827e-06,0.005696657588272203,0.0056492054418599835,-0.0053605718513316525,0.011357784951515626,0.007005671873305808,0.0055354939801244285,0.005916475810052724,0.005929357428136051,0.0011940505429741677,0.016370009774746563,-0.00604933950807407,0.011003757878791376,
9,40,6.7409736237422635e-06,0.005508359380512751,0.005516677519690205,-0.009093876846977267,0.012980623691727367,0.007437038397473117,0.0059893547361467014,0.005893973909398831,0.0066165285277808294,1.996513756541418e-05,0.019054516896988005,-0.009842030531836965,0.012492091536642214,
10,50,7.4243200476331594e-06,0.0053058210447431975,0.005349975752544367,-0.01286585917068539,0.014589601906189742,0.00823708727979433,0.005782457020409026,0.005879079714454782,0.00471751497201911,-0.0010356234082520288,0.02146229535591182,-0.013536561635885125,0.013940234964060494,
11,-100,,,,,,,,,,,,,,7.784399547183796e-06
12,-55,,,,,,,,,,,,,,0.011481621377806839
13,35,,,,,,,,,,,,,,0.002753764598795172
14,80,,,,,,,,,,,,,,-0.0005532000943886395
15,124,,,,,,,,,,,,,,-0.003265535435359457
16,169,,,,,,,,,,,,,,-0.006043971314195762
17,214,,,,,,,,,,,,,,-0.008609481861565627
18,259,,,,,,,,,,,,,,-0.011045435898549005
19,304,,,,,,,,,,,,,,-0.013164448520075478
20,349,,,,,,,,,,,,,,-0.015098230203880458
21,394,,,,,,,,,,,,,,-0.01678057906789876
22,439,,,,,,,,,,,,,,-0.01812931364607584
23,484,,,,,,,,,,,,,,-0.018951239761499927
24,529,,,,,,,,,,,,,,-0.018514566918936826
