,Change,KM_target,UUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,SINNOVPATEU_target,DOMPATINUS_target,DOMPATINEU_target,TE_target,kappa,gamma,rho,zeta
0,-50,0.0354555518606313,0.0386650295123785,0.0354072333212486,0.0161657191947286,0.0427058370528085,0.0589787737954603,0.0369203007185316,0.0443754835313471,0.0401387943676769,0.0127240058405019,0.0376316661275816,0.0154263662386156,0.0425794785296411,
1,-40,0.0361445477532174,0.0383563346632513,0.0367783990439949,0.0181853422823555,0.0417011581481004,0.0533546324006142,0.0370641368676183,0.0426827981213041,0.0390753660749668,0.0204616622607714,0.0376315954371493,0.0144805977654379,0.0415694843831751,
2,-30,0.0368592660457022,0.0380645449845189,0.0371766811430736,0.0202515594945673,0.0407017294212789,0.048611503472209,0.0370741118653568,0.0409447061983302,0.0384406409211669,0.0265142053631701,0.0376312795964201,0.0138945585041882,0.0405815373431748,
3,-20,0.0373567915133324,0.0378507754492371,0.0373878019312022,0.02569860538284,0.0396506150245265,0.0445085928769227,0.0372739714086873,0.0396067797105623,0.0380228467165014,0.0309345296013023,0.037631999421213,0.0322058485887348,0.0395574485030085,
4,-10,0.0376021991487389,0.037737376237526,0.0375306150670467,0.0317932404863237,0.0386315804089493,0.0408866408484587,0.0374616862910805,0.0385260557356724,0.0377623089330053,0.0346722955458304,0.037631189820519,0.0353671831362948,0.0385790293615851,0.0365046807421976
5,0,0.0376308387875786,0.037630879569621,0.037630879569621,0.0376308151730574,0.037630879569621,0.0376308822743946,0.037630879569621,0.037630879569621,0.037630879569621,0.037630879569621,0.037630879569621,0.037630879569621,0.0376308794342883,
6,10,0.0373314418054306,0.0376794592833316,0.0377289916088868,0.0435071240771707,0.0366246261726402,0.0346604568692486,0.0377785118249227,0.0368754447819755,0.0377280603599929,0.0400736365735957,0.0376321238421381,0.0394690476555598,0.0366865748549327,
7,20,0.0364204414529875,0.0377740228838282,0.0377982019453294,0.049506535320408,0.0355975989864871,0.031900589106495,0.03790249871069,0.0362250513571839,0.0378456569213492,0.0419836008619977,0.0376311332959913,0.0410338920394303,0.0357393179437103,
8,30,0.0147413019200183,0.0378930498510965,0.0378969525857155,0.0555816509870398,0.0345408055043691,0.0292701373458346,0.0380042956398958,0.0356568765473429,0.0380770639659261,0.0435551772815954,0.037631114557027,0.0423187982854528,0.0347715437471335,
9,40,0.0155033841576381,0.0380255749212046,0.0380323078431063,0.061815974924336,0.0334268856984825,0.0266340561532285,0.0381812636983208,0.0351561527017252,0.0380024017261206,0.0448497497416851,0.0376313416914618,0.0434255890665142,0.033772502726923,
10,50,0.0162179661146649,0.0381666109697152,0.0381802582225893,0.0682340558301911,0.0322074311710392,0.0234147833436465,0.0385950978519303,0.0347101964810681,0.0382407190988012,0.0459568331071933,0.0376315660830062,0.0443877477402272,0.0327153987626546,
11,-100,,,,,,,,,,,,,,0.0125001497808578
12,-55,,,,,,,,,,,,,,0.0311571629410477
13,35,,,,,,,,,,,,,,0.0414622530220442
14,80,,,,,,,,,,,,,,0.0467285207097512
15,124,,,,,,,,,,,,,,0.0523698694829992
16,169,,,,,,,,,,,,,,0.0573286130787215
17,214,,,,,,,,,,,,,,0.0621306855057319
18,259,,,,,,,,,,,,,,0.0661475054750782
19,304,,,,,,,,,,,,,,0.070010200152102
20,349,,,,,,,,,,,,,,0.0734509968923667
21,394,,,,,,,,,,,,,,0.0764378191121089
22,439,,,,,,,,,,,,,,0.0788796079597177
23,484,,,,,,,,,,,,,,0.080545268240775
24,529,,,,,,,,,,,,,,0.080587817187605
