origin_code,destination_code,sector,value
1.0,1.0,0,19187886.12371
1.0,1.0,1,8446972.0738
1.0,2.0,0,209959.377247
1.0,2.0,1,263000.017146
1.0,3.0,0,43590.907125
1.0,3.0,1,62787.388095999995
1.0,4.0,0,91914.19140499999
1.0,4.0,1,99084.248591
1.0,5.0,0,29298.294701
1.0,5.0,1,36982.700382
1.0,6.0,0,15269.653213
1.0,6.0,1,24201.920951
1.0,7.0,0,350081.73683099996
1.0,7.0,1,578484.217353
2.0,1.0,0,194828.867963
2.0,1.0,1,400755.512188
2.0,2.0,0,22437646.890041
2.0,2.0,1,11289664.803383999
2.0,3.0,0,34533.966279
2.0,3.0,1,83970.229375
2.0,4.0,0,92978.07272
2.0,4.0,1,212527.868129
2.0,5.0,0,36954.858395999996
2.0,5.0,1,64472.893356
2.0,6.0,0,27935.570423999998
2.0,6.0,1,55423.195928
2.0,7.0,0,404317.452438
2.0,7.0,1,711415.458553
3.0,1.0,0,26241.593721999998
3.0,1.0,1,103574.68522300001
3.0,2.0,0,31922.47487
3.0,2.0,1,59210.90122
3.0,3.0,0,5456171.1335080005
3.0,3.0,1,3283881.75705
3.0,4.0,0,37529.619203
3.0,4.0,1,114468.755826
3.0,5.0,0,2268.284317
3.0,5.0,1,5967.9511139999995
3.0,6.0,0,3989.31647
3.0,6.0,1,13521.861738
3.0,7.0,0,79506.073804
3.0,7.0,1,223741.830663
4.0,1.0,0,50426.300533
4.0,1.0,1,354308.736784
4.0,2.0,0,57161.945139999996
4.0,2.0,1,303216.14462000004
4.0,3.0,0,24732.144503
4.0,3.0,1,155511.419601
4.0,4.0,0,11825682.940546
4.0,4.0,1,12343871.250488
4.0,5.0,0,4803.101420999999
4.0,5.0,1,35291.046474999996
4.0,6.0,0,8210.560941
4.0,6.0,1,58224.067836
4.0,7.0,0,119549.021136
4.0,7.0,1,615233.3742869999
5.0,1.0,0,15387.894906
5.0,1.0,1,25927.159088
5.0,2.0,0,31531.892501
5.0,2.0,1,26006.176624
5.0,3.0,0,7677.691403
5.0,3.0,1,4585.482556
5.0,4.0,0,43171.325586
5.0,4.0,1,8856.913976
5.0,5.0,0,2573050.34008
5.0,5.0,1,1358351.587245
5.0,6.0,0,3211.799051
5.0,6.0,1,3093.720017
5.0,7.0,0,26424.615691
5.0,7.0,1,47151.79066
6.0,1.0,0,14580.810256
6.0,1.0,1,78022.616193
6.0,2.0,0,21721.10935
6.0,2.0,1,79480.515018
6.0,3.0,0,2175.957078
6.0,3.0,1,10832.335178000001
6.0,4.0,0,8517.903479
6.0,4.0,1,19290.160341
6.0,5.0,0,2288.864077
6.0,5.0,1,11075.983808
6.0,6.0,0,2181993.6705750003
6.0,6.0,1,1148792.254376
6.0,7.0,0,24778.715061000003
6.0,7.0,1,96028.270123
7.0,1.0,0,435547.225367
7.0,1.0,1,648172.133963
7.0,2.0,0,627306.2295819999
7.0,2.0,1,446092.671925
7.0,3.0,0,203761.523215
7.0,3.0,1,151532.916241
7.0,4.0,0,374448.518164
7.0,4.0,1,397595.825754
7.0,5.0,0,29298.151706999997
7.0,5.0,1,56094.744538
7.0,6.0,0,103046.53927099999
7.0,6.0,1,74991.93046199999
7.0,7.0,0,16696878.907528
7.0,7.0,1,7657988.569039
