country_code,output,expenditure,deficit,gdp,labor,rnd_gdp,price_level
1.0,14100313.705223,14187042.269383,-86728.56416000053,8073122000000.0,177070760.0,0.024500100612640397,1.0
2.0,18379751.410043,18277646.328215998,102105.08182700351,10580656980305.113,378962843.0,0.016808955714267566,1.141948722629438
3.0,8420710.280389,8417782.176436,2928.103953000158,4923391533851.63,87013094.0,0.026430299282074,1.56596814093884
4.0,2123916.3708329997,2101142.177524,22774.193308999762,863746717503.789,813656261.0,0.005632399916648861,0.344230547862923
5.0,1357984.8226959999,1378111.4634139999,-20126.64071800001,850426432991.742,104257762.0,0.010475100278854399,0.623997122584854
6.0,652141.94174,654357.5230360001,-2215.5812960000476,392897054348.071,582689001.0,0.00639050006866455,0.236662355126339
7.0,1084211.02481,1058454.5181210001,25756.506688999943,628546387972.131,20058467.0,0.016120899915695198,0.8855225522552259
8.0,1202920.1667880001,1215928.5743159999,-13008.40752799972,610169556840.077,32522093.0,0.022161600589752202,0.9121384100938529
9.0,744253.303934,734881.685832,9371.618101999979,391724890744.498,98977823.0,0.00965919971466064,0.47915853753706905
10.0,744973.598726,747478.9726760001,-2505.3739500000374,401311077389.985,12140698.0,0.0166322994232178,0.995012139605463
11.0,702204.6252019999,699026.0043279999,3178.6208740000147,410975595310.156,54437282.0,0.00250669986009598,0.485959944206122
12.0,486751.4819269999,487028.787966,-277.30603900004644,227369679374.973,126640453.0,0.000676899999380112,0.232784501305781
13.0,3323249.039588,3364501.290651,-41252.251062999945,3387441945845.84,1102205504.0,0.01952626377810965,0.4907083820580661
