country_code,country,fee
1,USA,14274.141750993125
2,EUR,30622.077765985818
3,JAP,25604.523855247884
4,CHN,15746.021574362308
5,BRA,23695.509933285815
6,IND,12833.187284503365
7,ROW,104702.92467150808
