origin_code,destination_code,sector,trade
1.0,1.0,0,10464060.190592332
1.0,1.0,1,5586148.507027666
1.0,2.0,0,104550.47163933334
1.0,2.0,1,171787.13608933333
1.0,3.0,0,42011.71296266667
1.0,3.0,1,58106.268982333335
1.0,4.0,0,8944.097048333335
1.0,4.0,1,15626.322830333336
1.0,5.0,0,7232.504929666667
1.0,5.0,1,12833.666367333333
1.0,6.0,0,2662.998277666667
1.0,6.0,1,3833.409792666667
1.0,7.0,0,143002.71867533334
1.0,7.0,1,305469.554574
2.0,1.0,0,105690.85504866666
2.0,1.0,1,225892.1953316667
2.0,2.0,0,10631802.893151665
2.0,2.0,1,6116458.346227333
2.0,3.0,0,29548.31978466667
2.0,3.0,1,45553.699214666674
2.0,4.0,0,7803.558388666667
2.0,4.0,1,23069.652602666665
2.0,5.0,0,7780.679203666667
2.0,5.0,1,17651.400963
2.0,6.0,0,4796.940845
2.0,6.0,1,10573.021317666666
2.0,7.0,0,117626.99506900001
2.0,7.0,1,208349.529065
3.0,1.0,0,26327.791931
3.0,1.0,1,113840.951548
3.0,2.0,0,21464.59207
3.0,2.0,1,68743.49297833334
3.0,3.0,0,4490438.974137667
3.0,3.0,1,2765853.5845206664
3.0,4.0,0,7606.802516333333
3.0,4.0,1,24135.089446333335
3.0,5.0,0,883.6225663333333
3.0,5.0,1,2789.038982666667
3.0,6.0,0,1180.263602
3.0,6.0,1,4478.8424
3.0,7.0,0,33186.75399
3.0,7.0,1,99345.12053899998
4.0,1.0,0,8020.704637333333
4.0,1.0,1,55565.547521
4.0,2.0,0,7547.896206666667
4.0,2.0,1,34748.10885633333
4.0,3.0,0,8100.780196
4.0,3.0,1,29291.88882766667
4.0,4.0,0,1225427.717492
4.0,4.0,1,1345776.5781483334
4.0,5.0,0,212.620043
4.0,5.0,1,927.0940786666666
4.0,6.0,0,302.9156943333333
4.0,6.0,1,1202.1977716666668
4.0,7.0,0,16477.120120666666
4.0,7.0,1,36972.702059
5.0,1.0,0,3502.8666120000003
5.0,1.0,1,12471.219454333333
5.0,2.0,0,6818.236880333334
5.0,2.0,1,10562.330845666667
5.0,3.0,0,1461.032527
5.0,3.0,1,1710.2696963333335
5.0,4.0,0,633.3175606666666
5.0,4.0,1,476.3787463333333
5.0,5.0,0,674549.2857260001
5.0,5.0,1,424881.7540933333
5.0,6.0,0,81.617363
5.0,6.0,1,217.4386736666667
5.0,7.0,0,4653.479642666666
5.0,7.0,1,12151.682804000002
6.0,1.0,0,2307.082757
6.0,1.0,1,11617.287154333333
6.0,2.0,0,3328.789467
6.0,2.0,1,9698.910332
6.0,3.0,0,822.0327470000001
6.0,3.0,1,2770.8185716666667
6.0,4.0,0,426.816943
6.0,4.0,1,666.9433696666666
6.0,5.0,0,87.90699166666667
6.0,5.0,1,425.59083400000003
6.0,6.0,0,472282.213039
6.0,6.0,1,263655.302745
6.0,7.0,0,2590.653104
6.0,7.0,1,9140.629113333334
7.0,1.0,0,167778.98498066666
7.0,1.0,1,376623.455795
7.0,2.0,0,149962.98809600002
7.0,2.0,1,166730.68167833332
7.0,3.0,0,64231.43106633334
7.0,3.0,1,65817.93691433333
7.0,4.0,0,23527.945087666667
7.0,4.0,1,37870.29986866667
7.0,5.0,0,8193.668286666667
7.0,5.0,1,11283.436112999998
7.0,6.0,0,8469.053407666666
7.0,6.0,1,10171.121759666667
7.0,7.0,0,4668203.5519366665
7.0,7.0,1,2396086.1082616667
