,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,delta
0,0.003734096505349501,-0.0022726902514284414,-0.005418519861102032,-0.009265685762871931,-0.010372141978133204,-0.010338381038666189,-0.010143035507994775,-0.0096682503531544,-0.010380192322633586,-0.010388752775822765,-0.010389656143829635,-0.009378666261279284,0.01
1,0.0036401059229665585,-0.0023407821007768743,-0.005462146015056214,-0.009273424395018541,-0.010372290017104196,-0.01033872906032667,-0.010144519121416114,-0.009672942359894922,-0.010380290632552795,-0.010388794888774422,-0.010389688332116113,-0.00938549584896966,0.010232929922807542
2,0.003545792654146382,-0.002408686622495295,-0.0055055128455169505,-0.00928115544850302,-0.010372438831730623,-0.010339079596550678,-0.010146007386343331,-0.009677631385242825,-0.01038038946693594,-0.010388837231232916,-0.010389720696594681,-0.00939232287962016,0.010471285480508996
3,0.0034511864192255243,-0.002476388812639096,-0.005548619698140861,-0.009288879400535181,-0.0103725883836713,-0.010339432585336015,-0.010147500033652685,-0.009682317221071183,-0.010380488799978051,-0.01038887979196798,-0.010389753228654207,-0.009399147665658662,0.010715193052376065
4,0.00335631708689196,-0.0025438743534694098,-0.005591882717659305,-0.009296596650679835,-0.010372738633401834,-0.010339787961719079,-0.010148996780903155,-0.009686999608873955,-0.010380588605092701,-0.010388922559416756,-0.010389785919429686,-0.009405970450560866,0.01096478196143185
5,0.003261214615729405,-0.0026111296156470136,-0.005636762149709851,-0.009304307520919507,-0.010372889540240937,-0.010340145657793322,-0.010150497332587953,-0.009691678240553895,-0.01038068885492953,-0.010388965521691334,-0.010389818759807991,-0.009412791409006718,0.011220184543019636
6,0.00316590899603004,-0.002678141656732376,-0.0056811130129704145,-0.009312012255811263,-0.010373041062379362,-0.010340505602732603,-0.010152001380410131,-0.009696352759272163,-0.010380789521393508,-0.010389008666587032,-0.010389851740434213,-0.009419610647115639,0.01148153621496883
7,0.003070430192234408,-0.0027472539438839474,-0.0057249444380047705,-0.009319711022738883,-0.010373193156911452,-0.010340867722819601,-0.010153508603582563,-0.009701022760361205,-0.010380890575665944,-0.010389051981591416,-0.010389884851718557,-0.009426428202761841,0.011748975549395297
8,0.0029748080863463665,-0.0028181684955747074,-0.005768265462837448,-0.009327403912261518,-0.010373345779869304,-0.010341231941479312,-0.010155018669152381,-0.009705687792301953,-0.010380991988227235,-0.010389095453894083,-0.010389918083843824,-0.009433244045971536,0.012022644346174132
9,0.002879072422670277,-0.0028883742164118632,-0.0058110850015452116,-0.009335090938559956,-0.01037349888625952,-0.010341598179317743,-0.010156531232349974,-0.009710347357766672,-0.010381093728881336,-0.010389139070397171,-0.010389951426773457,-0.009440058079403327,0.012302687708123818
10,0.002783252754207448,-0.002957870391746645,-0.005853411815256999,-0.009342772039982133,-0.010373652430102555,-0.010341966354165849,-0.010158045936962574,-0.00971500091472827,-0.010381195766781955,-0.010389182817726626,-0.01038998487026014,-0.009446870138913183,0.012589254117941675
11,0.0026873783910267898,-0.0030266570157280286,-0.005895254485516883,-0.009350447079688483,-0.010373806364474604,-0.010342336381128747,-0.010159562415732185,-0.009719647877636588,-0.010381298070460437,-0.010389226682244172,-0.010390018403854968,-0.009453679994205459,0.012882495516931342
12,0.0025914783509193573,-0.003094734730515603,-0.005936621389955923,-0.009358115846398651,-0.010373960641552014,-0.010342708172640276,-0.010161080290777873,-0.009724287618662196,-0.010381400607855333,-0.01038927065006002,-0.010390052016917162,-0.00946048734957098,0.013182567385564075
13,0.002495581312611345,-0.0031621047659721076,-0.005977520680216356,-0.00936577805524032,-0.010374115212658143,-0.010343081638522857,-0.010162599174041931,-0.009728919469007828,-0.010381503346343591,-0.01038931470704626,-0.010390085698624311,-0.00946729184471351,0.013489628825916533
14,0.002399715571799169,-0.0032287688801752486,-0.006017960262064683,-0.009373433348701145,-0.010374270028312652,-0.010343456686052722,-0.0101641186677597,-0.009733542720287173,-0.01038160625277336,-0.010389358838850966,-0.010390119437983153,-0.009474093055665274,0.013803842646028852
15,0.0023039090002313287,-0.003294729301057818,-0.006057947777629734,-0.009381081297684283,-0.010374425038283118,-0.010343833220030449,-0.010165638364952441,-0.009738156625970796,-0.010381709293498341,-0.010389403030912932,-0.010390153223840855,-0.009480890495792631,0.01412537544622754
16,0.0022081890080418443,-0.0033599886694605603,-0.006097490589698667,-0.009388721402668283,-0.01037458019163893,-0.010344211142856786,-0.010167157849942845,-0.00974276040289831,-0.010381812434413653,-0.01038944726847709,-0.01039018704489679,-0.009487683616892175,0.014454397707459272
17,0.0021125825094996317,-0.0034245499838448327,-0.0061365957680030335,-0.009396353094971437,-0.01037473543680736,-0.010344590354613721,-0.010168676698892364,-0.009747353232856006,-0.01038191564099315,-0.01038949153661052,-0.010390220889714792,-0.009494471810377774,0.014791083881682071
18,0.0020171158923135857,-0.0034884165468931916,-0.006175270077424787,-0.009403975738120868,-0.01037489072163174,-0.01034497075315073,-0.010170194480359732,-0.009751934264218385,-0.010382018878328101,-0.010389535820219073,-0.010390254746735859,-0.009501254408558986,0.01513561248436208
19,0.001921814990595452,-0.0035515919141912173,-0.006213519968055389,-0.009411588629326059,-0.010375045993431597,-0.010345352234176108,-0.010171710755879753,-0.009756502613652279,-0.010382122111167234,-0.01038958010406454,-0.010390288604291285,-0.009508030686010012,0.01548816618912481
20,0.0018267050615447273,-0.003614079845161983,-0.006251351567037386,-0.00941919100105635,-0.0103752011990647,-0.010345734691353298,-0.010173225080561461,-0.009761057367881387,-0.010382225303957975,-0.010389624372782378,-0.010390322450616211,-0.009514799861029771,0.015848931924611134
21,0.0017318107658901433,-0.003675884256394783,-0.00628877067212132,-0.009426782022721963,-0.010375356284990835,-0.010346118016402107,-0.010174737003704562,-0.009765597585509272,-0.010382328420888891,-0.010389668610899901,-0.010390356273863543,-0.009521561097191792,0.0162181009735893
22,0.001637156152087876,-0.0037370091774900638,-0.006325782746869943,-0.009434360802457308,-0.010375511197337234,-0.010346502099204636,-0.010176246069433096,-0.0097701222988981,-0.010382431425933182,-0.010389712802854965,-0.010390390062118225,-0.009528313504983347,0.016595869074375606
23,0.0015427646442352418,-0.0037974587095166417,-0.006362392917443964,-0.009441926389005338,-0.010375665881965474,-0.010346886827915824,-0.010177751817345058,-0.009774630516100433,-0.010382534282893183,-0.010389756933015052,-0.010390423803411842,-0.00953505614353262,0.016982436524617443
24,0.0014486590336398927,-0.0038572369861572565,-0.006398605970903223,-0.009449477773701346,-0.010375820284539733,-0.010347272089078399,-0.010179253783176728,-0.00977912122284094,-0.010382636955445746,-0.010389800985696737,-0.010390457485737498,-0.009541788022422304,0.017378008287493755
25,0.001354861473938481,-0.003916348137599036,-0.006434426354958904,-0.009457013892554223,-0.010375974350596262,-0.010347657767742066,-0.010180751499480256,-0.009783593384544605,-0.010382739407188412,-0.010389844945185505,-0.010390491097064965,-0.009548508103587936,0.01778279410038923
26,0.0012613934796429915,-0.003974796257205745,-0.0064698581791139236,-0.009464533628422868,-0.010376128025613864,-0.010348043747586725,-0.010182244496313197,-0.009788045948407788,-0.010382841601686284,-0.010389888795755841,-0.010390524625356059,-0.00955521530329886,0.018197008586099836
27,0.0011682759279548673,-0.004032585370994335,-0.006504905217128843,-0.009472035813285042,-0.01037628125508528,-0.010348429911049504,-0.010183732301938272,-0.009792477845508194,-0.010382943502519466,-0.010389932521691587,-0.010390558058580173,-0.009561908494219354,0.018620871366628676
28,0.0010755290636742382,-0.004089719409919068,-0.0065395709107505945,-0.00947951923059579,-0.010376433984589272,-0.010348816139455376,-0.010185214443531978,-0.009796887992949475,-0.010383045073330962,-0.010389976107306475,-0.010390591384730004,-0.00956858650754717,0.019054607179632473
29,0.0009831725069989368,-0.00414620218495651,-0.006573858374645719,-0.009486982617731904,-0.010376586159863239,-0.0103492023131511,-0.010186690447900236,-0.009801275296036185,-0.010383146277874946,-0.010390019536964822,-0.010390624591837358,-0.009575248135226488,0.019498445997580455
30,0.0008912252639969188,-0.004202037364968513,-0.0066077704024751875,-0.00949442466851879,-0.010376737726876193,-0.010349588311642236,-0.010188159842199467,-0.009805638650474225,-0.010383247080065246,-0.010390062795102316,-0.010390657667989042,-0.009581892132231807,0.0199526231496888
31,0.0007997057395177261,-0.004257228457309367,-0.0066413094740529685,-0.009501844035835842,-0.010376888631901907,-0.010349974013732962,-0.010189622154661323,-0.009809976944592042,-0.010383347444023937,-0.010390105866246837,-0.010390690601342784,-0.009588517218919243,0.020417379446695295
32,0.0007086317522930329,-0.004311778791134176,-0.006674477763529137,-0.00950923933429547,-0.010377038821592053,-0.010350359297668386,-0.01019107691531927,-0.00981428906157743,-0.010383447334129934,-0.010390148735039297,-0.010390723380143161,-0.009595122083440995,0.020892961308540396
33,0.0006180205519711636,-0.004365691503352847,-0.006707277148536597,-0.009516609142991605,-0.010377188243049148,-0.010350744041279067,-0.010192523656735227,-0.009818573881724746,-0.01038354671506744,-0.01039019138625438,-0.010390755992737455,-0.009601705384218978,0.021379620895022326
34,0.0005278888378191082,-0.004418969527168585,-0.006739709220244748,-0.009523952008312186,-0.0103773368438991,-0.010351128122127448,-0.010193961914724386,-0.00982283028468713,-0.010383645551874125,-0.0103902338048212,-0.010390788427591438,-0.00960826575247281,0.02187761623949553
35,0.00043825277882432803,-0.004471615583128331,-0.006771775294259761,-0.009531266446810396,-0.010377484572363194,-0.010351511417655846,-0.010195391229076372,-0.009827057151728219,-0.010383743809988933,-0.010390275975843775,-0.010390820673305025,-0.00961480179479746,0.0223872113856834
36,0.0003491280349276985,-0.004523632172608888,-0.006803476422312095,-0.009538550948129151,-0.010377631377329305,-0.010351893805335709,-0.01019681114427085,-0.009831253367967786,-0.010383841455299362,-0.010390317884621273,-0.01039085271862775,-0.009621312095785291,0.022908676527677724
37,0.00026052977911669543,-0.004575021573652578,-0.006834813404673319,-0.00954580397797248,-0.010377777208422156,-0.010352275162817776,-0.010198221210185715,-0.009835417824615562,-0.010383938454188108,-0.01039035951666799,-0.010390884552474038,-0.00962779522068745,0.023442288153199226
38,0.00017247272011613503,-0.004625785839062929,-0.006865786803240598,-0.009553023981118005,-0.010377922016072438,-0.010352655368082825,-0.010199620982795966,-0.009839549421187572,-0.01038403477357895,-0.010390400857733,-0.010390916163938212,-0.00963424971810857,0.023988329190194897
39,8.497112541822928e-05,-0.004675926796664815,-0.006896396955229898,-0.009560209384463803,-0.010378065751584616,-0.010353034299592641,-0.010201010024861451,-0.00984364706769925,-0.010384130380981745,-0.01039044189381941,-0.010390947542309221,-0.009640674122729488,0.02454708915685031
40,-1.9611555985617896e-06,-0.004725446051627163,-0.006926643987417255,-0.00956735860010309,-0.010378208367203212,-0.01035341183644086,-0.010202387906601596,-0.009847709686829468,-0.010384225244536418,-0.010390482611203197,-0.010390978677085029,-0.009647066958051691,0.025118864315095794
41,-8.831066870183292e-05,-0.0047743449907439025,-0.006956527830867136,-0.009574470028419853,-0.010378349816177423,-0.010353787858503351,-0.010203754206355385,-0.009851736216050028,-0.010384319333055834,-0.010390522996451547,-0.010391009557986634,-0.00965342673915753,0.025703957827688646
42,-0.00017406433221359673,-0.0048226247885651205,-0.006986048236086199,-0.009581542061198331,-0.010378490052823867,-0.01035416224658778,-0.010205108511224721,-0.009855725609714672,-0.010384412616067425,-0.010390563036440672,-0.01039104017497168,-0.009659751975479872,0.026302679918953815
43,-0.00025920941501379226,-0.004870286415264348,-0.007015204788541278,-0.009588573084739337,-0.010378629032587326,-0.010354534882581964,-0.01020645041769957,-0.009859676841102312,-0.010384505063853477,-0.01039060271837304,-0.010391070518247624,-0.009666041173574879,0.026915348039269153
