,delta_dom,delta_int,welfare
USA,12.0,12.0,-0.19038491743175712
EUR,12.0,12.0,-0.7964424206023892
JAP,12.0,12.0,-1.1439816078324156
CHN,12.0,12.0,-1.0295144958882076
BRA,12.0,12.0,-1.5873352127488118
IND,12.0,12.0,-1.7764299929170448
CAN,12.0,12.0,-0.4628333547568815
KOR,12.0,12.0,-0.24808223512452798
RUS,12.0,12.0,-1.882219588094273
MEX,12.0,12.0,-1.7712244903269294
ZAF,12.0,12.0,-1.7543951589798183
ROW,12.0,12.0,-2.1783844217046777
Negishi,,,-1.1880187889887708
Equal,,,-1.8177217107753592
