,beta,alpha,UUPCOSTS
0,0.6195314086059486,0.5881139319178812,0.0
1,0.3472288062870484,0.35968724226895793,0.0034948950845885684
2,0.033239785107003046,0.31907822433289335,0.0011710343522964646
