,delta_dom,delta_int,welfare
USA,0.01,0.01,
EUR,0.01,0.01,
JAP,0.01,0.01,
CHN,0.01,11.857344761100997,
BRA,0.01,8.619012498096698,
IND,1.165083075512418,12.0,
CAN,0.01,0.01,
KOR,0.01,0.01,
RUS,0.01,4.033115170419203,
MEX,0.01,0.01,
ZAF,0.01,3.568876248890711,
ROW,0.0608051784931446,7.323251263099845,
Negishi,,,
Equal,,,
