,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,-2.6154077958849043e-05,-2.720815666552136e-05,-3.0248814767339465e-05,-2.2795179610639635e-05,-2.201509583497573e-05,-2.2544978477566115e-05,-2.522336698912511e-05,-3.382076690544662e-05,-2.3429685323988807e-05,-2.330575194455771e-05,-2.2196840892979314e-05,0.0001137440529846,4.086984502870558e-05,4.116547145495643e-06
1,0.52,-2.6756774537685053e-05,-2.77020166854847e-05,-3.075466072857665e-05,-2.34460359040332e-05,-2.255348489573272e-05,-2.3197700763379777e-05,-2.580692744053625e-05,-3.4096227200979554e-05,-2.3948034705423456e-05,-2.4024807492162727e-05,-2.2822949460339275e-05,0.0001136555656617,4.0410274434232346e-05,3.547321108731209e-06
2,0.54,-2.7361792589779057e-05,-2.8336062749995668e-05,-3.144711290054355e-05,-2.430652896951995e-05,-2.317420465769969e-05,-2.36907204718454e-05,-2.64762953817036e-05,-3.468914243871876e-05,-2.4713626799776472e-05,-2.4535514988376502e-05,-2.3414419048857e-05,0.0001131131087135,4.002821422288447e-05,3.0274515759884434e-06
3,0.56,-2.7911417961885e-05,-2.887618516961092e-05,-3.201457073484926e-05,-2.477002498962368e-05,-2.372759127885964e-05,-2.45038961631402e-05,-2.692645119122704e-05,-3.506634558448015e-05,-2.5193270123535672e-05,-2.5279491664059688e-05,-2.410663943737113e-05,0.0001125966112621,3.936899416425901e-05,2.5524151128307416e-06
4,0.58,-2.838370523556261e-05,-2.9484369005388627e-05,-3.246730370643972e-05,-2.542906656668392e-05,-2.461323350688232e-05,-2.5053891002377496e-05,-2.768857348045589e-05,-3.5689271453573144e-05,-2.601272835857522e-05,-2.58184706108003e-05,-2.4710029639087336e-05,0.0001123292241185,3.8852686456089895e-05,1.954229324761971e-06
5,0.6,-2.902227416848546e-05,-3.002141306641305e-05,-3.303789176778453e-05,-2.5994923043509728e-05,-2.5237919984881447e-05,-2.560556241422548e-05,-2.8126713099461623e-05,-3.61038001300367e-05,-2.656935706649328e-05,-2.6453468412820764e-05,-2.535048830071421e-05,0.0001119011636358,3.830966179243652e-05,1.6061791873209632e-06
6,0.62,-2.957674993884758e-05,-3.0568314102670376e-05,-3.363142520744597e-05,-2.6619611359251496e-05,-2.570673269735695e-05,-2.6247995965550342e-05,-2.865228350099962e-05,-3.677087597977538e-05,-2.7248203606385848e-05,-2.7216556553422585e-05,-2.6067590430806253e-05,0.0001115160134293,3.795111410148599e-05,8.858373668871974e-07
7,0.64,-3.0229361372025184e-05,-3.116553141506969e-05,-3.417224588105286e-05,-2.730996223423064e-05,-2.64642663784442e-05,-2.7048130535204068e-05,-2.9300408114924983e-05,-3.72769332079065e-05,-2.79831357655064e-05,-2.797558287113514e-05,-2.6796656331644925e-05,0.0001109035901197,3.72128401764465e-05,3.087179755499751e-07
8,0.66,-3.0814000144658875e-05,-3.1760762443766645e-05,-3.485280246252507e-05,-2.7910242063879217e-05,-2.722901992553242e-05,-2.768439402733571e-05,-2.98149566035214e-05,-3.781535383373107e-05,-2.8518099046101907e-05,-2.858659740395451e-05,-2.735470602627824e-05,0.0001105703455868,3.6775541464367103e-05,-3.681582763521754e-07
9,0.6799999999999999,-3.1466242419445886e-05,-3.229591120405134e-05,-3.5439053670551304e-05,-2.8509814053870544e-05,-2.7804561614813005e-05,-2.838607388734967e-05,-3.0448314029110225e-05,-3.837634985617296e-05,-2.929961472467234e-05,-2.9257385964288573e-05,-2.8205769435801764e-05,0.0001101498216278,3.619322567194037e-05,-8.737097356557887e-07
