,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,kappa,gamma,rho,nu_tilde
0,-50,0.0609812465224571,0.061241573765418,0.0609657197088863,0.0165178110277262,0.0686770031016496,0.0799452094982862,0.060967369232791,0.055584440948353,0.0622304081811858,0.0563296160876315
1,-40,0.0618164881765594,0.0608705413603502,0.060739156097464,0.0248692337047865,0.0671165501449048,0.0729793397182132,0.0625650863504704,0.0562860200439405,0.0618849798060638,0.0576032198809865
2,-30,0.0604836753749365,0.0604639626184806,0.0607164467599235,0.0334417171090099,0.0653729411424475,0.0687305674524238,0.0616911140450329,0.057543367752919,0.0615175867726665,0.0586890842478116
3,-20,0.060762986104892,0.0606097738180551,0.0606192629106476,0.0424316464058295,0.0636296226947104,0.0652918780298549,0.0614749119966459,0.0588137437458778,0.0611148932113513,0.0594244226786294
4,-10,0.0607549437949877,0.0605181378069746,0.0603655986453839,0.0511427615069685,0.0621008143395848,0.0626853788926851,0.0611757777153943,0.0598600668140514,0.060778049904419,0.0601028971531165
5,0,0.0603856513791081,0.0603856513791081,0.0603856513791081,0.0603856513791081,0.0603856513791081,0.0604958891612394,0.0603856513791081,0.0603856513791081,0.0604006881468304,0.0603856513791081
6,10,0.0604290904846311,0.0604030622247514,0.0604518158733525,0.0704934745656925,0.0588761090275981,0.0586441851117791,0.0604136567519808,0.0612380704023054,0.0602521123677688,0.0609059639909661
7,20,0.0603950093450886,0.0604190376256346,0.0604791289161986,0.0809270275961732,0.0572853087974554,0.0572744586655591,0.0594236096930431,0.0616891556005972,0.0601172446791414,0.0608928381436544
8,30,0.0602362984460627,0.0603629671232582,0.0603798118445927,0.0919558336112802,0.0556330393910159,0.0559839953351903,0.0598035588099098,0.0623960310339883,0.0598393798985591,0.0614955898762846
9,40,0.0601408532403985,0.0601349629001176,0.060408028800326,0.1035900661967887,0.054042773659397,0.0548374621816346,0.0584074363101944,0.0630636376354699,0.0592732329448684,0.0617338661141165
10,50,0.0598907615762897,0.0604323568471016,0.0608445260919274,0.1164674879740885,0.0523652465869517,0.0539745191982125,0.0577829499797821,0.0634217354617461,0.0594589704830199,0.0617033806568684
