,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,kappa,gamma,rho,nu_tilde
0,-50,0.0884380259738889,0.0934821629148225,0.0935697988155479,0.0385744394361623,0.0991114441439067,0.1520511847540291,0.0927396544578952,0.0718114645658194,0.0995569180196446,0.0884362841252298
1,-40,0.090609466111255,0.09286213642294,0.0934087675958893,0.0488705074993726,0.0976823726826163,0.1343954275632064,0.0931391389695999,0.0771384717081561,0.0983804489197191,0.089756188133246
2,-30,0.0892926073651453,0.0929380860344625,0.093311878056613,0.0591615337896922,0.0966813044594872,0.1201056358840091,0.0934151567496036,0.0826795725642344,0.097033398572638,0.0910223018188286
3,-20,0.0912730539259924,0.0928735385350649,0.0932589311928996,0.070400167762554,0.0952496223848555,0.109254769262528,0.0934029304067237,0.0871622189289323,0.095622777386111,0.0918216230911679
4,-10,0.092037173168279,0.0929387345890994,0.0928851793578291,0.081543027882587,0.0942270419396346,0.1005145887183366,0.0935027205269426,0.0898985148925873,0.0943102184566432,0.0926154460590948
5,0,0.0929103618765577,0.0929103618765577,0.0929103618765577,0.0929103618765577,0.0929103618765577,0.0929425408407297,0.0929103618765577,0.0929103618765577,0.0929519552893088,0.0929103618765577
6,10,0.0942595926195389,0.0931205138905074,0.0929880408451015,0.1057588313819877,0.0918829986146905,0.0866601213635651,0.0933166968583083,0.0953335124345463,0.091885215558428,0.0935366078833408
7,20,0.0952105688039841,0.0932100364198886,0.0930357839100732,0.1189460603012548,0.0908832084008619,0.0813344339533445,0.092360836343557,0.0970735445834655,0.0906550268246472,0.0932806062852957
8,30,0.0963497523996387,0.0932244435275704,0.0929068128406735,0.1323960573338299,0.0895588153876565,0.0768800897961496,0.0959803998272421,0.0988105970666831,0.0893628183741411,0.0941931980247035
9,40,0.0974361694619501,0.092576430984674,0.0928422366884866,0.1478927988615042,0.0884304133197204,0.0712319667409385,0.0925869843233692,0.1002133598915976,0.0881934281700746,0.0944760868936123
10,50,0.0983202438356625,0.0935238084300288,0.0936537088888933,0.1640844156881789,0.0873341620770623,0.0672744130369718,0.0911468780666068,0.1014669579029034,0.0870451435353626,0.0941712499417823
