,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,kappa,gamma,rho,nu_tilde
0,-50,0.04000851805751375,0.04732865822358733,0.04336470300900808,0.017170899690524925,0.04947464599829039,0.0739138312361366,0.09525427837992201,0.031391756643558276,0.04974517865568299,0.043404994557760396
1,-40,0.0424003429875849,0.04667466997768447,0.043962608443242374,0.022605798324401044,0.04862648719790466,0.0656637259585877,0.07912501730817233,0.0354013266997736,0.049010914111793716,0.04407519841687381
2,-30,0.042771919166055786,0.04642802598873859,0.044498125719825636,0.028023056484345006,0.047980089784351546,0.058864721099070524,0.06758733204038872,0.03909503792791523,0.04818890779892543,0.04470847876532955
3,-20,0.044335852977179256,0.046121841498673016,0.04497913547379171,0.03391707060135259,0.0471211779284894,0.05365729995499678,0.05861522506808891,0.04197536595822096,0.047327241828994185,0.045119348936580386
4,-10,0.045077610822211484,0.045903644279145936,0.04523795829405179,0.03972690836605715,0.046463417440727434,0.04941205847517935,0.0516549583754905,0.04382215103068829,0.04652036694764344,0.04551578359980151
5,0,0.045658481435666975,0.045658481435666975,0.045658481435666975,0.045658481435666975,0.045658481435666975,0.04566660726396643,0.045658481435666975,0.045658481435666975,0.04567732113454394,0.045658481435666975
6,10,0.04632996783266612,0.04554445854980029,0.046065822544386015,0.05234833468695983,0.044994013745145084,0.04253468946802181,0.04118472165630628,0.047146059888768264,0.04498898582735858,0.04597539083287897
7,20,0.0466363140678924,0.04538142070584612,0.04642853586542302,0.05921523420117893,0.04433704025886251,0.0398442295723391,0.03681144405291538,0.0482105879979192,0.04422084707376325,0.04584381083363789
8,30,0.04693807218832411,0.04519384494952396,0.04666936079342692,0.06620574412861573,0.043512402616323984,0.037572329384666404,0.03481780174238339,0.04927039384799103,0.043398105280334734,0.046300666156712335
9,40,0.04709919047227748,0.04468498342441013,0.04689255337997453,0.07426744305481982,0.042786240421312946,0.034654709265324,0.030614501125922143,0.050126102602771484,0.042636490676078574,0.046444427610240084
10,50,0.04706810399328722,0.04498233872681091,0.047499354484279284,0.08270803475416018,0.04206888399202009,0.032578074799168404,0.027635839245771388,0.05087098602621637,0.04191479754397035,0.04628387214452009
