start,end,Rule,6,7,8,9,10
89,89,A0,,,,,
89,89,A1,,,,,
89,89,A5,,,,,
89,89,A10,,,,,
89,89,A25,,,,,
89,90,A0,0.1949193801598014,0.1671758868009538,0.1616478006868901,0.1828168580647117,0.2065528619296691
89,90,A1,0.16364212722477725,0.1514046784163824,0.14720558126672847,0.1705249542989382,0.195235832402474
89,90,A5,0.1124082162222744,0.1296328804960419,0.12566570799560894,0.14733230259597296,0.16232310021419155
89,90,A10,0.09425030592583873,0.10974964093671527,0.10441166232378322,0.1273583822534737,0.13122285459852634
89,90,A25,0.050582564366184996,0.06428576517286819,0.0565168149175971,0.07342215987148419,0.06459582585641296
89,91,A0,0.19623743064061847,0.178527769930532,0.1746547688803944,0.18387772042732542,0.21002405009256989
89,91,A1,0.1678450183431237,0.15681608999614963,0.15364173863493283,0.1718913647132417,0.19911417993279615
89,91,A5,0.11618481730575358,0.13515141246559267,0.13181924651873933,0.15098574187798894,0.16560768634318798
89,91,A10,0.09367529816740967,0.11284874314611698,0.10745201713472059,0.13258824594770385,0.13880515503912763
89,91,A25,0.05053462447926945,0.06297623335606803,0.055058163855795796,0.07840425574290372,0.07734734516314984
89,92,A0,0.1950330243778305,0.18408948207225,0.17764822573139197,0.18295214032526846,0.2120668165474773
89,92,A1,0.16708358148806568,0.16730148234311745,0.1612563997226194,0.1727989001266027,0.20268200609830933
89,92,A5,0.11537338072289974,0.13403580626930545,0.1293096147287381,0.14537036149983787,0.16507371501871188
89,92,A10,0.08939022187454598,0.10742974468766872,0.10202094368503928,0.12427374457958226,0.13733659968131307
89,92,A25,0.04731288877709072,0.05962385491664625,0.05199709710720164,0.0764091471169448,0.08313767524639239
89,93,A0,0.18581838119488736,0.17882100611056623,0.17198822998089408,0.175447691030692,0.20929745055379603
89,93,A1,0.1642322446279025,0.16500935114353793,0.15925054806087902,0.166684627492335,0.2014319095492164
89,93,A5,0.11493293141529284,0.13195947740992608,0.12777314005601537,0.14111406659953518,0.16649814356088505
89,93,A10,0.08646599213718506,0.10221660887474324,0.09737125695523766,0.11973333550233686,0.13950192523156088
89,93,A25,0.04475800191138583,0.05678149702708041,0.04980580757333944,0.07141294003524559,0.07725533222737632
89,94,A0,0.18129447961618403,0.1719174826807134,0.1686513634530492,0.17247157102057217,0.20602077653168194
89,94,A1,0.163022442598012,0.1600517318845007,0.15751587606765236,0.16500026998731346,0.19925749894599262
89,94,A5,0.11216390932323174,0.12803626439178006,0.12528302365952546,0.13793054748198766,0.16450569596452883
89,94,A10,0.0834416142281839,0.0980719600926006,0.09405982021063503,0.1154010953666117,0.13452828934445446
89,94,A25,0.04130000339839595,0.05268994763751746,0.04742670127500732,0.06718804774909394,0.07526692073958965
89,95,A0,0.17456502372729357,0.1690399870082361,0.16426853516111437,0.17084070428914128,0.20468202889222598
89,95,A1,0.1572752144017553,0.15421348504421267,0.15180645550179378,0.15980472893893355,0.19246978329933634
89,95,A5,0.10900701170132834,0.12158762684013973,0.1191043313145095,0.1325496047597712,0.15759540545338416
89,95,A10,0.08105386759725255,0.09245849286039638,0.08920748628287123,0.10942204074625674,0.12797777937411195
89,95,A25,0.038403035430872055,0.048121224890291414,0.04384145769577025,0.06309723314771941,0.07226032950706386
89,96,A0,0.16775910492920396,0.16479793088768965,0.15979486600218787,0.1714311906436842,0.20635674902809278
89,96,A1,0.15212646183690468,0.15070403701876742,0.14819931297094704,0.15851983019097812,0.19347102334881738
89,96,A5,0.10308659708759395,0.11581693791899167,0.11421598837875316,0.13056563805937121,0.15641329408997534
89,96,A10,0.07661156010189729,0.08799170544837417,0.08543181600934678,0.10713305811592018,0.12705039472308274
89,96,A25,0.036591959141167515,0.04557617244494565,0.042046965838577394,0.06041439788918282,0.07250734485700956
89,97,A0,0.16595524867500283,0.16607749065464947,0.16192225986785588,0.1705164641582706,0.20861350067184345
89,97,A1,0.15154921966985743,0.15299881270534127,0.15102291723700212,0.15841453701668676,0.1959130502850476
89,97,A5,0.10527433319488845,0.11826036820402051,0.11708404731000795,0.13168359005480595,0.15986069800219949
89,97,A10,0.07779719069285423,0.08832026628680273,0.08647661921549007,0.10689348391999046,0.12886827447252544
89,97,A25,0.035685368207410924,0.04574167149652972,0.04328242835422219,0.0608446432369114,0.07588056667927424
89,98,A0,0.17366902391406153,0.16915148534103291,0.16576518276563074,0.17208060113754764,0.20805171951700988
89,98,A1,0.15758668094275555,0.15728886487878557,0.15610412974577942,0.16086079293836913,0.19563509450053154
89,98,A5,0.11022103536620578,0.12060337390782398,0.1201652055115519,0.1355683947511258,0.16150692885625442
89,98,A10,0.08117077409615867,0.09140032485822865,0.090300883584687,0.10758508123620014,0.13000240124912965
89,98,A25,0.037430333720600166,0.05059157087738515,0.048125957302347006,0.0628236061272462,0.07723526705032036
89,99,A0,0.18239203599466053,0.17425009852359108,0.17158588824414833,0.17683177029145167,0.2109721927600823
89,99,A1,0.16756659458496304,0.16306226029467846,0.16235073670699143,0.16627253051723961,0.19873437419954065
89,99,A5,0.11797037093566319,0.12719175521112366,0.12718758417115034,0.14103150957286442,0.16407930129563902
89,99,A10,0.0908238118985615,0.09897479989319241,0.09845954006651465,0.11102931893959476,0.1327247811459623
89,99,A25,0.03887139208498409,0.05399759138550051,0.05099021204782996,0.06365108218549984,0.07708248968061132
89,100,A0,0.18605276599196308,0.18019739947273364,0.17787279437508388,0.18394097934536943,0.21487681450159254
89,100,A1,0.17139289557715032,0.16905006087508803,0.16855514398909752,0.17277152164476675,0.20131807693630435
89,100,A5,0.12482521927892092,0.1324868462289068,0.13241415690988942,0.14667248890167103,0.16686763319557105
89,100,A10,0.09885993863953067,0.1041945370393345,0.1035787840384189,0.11720949786031885,0.13586223706091446
89,100,A25,0.043415312831036834,0.05837042334813001,0.05515780396497021,0.06713031494452673,0.07865230221655777
89,101,A0,0.1883383815065597,0.1871263677213156,0.18473768544837066,0.19085842597401298,0.21847020178787127
89,101,A1,0.17343953290463407,0.17512011770400518,0.17431374314715267,0.17904675060633177,0.20538539405988326
89,101,A5,0.12956197511397127,0.1378578422584223,0.13792101691956418,0.15253438919316226,0.1706146531547071
89,101,A10,0.10478759168179688,0.1103327724771044,0.10994170131215622,0.12356292046769754,0.139986174883834
89,101,A25,0.04797889001253133,0.061231692333270034,0.05859776358757529,0.07056722019493854,0.08061068647691064
89,102,A0,0.19296446460481606,0.18741823977732036,0.18362378824654874,0.19001361582252696,0.2154432869401403
89,102,A1,0.1744249728593637,0.17566730200987188,0.17322149159195416,0.1785439265216126,0.20297211548163413
89,102,A5,0.1317042398664925,0.1396956553396231,0.13795224344042514,0.14984497314107625,0.16781276017611044
89,102,A10,0.10671476040164721,0.1110070815153814,0.10855848744719117,0.12163538545391399,0.13742543889427863
89,102,A25,0.0514210078828359,0.06356352082258881,0.05752519440286019,0.06987556861877385,0.07842277202407723
89,103,A0,0.19930379533087245,0.19052735064811618,0.18779536091242377,0.19193002456212305,0.21654454362777936
89,103,A1,0.1758572628027185,0.17649354808128062,0.1748141127530535,0.1771295207656034,0.2009990125968588
89,103,A5,0.1295366536712942,0.1381321545404281,0.1367264647327398,0.14878528440121155,0.16599377990734976
89,103,A10,0.10397192295726303,0.10988446477128826,0.1078158108419976,0.12095419871599603,0.1356827110076411
89,103,A25,0.05129446630283007,0.06296131573720277,0.05755571009306274,0.06932319809762667,0.07720256021374558
89,104,A0,0.19952568731564127,0.19313043630111135,0.1920830887086144,0.19357358360462135,0.2177808945289633
89,104,A1,0.17695205006059112,0.17766969252932988,0.17750387058628722,0.17725414856491686,0.2001482257688914
89,104,A5,0.13037397443654922,0.13860720917229408,0.13867172683053974,0.14869231660033894,0.16522623413216697
89,104,A10,0.10300139297112974,0.10930776366101357,0.10830807248380048,0.12059521868630431,0.13465469517041587
89,104,A25,0.051171395411750385,0.06314744486104232,0.0587151230460793,0.07003224883012502,0.07734316979305907
89,105,A0,0.19429399724668467,0.19108480210152717,0.19128975011806404,0.19583005478964363,0.21797056664778963
89,105,A1,0.1728211720135268,0.1763327399825014,0.1773846629528263,0.17958733070568197,0.2010002478145968
89,105,A5,0.12750401664624295,0.13896647498555795,0.1403629980580364,0.15145997373604897,0.1670000886301118
89,105,A10,0.10043168358361163,0.10635769304171873,0.10638076268809694,0.12088690529668267,0.13285004610738887
89,105,A25,0.04999937265764097,0.06145219778842348,0.05766479172766351,0.06961013297620967,0.07736959151269841
89,106,A0,0.18782166137724313,0.18819399752871122,0.18896410037208053,0.19680820632133436,0.21851821320245718
89,106,A1,0.16722885228908593,0.1737914207295923,0.17541165134176612,0.18115858550838365,0.20219404333784619
89,106,A5,0.12376698571247337,0.13764850554880878,0.13957344649918665,0.15332035574750222,0.16838737246868016
89,106,A10,0.09717058478408525,0.10264927172059618,0.10289320105701696,0.1187959496162925,0.13080207631194452
89,106,A25,0.04893395827962135,0.059320715360372436,0.05589649976614583,0.06880691117518503,0.07519601550991414
89,107,A0,0.1810532098013714,0.18500500913032664,0.18637942878003297,0.19579564014378553,0.2170120845687081
89,107,A1,0.16129516476282824,0.1712041887217147,0.17337625024379869,0.18065162065128026,0.20134433163424328
89,107,A5,0.11913481128343605,0.1357050707435989,0.1382267246938485,0.15311274108230552,0.16775148637179013
89,107,A10,0.0936311597599494,0.10223476493102752,0.10298574170994142,0.11945475957731766,0.13119068153786528
89,107,A25,0.04683243140855752,0.05680933712425593,0.054539706903760074,0.06718809459372595,0.0734557003234099
89,108,A0,0.1751830677935111,0.1796788598923915,0.181651258490638,0.19253583083886103,0.2133884995608633
89,108,A1,0.15612993519201757,0.16650802696195383,0.16927262005983293,0.1781751035091734,0.19844002649743353
89,108,A5,0.11529505428942273,0.13171201094702525,0.13492328480202964,0.15025104525777205,0.1646358054203719
89,108,A10,0.09006567751121643,0.09884136693979623,0.10013847932419191,0.117285275889867,0.12886085808459397
89,108,A25,0.04491590988527096,0.054642426688995216,0.05329570123246433,0.06560953397130989,0.07160984498079191
89,109,A0,0.1703556289510715,0.17554277851742728,0.17733642283617132,0.1894230961358566,0.20986093646279452
89,109,A1,0.15183346274537587,0.16301165714573423,0.16550783690269505,0.17574990490480605,0.1951450542377952
89,109,A5,0.11197165780381768,0.12818051650851153,0.1313041456783481,0.1475186881857496,0.16169065911835434
89,109,A10,0.08720180556416628,0.0962129978769859,0.09751040332564295,0.11503118459519265,0.12654875786705125
89,109,A25,0.04321920202675184,0.053540676212051795,0.05227730729457993,0.0642510878526599,0.07018293561505487
89,110,A0,0.1685740713593298,0.17379055947327554,0.1759295094619701,0.1875844325110605,0.20655490046460567
89,110,A1,0.14994257501756494,0.1609938738874155,0.1639280950957943,0.17404548471059367,0.1920946491086031
89,110,A5,0.10975235826835696,0.12540956034322256,0.12896791483479025,0.14470337347634368,0.15814136985332047
89,110,A10,0.08423410428068966,0.0931295547842557,0.09501959691852341,0.11272121327703057,0.1235297842137152
89,110,A25,0.04152955578964413,0.05159421942520887,0.051215323410170745,0.06284234019008571,0.06885506802495295
89,111,A0,0.16507340833748832,0.17042182285103533,0.17215852246954483,0.1846363024464396,0.2021467283522828
89,111,A1,0.14722954367982202,0.15803342618758381,0.16054811151803836,0.170762527437094,0.18778254254191679
89,111,A5,0.10734701115387271,0.12243198496246376,0.1256880965273364,0.14163107570178704,0.15432829540043033
89,111,A10,0.08197687230250215,0.09068904981064903,0.0925257143136471,0.11033590596519816,0.12023829879478677
89,111,A25,0.04024191166867905,0.04982878073469128,0.049495142198374496,0.061045720750663786,0.06645227208736211
89,112,A0,0.16239548811884616,0.16795859668644217,0.16806989009774068,0.1806820781515555,0.19727424558493042
89,112,A1,0.1452661142638564,0.1559823498291037,0.15679556831120203,0.16730132065195638,0.18341720290944805
89,112,A5,0.1061554711707121,0.12086231065678632,0.12255772010997774,0.13857770260500002,0.15047335873651257
89,112,A10,0.07975653446488183,0.08813025423992278,0.08987835394384969,0.1074879980198488,0.11678508607201671
89,112,A25,0.039052615005701834,0.048256085254894575,0.04793205741071554,0.05919400228353857,0.06437158050328552
89,113,A0,0.16107203509399312,0.1659047060870356,0.16411712201210346,0.1769529972898022,0.19301342989437623
89,113,A1,0.14422906264221574,0.15415246768353094,0.15295505793117284,0.16388126539686965,0.17947928965535953
89,113,A5,0.10611728749491556,0.11981164744270359,0.11926787594214289,0.13505821093394363,0.1464739582000518
89,113,A10,0.07850673627159693,0.08647143239124873,0.08723683703105457,0.10443979834193662,0.11339443713572402
89,113,A25,0.03782506591218,0.04665430266471803,0.04636594992332555,0.057378057187903106,0.06230505300017652
89,114,A0,0.15961699126612125,0.16417431283677492,0.16114604102278068,0.17373091024724488,0.18920024737938132
89,114,A1,0.14337583989053873,0.15276318457605853,0.15029146208234703,0.16090478248989398,0.17591072017610834
89,114,A5,0.10462659675549414,0.11713318790163477,0.11623158314724008,0.13239615682296652,0.14350169467795584
89,114,A10,0.0767718517369729,0.08408009842940113,0.08482093202247078,0.10233328710835213,0.11116680087518596
89,114,A25,0.0370156140151437,0.04516532121715351,0.044928721655665464,0.05590744769927418,0.06062641472343123
89,115,A0,0.15790233481435328,0.16261058408014814,0.1593071984083241,0.17118954312903054,0.18646506767796184
89,115,A1,0.14115015292752583,0.15039920681381766,0.14838399049329537,0.1586326563753799,0.1734801420500175
89,115,A5,0.10334730416736654,0.11549136737773186,0.11498105120562485,0.130480209291662,0.14172420513283546
89,115,A10,0.07578951310137999,0.08275891269563394,0.08339868068015141,0.10105666701877077,0.11011990560008769
89,115,A25,0.036344248926908934,0.04396440116400796,0.04370910391674087,0.054815934852417036,0.06013879294888893
90,89,A0,,,,,
90,89,A1,,,,,
90,89,A5,,,,,
90,89,A10,,,,,
90,89,A25,,,,,
90,90,A0,,,,,
90,90,A1,,,,,
90,90,A5,,,,,
90,90,A10,,,,,
90,90,A25,,,,,
90,91,A0,0.19963887346068834,0.17905371358931121,0.17696853399936968,0.17771350672191288,0.20856333492173112
90,91,A1,0.17124708623349896,0.15404063623544473,0.1532076873286303,0.16540785998491636,0.19879382328672285
90,91,A5,0.11635820612404313,0.13383863251434183,0.1327833271264401,0.14379065486311643,0.15872079843215525
90,91,A10,0.0884763425915421,0.10838173626360094,0.10545946226010458,0.12470117437146602,0.13511558588746195
90,91,A25,0.04704344624769334,0.055750567571546866,0.05057241384472996,0.0753722737199233,0.08014337291885644
90,92,A0,0.1968991841702811,0.18629401522534217,0.18018855476104134,0.17853413782097446,0.2117739285852206
90,92,A1,0.1690978144632965,0.16894631061830345,0.16350525254764658,0.16877907544550616,0.20365771038943156
90,92,A5,0.11521849440747482,0.1327887509030425,0.12911579120387154,0.1387018433638725,0.1603044659698647
90,92,A10,0.08449589272634637,0.10264540727984195,0.09888221595206816,0.11624419640604984,0.1343873684609311
90,92,A25,0.04391152472198042,0.05368928491382488,0.0479862415169597,0.07372278955963822,0.0869318037779443
90,93,A0,0.18491434024348954,0.17915728698496441,0.17247847781550665,0.17025807682882738,0.20838544308368318
90,93,A1,0.16503008514428483,0.16566993955003254,0.1604357247642143,0.16214119082294567,0.20185116363028482
90,93,A5,0.11470665435182244,0.13050510367038404,0.12724365374418475,0.1350486042724855,0.16327731390979294
90,93,A10,0.08206418784169513,0.0973250718656418,0.09385478947305892,0.11257607210287622,0.13783133320383634
90,93,A25,0.04156825715362687,0.051619980052572914,0.04624984349719243,0.06814912009684086,0.07863034287128623
90,94,A0,0.1796664665393251,0.17080580269426143,0.1683761884151703,0.16772465565705652,0.20463583575116884
90,94,A1,0.16341875460513974,0.15958867875788896,0.15811708303167527,0.16102864915079768,0.19915802009020261
90,94,A5,0.11142908325404319,0.1260881227965172,0.12436141133076298,0.1324414737968384,0.1615305427243839
90,94,A10,0.0793152952099917,0.09332980072889091,0.09058435887597151,0.10880883661989812,0.1321970885448535
90,94,A25,0.03805660788959082,0.04774242417999887,0.04410610875442329,0.06373201334113983,0.07596924695716026
90,95,A0,0.17208677018176274,0.16763400440744655,0.16330875124755947,0.1666131303643064,0.20330478696855572
90,95,A1,0.1566476030416523,0.15285456629865488,0.15135589121083645,0.1556291214004404,0.19125559831173533
90,95,A5,0.10786850704002066,0.11888940258548064,0.11730653898303811,0.12707855290177741,0.15396439600140596
90,95,A10,0.07721731064360383,0.08757111551860426,0.08550254618269099,0.10293198268726961,0.12494336037938741
90,95,A25,0.0352173778456138,0.04323683488448824,0.04047675666541071,0.059535402040861884,0.07234450281628506
90,96,A0,0.16466261349045044,0.16298679492693482,0.15833309848215132,0.16789191104447473,0.2054155016843564
90,96,A1,0.15085297316183774,0.14903789980465426,0.14729780893143407,0.1547571810511332,0.1925733276522281
90,96,A5,0.10126496243308244,0.11267979014054844,0.1119766888180982,0.1255927412238908,0.15313212722207847
90,96,A10,0.0726884673565762,0.08316441238226348,0.0817167715986888,0.10124315368959742,0.1243169806346004
90,96,A25,0.033602670312416934,0.04102597351920782,0.03890658040438453,0.05697813761779972,0.0726147813149057
90,97,A0,0.16302033663431836,0.16465269165985896,0.1609091375210324,0.1673052536982856,0.20807200320154295
90,97,A1,0.15036276180829294,0.151827789603814,0.15058705173568515,0.15510905737253602,0.19543281991756076
90,97,A5,0.10395386988560269,0.11582079268351128,0.1154831675608417,0.12747204932318995,0.15742060248181775
90,97,A10,0.07451268836456791,0.08413745495875945,0.08335655575693225,0.10170987077246682,0.12670377211378372
90,97,A25,0.03295641661553459,0.04178093481795713,0.04068902391375903,0.057891696167917256,0.07639622630771645
90,98,A0,0.1719172993489041,0.1682265523108173,0.16529162100154038,0.16939998483748064,0.2075079683039835
90,98,A1,0.157202880762798,0.1567246279189218,0.15628127291225072,0.1581943950237554,0.1951773390867081
90,98,A5,0.10959692377698703,0.11869519630112728,0.11908455220135344,0.13225644795594713,0.15952086959969897
90,98,A10,0.07862605907138243,0.08802449907457083,0.08795241210699083,0.10305426925131354,0.12820441323875972
90,98,A25,0.03519848402928668,0.04760979376097123,0.046358878793949176,0.06041864905373305,0.07784415342794077
90,99,A0,0.18168778509407874,0.17392752011465284,0.17174175320431878,0.1748943325367818,0.2107748639926658
90,99,A1,0.168219165787222,0.16313178657239036,0.1631348262529368,0.1644139461519743,0.19863232229700048
90,99,A5,0.11818360406231206,0.12613323349542657,0.1269172340579316,0.13859706893937745,0.16254908520867759
90,99,A10,0.08949887215650316,0.09669400419139676,0.09716178138477086,0.1072960119235363,0.13137882992631264
90,99,A25,0.03700683319924034,0.05165459403153951,0.049686266864820215,0.06156936842516336,0.0776152096834988
90,100,A0,0.18574533153664355,0.18044481009634822,0.17858602671441484,0.1828259640278439,0.21505239032589663
90,100,A1,0.17233398766940278,0.1696576120894088,0.16983198969287566,0.1716727168697553,0.20146018454642817
90,100,A5,0.12564223560707966,0.13200592567079883,0.13264352705593954,0.14497217735566534,0.16573001238014537
90,100,A10,0.09838600494138393,0.10259560796007863,0.10286438923427946,0.11437741683851335,0.13492386830804678
90,100,A25,0.04213334300272913,0.056637955932040886,0.05435127124561046,0.06555414177685966,0.07927930335881424
90,101,A0,0.18824703454873318,0.18793057481367748,0.18596355601553127,0.19041278248533486,0.2189305952340066
90,101,A1,0.17447275376648916,0.1761828777195423,0.17596406830545389,0.17856244864270165,0.205854602462795
90,101,A5,0.13070563640103763,0.13786458141594962,0.13859017788758304,0.15146426196694793,0.1698840857371616
90,101,A10,0.10484712354535124,0.10937860710760068,0.10981708251450652,0.12149629808165739,0.1394696650122819
90,101,A25,0.04718404910170715,0.05988203628395,0.05814510523004595,0.06940880356211138,0.0813486362123418
90,102,A0,0.19323599688207282,0.18818303648227014,0.18466967667763376,0.18953726720594052,0.21563542590213206
90,102,A1,0.1754545182668245,0.17669040235543437,0.17466084931075546,0.17805819977943718,0.20321959411676424
90,102,A5,0.1329247168047477,0.13984324633743303,0.1385723325278934,0.14865028523594875,0.16692286002309945
90,102,A10,0.10691795663876279,0.11017818340801466,0.10833705364436336,0.11957946209650896,0.13675168085980322
90,102,A25,0.050952086878252395,0.062497055891625616,0.05702485059708579,0.06875305699030534,0.07893565528348805
90,103,A0,0.20000874178304348,0.1914595983649121,0.18906451250313666,0.19162458718526393,0.2168016195701745
90,103,A1,0.17691557567702887,0.1775025874072607,0.17626441786059036,0.17657745980815415,0.2010878782662814
90,103,A5,0.130515126100017,0.13815752469559478,0.13721470612055425,0.14760023929360283,0.16503751688892807
90,103,A10,0.1039646882171286,0.10903458676129821,0.10755714541042938,0.1189964708314115,0.1349325979837255
90,103,A25,0.05085000097143068,0.061928012223780804,0.057093284822715265,0.06824141083396681,0.07759165096817479
90,104,A0,0.20019843013665214,0.1941740732136539,0.1935534787130258,0.19339807932238606,0.218103255468611
90,104,A1,0.1780127945604723,0.17868987219678123,0.17903680587553722,0.17674720019125179,0.20017444793848801
90,104,A5,0.13134303675437417,0.13866255829257407,0.13925710293235322,0.14758007664651263,0.16428255226329455
90,104,A10,0.10292993854792874,0.10847609744433788,0.10809946885712367,0.11874407399204598,0.13388605529227965
90,104,A25,0.05074835637637231,0.06219543685677112,0.05836082032395609,0.06906985076620904,0.0777156951358139
90,105,A0,0.1945977130120726,0.1919353595695618,0.19261865708529033,0.19580654897411193,0.21828463453613603
90,105,A1,0.17355744010422391,0.17720559888656026,0.17881433930940685,0.1792578904891688,0.2010780824764502
90,105,A5,0.12823314020730972,0.13904081889914943,0.14101749260520507,0.15059022735031868,0.16622625278416545
90,105,A10,0.1002040882251408,0.10539362654987934,0.10606473992585597,0.11916968755896414,0.132016655655197
90,105,A25,0.049529522139842186,0.060453737342380555,0.05726698721827202,0.06868150255041874,0.07772048537900852
90,106,A0,0.18772678586999403,0.18882447487669582,0.19007803341500037,0.1968436215262275,0.21884602101235187
90,106,A1,0.16759285050830433,0.17446344562441776,0.1766411695826031,0.18094095088123605,0.20233752275625227
90,106,A5,0.12423339430325564,0.13764094867708612,0.140142997157766,0.15261120514984156,0.16774066131005821
90,106,A10,0.09676454804672881,0.10152377259174013,0.10239061718484427,0.11705674729371093,0.1298972400160319
90,106,A25,0.048429074593574276,0.05825560656244668,0.05541807834780574,0.06788565772732152,0.07539841114863047
90,107,A0,0.18058758006808773,0.18542329393684626,0.18728788378767683,0.19577283416076524,0.21723800702062257
90,107,A1,0.1613092915517424,0.1716951437886122,0.1744243840769243,0.18041791212246844,0.2014326337680933
90,107,A5,0.11931796526200612,0.13558996509779359,0.1386898157710991,0.15243145359200394,0.1671053766054866
90,107,A10,0.09305104589554966,0.10114876537657634,0.10251622031138524,0.1178487801593809,0.13035770310427675
90,107,A25,0.04623884532334285,0.05566388002420846,0.05401248707186189,0.06622808763844046,0.0735501675829473
