start,end,Rule,6,7,8,9,10
90,108,A0,0.174432990045776,0.17979480606499246,0.18226304900896406,0.19234265625995106,0.21341181635700093
90,108,A1,0.1558714642777883,0.1667259758800798,0.1700496084183748,0.1778233524217671,0.19837082298545938
90,108,A5,0.11526647611154105,0.1313928024511795,0.13518813740722396,0.14945499943408988,0.1638597182232729
90,108,A10,0.08932843899500967,0.09763392536235661,0.09954381366315186,0.11564963835248214,0.12794909833418
90,108,A25,0.044252695619105144,0.05344320888709442,0.052730755830071536,0.06461697155985964,0.07160218999811062
90,109,A0,0.16940168314860118,0.17544612331264997,0.17770188204585774,0.18908394355074187,0.20970670926422183
90,109,A1,0.151373091754526,0.16304389012714296,0.16605773668545293,0.1752944814415517,0.19491456228843784
90,109,A5,0.11177833871054983,0.12770069371553242,0.13137479869709864,0.1466258267996504,0.16080611896600938
90,109,A10,0.08635823537641735,0.09493450992527773,0.09681406714772747,0.11336462436994332,0.12556698109328085
90,109,A25,0.04250431308096836,0.05234633177639887,0.05168968946541256,0.06324023125584965,0.07010431791322078
90,110,A0,0.1675807154716561,0.1736150678951947,0.17621056997718568,0.18717387463834192,0.20625058713271793
90,110,A1,0.1494140841820979,0.16092848704788484,0.16437658337428274,0.17353058521253178,0.1917298755792536
90,110,A5,0.10946256391593706,0.12482063596108584,0.128923954336288,0.14371896669389653,0.15712993688608556
90,110,A10,0.08328938499314417,0.09176511658773696,0.09423780977731248,0.1110240144283092,0.1224509980647274
90,110,A25,0.040768249829988064,0.05036406011568975,0.05060511672122995,0.061812536399667654,0.06871696223320134
90,111,A0,0.16396608394371606,0.17010118377094724,0.17225539900714035,0.18411040038318002,0.20165587598492074
90,111,A1,0.14660175554879695,0.15783644567258492,0.16082257834851565,0.17012180713105768,0.18723834478359744
90,111,A5,0.10696105531226809,0.1217344855349351,0.12549705158297272,0.14055176478333492,0.15318951509293838
90,111,A10,0.08097249334720022,0.08927569948789903,0.09166610465136049,0.10860742945906265,0.11905893540625621
90,111,A25,0.0394566812471453,0.04857429054421769,0.04883448212203118,0.05998106170347284,0.066211225834436
90,112,A0,0.16121987695007958,0.16754480164615818,0.16798478798710145,0.1800071185999644,0.19659288754800355
90,112,A1,0.14458025477261655,0.15570475645134474,0.15689494774875265,0.16653797049900265,0.1827068685479048
90,112,A5,0.1057344899316485,0.12012689058238163,0.12223887814504907,0.1374125628961855,0.1492164846743934
90,112,A10,0.0786992877320878,0.08666710194986947,0.08894101598993216,0.10571085058157356,0.11550685966895399
90,112,A25,0.03824981648671402,0.04698776005184171,0.047232161477358495,0.05809512326156787,0.06405054967074417
90,113,A0,0.1598902638478896,0.1654225737317882,0.16387086715250596,0.17615078268362103,0.1921829277885482
90,113,A1,0.14352857014554252,0.1538101956071131,0.15289027529299098,0.16300721919799369,0.17863447283996026
90,113,A5,0.10571225615432144,0.11906309223747898,0.11882524221875979,0.1337949732267024,0.14510281220150173
90,113,A10,0.07744146656128244,0.08500012720291954,0.08622849162051716,0.10260969039367651,0.11202819312711006
90,113,A25,0.0370045694525866,0.045372083403868356,0.04562996184188381,0.056249300412863044,0.061911293139694845
90,114,A0,0.158424289116747,0.16364225004572697,0.16079079311799419,0.17283190074360863,0.18825043805718664
90,114,A1,0.14266923818366536,0.15237903205839848,0.1501227269157394,0.15994663882269403,0.17495695325415497
90,114,A5,0.10417813903894692,0.11630743652297638,0.11568520306099618,0.1310769664595758,0.14206650397846393
90,114,A10,0.07567979743368602,0.08257199209013119,0.0837562842280115,0.10049212302867903,0.10976610117649503
90,114,A25,0.03619555933805259,0.04387483146883524,0.04416468396677499,0.05476501681569056,0.060181259726299015
90,115,A0,0.15668955749950236,0.16203884182888562,0.1588948891685503,0.17022736602483363,0.18544659026425853
90,115,A1,0.1403851248646471,0.14993890717136607,0.14814838084890145,0.1576239749217448,0.17246957469713578
90,115,A5,0.10286689126345085,0.11463422872425638,0.11440758835571282,0.1291380667295054,0.14027584909312707
90,115,A10,0.07470167863146594,0.08125799561042181,0.08232027890308213,0.09923721616948582,0.10873281376384264
90,115,A25,0.035529913080158446,0.04267735640396556,0.042927543918233696,0.053675462354861356,0.05969200461416402
91,89,A0,,,,,
91,89,A1,,,,,
91,89,A5,,,,,
91,89,A10,,,,,
91,89,A25,,,,,
91,90,A0,,,,,
91,90,A1,,,,,
91,90,A5,,,,,
91,90,A10,,,,,
91,90,A25,,,,,
91,91,A0,,,,,
91,91,A1,,,,,
91,91,A5,,,,,
91,91,A10,,,,,
91,91,A25,,,,,
91,92,A0,0.1951466685958596,0.20100307734354622,0.19364865077589383,0.18308742258582525,0.2175807711652855
91,92,A1,0.17052503575135408,0.18319828626985252,0.17530721817851036,0.17507284595426723,0.21012817979414466
91,92,A5,0.11833854522352509,0.138438732042569,0.13295352146186726,0.14340842040370277,0.1678243298232322
91,92,A10,0.08453013782325325,0.10510984843862217,0.09963022504629532,0.12118910690569082,0.1434503447640998
91,92,A25,0.04404321318799645,0.05496194466042431,0.04747737929680619,0.0793961343624054,0.10167952463637181
91,93,A0,0.17975104855161136,0.1865844189836412,0.1788818495102301,0.17053491300801218,0.21112717630321398
91,93,A1,0.164625656229986,0.1740791329616416,0.16728052592364606,0.1641244096212662,0.20556262764704467
